Hybridization REF	TCGA-A2-A0T5-01A-21R-A084-07
HIST2H2BE	-0.1581875
STARD7	-0.209
SHMT2	-0.8765
KIAA1751	-0.044
MLYCD	-0.20875
LOC162632	-0.9877
UQCRH	-1.47375
RP11-217H1.1	0.058625
SDHA	-1.38433333333333
NCLN	-0.3352
ZNF17	0.491333333333333
RCBTB2	-1.385
VEGFB	-1.0239
RP4-747L4.3	0.7945
COLQ	0.316
MPN2	-0.7985
DRG2	-0.08
KLRB1	3.70575
ALPK2	-2.67275
DNASE2B	0.0665
FLJ23834	1.3175
AXUD1	1.397
SAFB	-0.082
NSUN4	0.6365
RFX2	0.699333333333333
MAPK8IP1	-0.000833333333333338
FANCD2	-0.814357142857143
ANKZF1	-1.031
C19orf50	-0.795625
DUSP8	2.065875
SENP5	-0.575625
NFKBIL2	-0.341
LBR	-2.227125
IGFL1	0.6795
LZTS2	0.03775
IL2RG	-0.943625
CCDC51	0.18175
KLF3	0.53175
ANKRD37	-1.5635
KCTD14	1.17816666666667
FZR1	0.1945
SLC44A4	3.8962
ESPL1	-0.731625
GMPR2	0.0121
TBC1D19	0.142833333333333
ERGIC1	0.267962962962963
ERBB4	4.0474
TSPAN32	0.10925
MAP4	0.28975
GPHN	0.5775
SLC6A2	1.072375
HIVEP1	1.148
DFFB	0.216
EIF4EBP2	0.3195
DMRT1	-0.319
HSPB6	-0.00374999999999998
IER2	-0.135833333333333
AIFM1	-0.19125
WWC2	-0.2875
MRPL4	-0.524
FLJ21062	1.6275
EPB41L4A	0.335416666666667
SH2D6	0.04025
TAF4B	-0.607
GAL3ST3	0.054
MALT1	-1.13583333333333
RTDR1	0.77125
ARVCF	0.5735
MEX3B	-0.987
FBXO16	2.7275
KIF7	-1.285
C1QC	3.85066666666667
ZNF783	-0.501666666666667
ZNF85	-0.1025
MMP13	4.343
KIAA0329	0.309125
RTP3	-0.8215
ZBED3	-0.1475
CLGN	-0.99875
SLC25A37	-0.858291666666667
hCG_18290	0.385
OR5AS1	0.149
SMARCC2	0.428833333333333
FAM109A	-0.0443333333333333
CCDC12	-0.045
USF2	0.5817
DEPDC7	-1.593
C20orf24	-1.27133333333333
JMJD3	0.2365
DSP	2.46635714285714
SLIC1	0.202
FAM20A	0.39975
IRF2BP2	1.0165
ZNF230	-0.032
MSN	-0.578928571428571
SLC9A5	-1.46
EPDR1	-1.1828
