Hybridization REF	TCGA-A2-A0T7-01A-21R-A084-07
PKN3	-1.5785
CNTD1	2.20833333333333
COMMD1	-0.008125
NTRK2	3.74733333333333
FOXN3	0.701375
MFGE8	0.7069
PFKFB2	0.6775
TAS2R4	0.0325
ENTHD1	1.7905
PRMT5	-0.2435
MGC16384	-1.40775
LOC442229	-0.34225
TSKU	0.41025
KRTCAP3	2.15675
PDLIM1	0.6241
KCNS2	0.05225
RNF126	-0.877333333333333
CEP63	0.29175
CLIC4	0.629625
hCG_1990170	2.61625
ACR	0.6631
KLK7	2.795
ALOX5AP	3.099125
RIPK3	3.64525
TAS2R9	-0.021
C19orf18	2.017
BIRC6	0.390285714285714
ZNF16	2.2675
RFT1	0.66075
SLC8A2	-0.11975
TACC1	0.276875
ITGAD	1.4955
SAMHD1	1.10975
SH3PXD2B	1.5235
EPC2	0.898
C20orf85	4.984
ATP13A2	-0.202666666666667
KRT4	1.598625
CAPNS1	-0.05125
MDM2	0.00508333333333335
PCDH20	2.70925
KCNK9	0.458
OR2C1	0.1835
KLHDC3	-0.891333333333333
IPPK	1.0625
EFHD2	-0.427125
GALR3	-0.75425
NBEA	0.706833333333333
ABCA6	3.0028
CLDN3	3.58033333333333
AKT2	-0.569857142857143
EGFR	-0.5002
RBM16	0.43775
ZDHHC3	0.3832
SLC25A4	-0.165333333333333
CYB5B	-0.274166666666667
CPXM1	0.96675
NDRG1	-0.367076923076923
FLJ43826	0.43325
OR5L2	-0.182666666666667
FARP2	0.132
MRPL46	-0.875583333333333
LDHAL6B	0.350166666666667
MAPKAPK3	0.0151666666666667
NCAM2	-1.6215
PRKD2	0.121333333333333
ZFP36L1	1.4348
CYSLTR1	-0.7655
OR4C3	0.21625
HIST1H2AJ	-0.397
CCNB2	-2.89144444444444
ZNF10	0.08225
TMEM175	0.1335
FAM134A	1.25133333333333
TIGD4	0.035
PCNP	0.09475
MGC39715	0.35975
LQK1	-1.589
CREB1	0.9643
TMPRSS3	-0.39225
C4orf32	0.290125
LAT	-1.76583333333333
KCNA3	0.1825
SKIV2L2	-0.2925
ROPN1B	0.3725
tcag7.23	-0.5155
CDT1	-3.1975
ZHX2	0.81925
CD28	-2.3295
ZNF624	1.70625
SEPT2	0.316916666666667
SOHLH2	-0.35225
MCOLN3	0.150625
UNQ1945	-0.0265
MASP2	-1.058
ZNRF3	-0.0134
GPATCH3	-0.12175
AGL	2.19175
QRICH2	-0.2625
PSD4	0.879333333333333
CCNB1IP1	-1.231
ENPP7	0.29925
OBFC1	0.484
KCNG3	-1.466
C14orf79	0.829916666666667
ENPEP	2.19566666666667
SCT	2.1625
SKI	0.094375
SEC61G	-1.52625
CAPN11	1.712
ATXN7L3	0.48
DBNDD1	0.227166666666667
FAIM	0.34925
ANKRD36	-1.6735
GABRP	4.07966666666667
TACSTD2	2.89066666666667
EIF3J	-1.0965
PPP2R2A	-0.39575
TEKT4	0.122833333333333
PVALB	-3.64033333333333
F10	-2.24466666666667
FAM134C	1.062
COMP	3.92275
EFCBP1	-1.4365
SCLT1	-0.129625
TAL1	-1.0927
ACSL1	2.15275
ABCC5	1.01183333333333
ABL1	-0.315166666666667
RBBP7	0.999083333333333
PTPRG	-0.153625
NCOR1	0.0776
SPINK4	-1.7185
TXNRD1	-0.7604
TNRC15	-0.002625
C9orf138	1.07325
UBE2H	0.32
BRDT	0.0335
C8orf31	-0.26025
CCNE2	0.130545454545455
SLC6A8	-1.135
CALCR	-3.0675
PPP1CB	1.15625
ABHD8	0.019
ARF5	-0.0603
SLC24A4	0.949
CCT3	0.958
ZNF121	0.05
SLC3A2	-0.4873
OR13A1	0.118
SLC5A10	0.0962499999999999
RAD50	-0.027
IER5	0.0275
MTHFD1L	-1.83275
MBTPS2	0.59925
MVK	0.141875
NCL	0.0111
PSMD10	0.1615
MOBP	-0.079875
FLJ32894	-0.085
HRH1	-0.624666666666667
C5orf30	0.8885
NUDT16L1	0.4127
RASGRP3	3.29783333333333
PRKRIP1	-0.6498
CCDC75	-0.49825
LOC253970	0.12325
KIAA1239	-0.2795
MED21	-0.572
SYT11	0.336166666666667
NTSR2	-0.5085
EGFL11	0.6535
CXorf59	0.1625
OR2A25	0.3275
SPTBN2	-0.5075
LRMP	-1.20333333333333
RNF111	0.011
PTH	0.1605
LOC619208	0.100833333333333
KIAA0895	0.9655
RANBP5	-0.580875
P2RY10	0.682333333333333
NME5	3.96166666666667
DDX21	-0.34425
LRSAM1	0.32
HDAC11	1.86266666666667
VMO1	1.175
NOLA2	-0.116666666666667
ADAR	1.53283333333333
MTO1	-1.07516666666667
SF4	-0.0801666666666666
P2RX1	-0.168166666666667
HBM	0.0325
EN2	-0.586
C14orf172	-0.3545
TM9SF2	1.3019
INHBE	-0.794
TCTE3	-0.443166666666667
TOX2	-2.771
CTAGE3	0.0605
HBB	3.4199
MED15	-0.6675
CASR	-0.09075
C6orf66	-1.37433333333333
MTPN	-1.10525
UNC50	0.40275
C21orf33	-0.4635
IRF2	0.687
PGR	-0.2285
GPR84	2.07625
CROCCL1	-1.26225
SRPX	-0.68675
BRE	0.265
FGF10	1.65375
SDC3	1.02983333333333
ZRSR1	0.956333333333333
DKFZP434P211	-0.517875
SOX6	-0.2945
RPUSD2	-0.05175
C14orf173	-0.396
MAPK11	-0.0798333333333334
TBC1D22A	0.4605
FAM123A	-1.068
COL4A6	-0.743333333333333
TOMM70A	0.412
NAB1	-0.342625
MGC16385	-0.22525
TSPAN18	-0.637833333333333
MED31	-0.92525
PLG	-0.30375
CAPSL	4.6975
ZNF532	1.6088
ASB14	-0.18375
CA8	-1.2465
NUDT16P	1.987
SLFN11	-0.7585
LRRIQ2	0.286
NOL7	-0.652
BRMS1L	-0.231625
JARID1A	-0.1795
PANK2	-0.432
ICAM3	-1.64375
MDS1	0.084
TAF8	-0.35625
RNF139	1.74425
ZNF594	-0.15
ADAM8	1.91675
SFTPC	-0.3715
MAN2B2	1.204375
RGS12	0.046875
EIF1AY	-4.956
LRRIQ1	1.27483333333333
GPR150	-0.796
CCDC21	-1.41066666666667
PRRG3	0.60925
SAA4	-1.259
RAPGEF5	0.395
ZCCHC2	-0.217166666666667
MGC39372	-0.0625
PPP4R2	1.0365
CDCA2	-2.2585
OR4D5	0.6325
PTGFRN	1.7346
SIGLEC5	1.704
C19orf61	-0.349833333333333
NMUR2	0.5345
KIAA1586	-0.920833333333333
DAGLA	0.243333333333333
CHCHD6	-0.37075
GPR32	1.1605
NEUROD6	0.317333333333333
SLC2A4RG	0.2848125
CA5B	0.472
FBXL3	1.87375
MPHOSPH9	-1.082
HMG2L1	0.41525
HCN4	-0.0788333333333334
CEACAM19	0.91175
SH2D4B	0.576333333333333
HFE2	-1.1065
TGM4	0.2442
LYPD2	0.32575
TBC1D15	0.34075
MRPS21	-0.1835
NONO	-0.5883
CLEC5A	1.870625
ITCH	-0.2949
MGAT3	-0.460333333333333
MBP	-0.208375
RPP25	-0.83375
SOSTDC1	2.46925
HRC	-1.00275
TRIM48	-0.1135
TMEM133	0.45575
ECEL1P2	-1.4
HOXC11	2.2095
DOK5	-0.163
HELZ	0.283666666666667
LOC348180	-0.79
MGC33894	0.41225
ADRB3	0.1545
DMD	0.54425
PTRH2	-0.49325
MPEG1	3.04183333333333
NDUFA12	-0.0703333333333333
KRTAP2-4	0.0599166666666666
STAMBPL1	-1.04166666666667
ADCY2	1.09166666666667
UNQ6125	0.28
KLHL20	0.491333333333333
SRM	-1.41075
OTC	-0.70075
TMIE	0.958833333333333
SNX8	-0.57025
LIPK	0.1285
CHURC1	0.0544166666666667
KLC2	-0.0728333333333333
HDAC1	-0.217833333333333
FAM128A	-0.493333333333333
FNDC3B	-0.0242
MTCP1	-0.4785
WFDC10B	-0.0936
PCDHGB3	0.548
ATRNL1	-0.7137
CAV2	0.573375
MED26	0.171833333333333
DUS1L	-0.2315
CHRM3	-1.343125
NEK9	1.32275
WARS2	-0.1095
TBX22	-0.389
TOMM40	-0.94575
RP6-213H19.1	-1.058
TUBGCP5	-0.33575
IGSF6	4.9925
TPPP	2.16716666666667
UNQ6190	-0.347
GSTM5	0.8735
BTD	0.932
PDCD1LG2	0.977166666666667
SNRPB2	0.009
ERICH1	-0.6295
APOA4	-2.033875
HOXA11	-0.805
NARG1	-0.5155
MKX	4.76175
RAB28	-0.0215714285714286
PKP3	1.48325
SH3GL2	-2.46225
CTSO	3.5795
RPN2	-0.2645
IL28RA	0.734666666666667
SFMBT1	0.3485
WDR57	-0.24125
FER1L3	0.991
HSF5	0.331666666666667
TTC9B	-0.34825
C4BPA	-0.635166666666667
ALB	-3.538
SORBS3	0.152125
UPF2	0.764
JPH1	1.002
AGBL2	-0.10875
DOPEY1	1.152
TERF1	0.990166666666667
KIF22	-0.7515
NINJ1	1.116
SEC61A2	0.172333333333333
HIST1H1D	-0.9695
SFXN4	-0.360625
UCP3	-0.3929
ZNF703	-0.0225
MYL6B	-0.6795
TREM1	2.446
OR52E6	0.485
CKMT2	2.10375
HLA-C	1.80775
SLC13A3	-1.21483333333333
TIMP4	-2.67975
SLIT2	2.49825
RSF1	-0.141444444444444
LONRF1	-0.815714285714286
MON1A	-0.0363333333333333
CACNG6	1.30983333333333
DPPA4	-5.9565
ZSWIM3	-0.327
ZNF804A	0.659333333333333
CCIN	1.30925
SLC25A31	-0.23375
KCNMB4	0.0585
RABL5	0.518625
GALNS	-0.4167
STX6	0.95
HIST1H1C	-0.341
CIDEB	-0.513375
CASP4	-0.532166666666667
PDK3	-0.3664
KCNJ11	1.7625
TPR	0.1255
ZSCAN20	-0.058
MTX2	-0.41325
HIST1H2BH	-0.03725
LOC283767	0.497
LYRM7	-1.22083333333333
BRD3	1.33816666666667
HIST1H2BO	-0.04925
MAGEB10	1.076
SLC45A1	1.478
SERPINA3	1.06435
KIAA0143	1.8225
KCNJ16	3.41816666666667
KRT79	1.491
FABP2	-0.48925
NUT	-0.705
ZNF57	0.32
FBXL4	0.27425
CLEC9A	0.721
UGT8	-0.256
BMP2K	0.385
MAPK4	-3.3195
SLC25A23	-0.8499
HINT1	-0.7588
KRTAP13-1	-0.1685
SFXN5	0.3204
CHCHD2	-0.0935
FAM3D	2.897
NDP	-1.264375
RHOBTB1	0.116
SLC4A4	0.63125
RPL38	-0.34675
HTF9C	-0.739333333333333
AP2A2	0.19525
ZBTB46	0.143
MAP7D1	0.155375
AOX1	-1.2155
CYR61	1.62558333333333
DTNA	0.697571428571429
JRKL	0.26375
TMOD3	-0.032
EEA1	0.7345
ADCK5	0.73175
IL1R1	3.69616666666667
KLK3	0.383928571428571
HRSP12	0.48125
KTN1	0.435
LOH11CR2A	0.6577
RELL2	-1.40675
MAB21L1	2.384
C20orf59	-1.33766666666667
PHKB	-0.0865
ADAM2	-1.629
TBC1D8B	1.13983333333333
FAM13A1	-0.614125
LAPTM4B	1.07608333333333
LCN8	0.1775
TMEM147	-0.124
SYT4	0.0975
XPO7	-0.768
C9orf62	-0.9955
GPR75	1.3815
TRIM5	0.879875
APOC1	1.83683333333333
RNASE4	0.6905
PARD6B	-1.933875
ARID1A	0.118583333333333
TPD52L3	0.2897
RRAGB	0.9565
RCN2	-0.486166666666667
HIST2H2BE	-0.6726875
STARD7	-0.04575
SHMT2	-0.56575
KIAA1751	0.349833333333333
MLYCD	0.429125
LOC162632	-0.5556
UQCRH	-1.4365
RP11-217H1.1	0.31975
SDHA	0.233
NCLN	-0.3854
ZNF17	0.460333333333333
RCBTB2	-1.637
VEGFB	0.4359
RP4-747L4.3	0.9265
COLQ	0.5166
MPN2	-0.737
DRG2	-0.44375
KLRB1	6.0515
ALPK2	-1.94575
DNASE2B	2.4695
FLJ23834	0.486166666666667
AXUD1	1.72483333333333
SAFB	-0.2261
NSUN4	-0.23375
RFX2	0.946833333333334
MAPK8IP1	0.254
FANCD2	-0.751714285714286
ANKZF1	-1.26366666666667
C19orf50	-0.349875
DUSP8	1.26425
SENP5	0.27925
NFKBIL2	-0.5545
LBR	-1.3585
IGFL1	1.44
LZTS2	0.286125
IL2RG	-0.547
CCDC51	0.1745
KLF3	0.551125
ANKRD37	-1.70025
KCTD14	0.281166666666667
FZR1	0.0905833333333333
SLC44A4	3.8369
ESPL1	-0.76775
GMPR2	0.285
TBC1D19	-0.4455
ERGIC1	0.408555555555556
ERBB4	1.9955
TSPAN32	0.319
MAP4	0.582125
GPHN	0.426
SLC6A2	0.00824999999999998
HIVEP1	0.86425
DFFB	-0.4773
EIF4EBP2	0.7075
DMRT1	0.7955
HSPB6	-0.16825
IER2	0.180166666666667
AIFM1	0.37475
WWC2	0.259583333333333
MRPL4	-1.0995
FLJ21062	0.647833333333333
EPB41L4A	1.1905
SH2D6	0.136
TAF4B	-0.3625
GAL3ST3	-0.2315
MALT1	-0.4525
RTDR1	0.48675
ARVCF	-0.029
MEX3B	-0.0758333333333333
FBXO16	0.48725
KIF7	0.19125
C1QC	3.36683333333333
ZNF783	-0.645
ZNF85	0.6175
MMP13	4.379
KIAA0329	0.64725
RTP3	-0.7745
ZBED3	0.1815
CLGN	-1.189
SLC25A37	-1.04741666666667
hCG_18290	-0.386
OR5AS1	0.0195
SMARCC2	0.45325
FAM109A	0.757166666666667
CCDC12	0.474
USF2	0.1552
DEPDC7	-1.041
C20orf24	-0.210166666666667
JMJD3	1
DSP	2.06942857142857
SLIC1	0.21375
FAM20A	1.878625
IRF2BP2	1.14425
ZNF230	0.0905
MSN	-0.285142857142857
SLC9A5	-2.4075
EPDR1	-0.7213
MUSK	0.221666666666667
ZNF434	0.363833333333333
SMARCD1	-0.301166666666667
