Hybridization REF	TCGA-C8-A130-01A-31R-A115-07
KIAA0258	1.4125
CPD	0.000500000000000011
SNCAIP	-0.74225
DCT	-4.21283333333333
HLA-DOA	2.13804545454545
OR11L1	0.5565
UPK1B	-0.4675
DNAJB4	-0.5355
UGT1A8	-0.66325
HIST1H4L	-1.797
PECR	-1.11333333333333
HSPA2	2.733
WFIKKN1	-0.4035
SERP1	0.38275
SYDE2	2.298
TACR2	0.934
NUP85	-0.08775
CD177	-0.102
LGR5	-1.949
PIGG	0.11425
PTHR1	-1.5355
RAB5A	0.0983
FLJ13224	0.3545
USP9Y	-2.20216666666667
C7orf53	0.6
LRP1B	-1.02625
XAF1	2.0997
ABCG8	-0.3545
ANKDD1A	-0.178
DAND5	-0.148
SPAG6	0.436333333333333
LINCR	0.84225
ZDHHC22	-1.127125
CCDC60	1.0435
THOC7	-1.89483333333333
TCTA	0.555
OR8K3	0.364
NY-REN-7	-0.31125
B2M	0.91
C6orf141	-1.95325
LPPR4	2.00825
SQLE	0.8015
SEPHS1	0.07
BTBD14B	1.09814285714286
PLRG1	-0.53475
SPG7	-0.2380625
ZNF614	-0.5642
PARD6G	1.17333333333333
INPP5B	-0.8059
GRPEL2	-0.10875
PPID	-0.8553
TRIM56	-0.53175
UBE2J1	-0.50025
IL20RA	2.8045
LOC387856	0.36075
C1orf107	0.482083333333333
UTS2R	0.83925
C19orf22	-0.602
SAFB2	0.0205
KIAA0652	-0.246875
KLRG1	0.269166666666667
MS4A8B	0.864166666666667
FRAG1	0.051
KIAA1546	1.23575
E2F4	-1.1969
CLEC4M	0.0766666666666667
BTBD14A	-0.89475
KIAA0999	-0.6432
GYPA	-3.44066666666667
TAC1	1.0802
TRAIP	-0.7005
KIAA0232	1.5876
ERCC8	-2.001375
GPX4	0.321375
KIAA0368	-0.463125
GPR157	-0.345666666666667
CTAGE4	2.27
C9orf30	-1.14133333333333
OR52A1	-0.1545
HSP90B3P	-1.226
ALG9	-1.2579
BTBD10	0.5875
SDK2	0.74425
BAIAP3	-0.5495
RABGGTB	-0.6475
ANKRD40	0.269166666666667
KRT74	0.6145
CALCOCO2	-0.0438571428571429
SNCA	-3.5525
TMSL8	0.027375
C2orf53	-0.108
ESRRB	-0.3605
ARHGAP26	-0.736
TDRD9	-2.41475
HRAS	-0.405166666666667
KLRC4	-1.5995
JAGN1	-0.396833333333333
BSDC1	1.243
RNF43	-0.5456
NDUFAF1	-0.20275
PHF12	0.229
OR1L3	0.498
FOLR2	1.2985
LYZL6	0.0545
tcag7.1260	-1.337
WSB1	-0.885
PROS1	-1.0859
OSTN	0.502
PSMB8	-0.04575
SOCS4	-0.328125
DDIT4L	3.327
MAS1	-0.061
MGC34796	0.65875
CSHL1	0.470666666666667
TBCCD1	0.522333333333333
ZBTB7C	0.2705
AP2S1	1.066625
P15RS	-0.7751
VAT1	-0.2533
SHANK3	1.15033333333333
TUFM	0.102333333333333
THEG	0.6895
KRT34	-1.951
SGSM3	0.397375
TOMM22	-0.544875
SOCS3	0.720166666666667
CPO	1.6435
POP4	0.251
BHLHB3	0.57275
MALL	1.123
OR1B1	0.7825
PARK2	0.103
GPR124	0.6355
LCE1E	0.018
RUVBL2	-0.117
CGRRF1	0.1204
ACPL2	1.45175
WNT10B	-2.336375
BAIAP2L2	-1.550375
ISCA1	0.0695
C1orf125	0.35125
RPAP1	-0.879
RAI16	-0.411833333333333
RPL27	0.125375
NLRP9	-0.6525
EPN1	0.782
LOC388610	-0.445375
SLC35A1	-0.3232
GAL	-1.655
SLC14A2	0.201
RDH11	-0.368666666666667
FAM138F	0.362
AUH	-0.22
FLJ40243	0.2595
C14orf129	-0.0591666666666667
MBD2	-0.548333333333333
ABHD14B	-0.461
PIGT	0.70975
ALS2CR4	-0.292125
ALAS1	-0.0983
FOXO1	0.559166666666667
CRLF3	-0.552375
C20orf107	0.3095
FARS2	0.68025
CCDC28A	-0.29175
NPHP3	-0.812
OR13F1	0.37
TSEN54	0.04825
DEFB106B	0.1656
OR8B4	-0.0525
STH	2.9945
ZC3H14	-0.412375
CBX2	-0.264
TMEM49	-0.72825
C6orf21	0.2905
FLJ20920	1.318375
CRTAP	-0.583714285714286
DDX50	0.29
STYXL1	0.185
BLVRB	0.930166666666667
LOC147650	0.3105
MMP24	0.96125
GRID1	2.18866666666667
BANF1	0.4885
CTAGEP	0.46925
HMBS	-1.49425
SLC25A24	-0.116833333333333
C14orf50	0.426
MRO	1.19483333333333
SLC25A15	-0.6795
FAM84B	2.103
TDP1	-0.355
C16orf78	-0.149333333333333
C11orf57	-1.044875
RFK	-1.46625
ZFYVE9	-0.81725
STCH	-2.3047
WIBG	0.2045
LOC283871	0.413833333333333
GBA2	-0.5632
NDUFB3	0.453
HSD17B13	-0.64025
GRIN3A	0.817166666666667
FMNL1	-0.855666666666667
SEPT7	-0.3116
GNLY	4.516
GRAMD1C	0.68
ZNF165	-0.29625
USP38	0.56425
FAM83A	-3.43416666666667
C14orf24	0.363
ARMCX3	0.07725
ARHGDIB	-0.000666666666666667
AK1	0.423125
KIAA1045	-0.1445
DNAJB13	-0.1505
NEU2	0.4495
HIST1H4B	-1.07516666666667
FAM20B	-0.2382
HES2	0.950214285714286
FAM73B	-0.544
LOC388381	-0.2655
INTS7	-0.208636363636364
AMPH	0.48425
ZNF775	0.2175
UCKL1	0.556333333333333
C10orf97	-0.41225
C1orf161	-0.19875
ALDH1L1	-0.52775
FLJ39378	-0.245
SLC23A1	-0.8115
RBM4B	0.46425
THAP4	0.244
OGFRL1	0.47825
KIAA0831	0.446875
PPP1R15A	-0.121333333333333
C1orf96	-0.0622142857142857
C12orf11	-1.9075
BMF	0.71775
MAN1A1	-1.12375
KIAA1600	0.5095
NLGN4X	-2.17475
ALOX12	-0.869833333333333
RB1CC1	0.5123
NEIL2	0.5911
EIF4E	-0.362363636363636
ABHD5	-0.95025
EXOC4	0.214
CIP29	-0.953666666666667
BATF2	0.44575
SLC29A4	0.45375
HTR4	0.458
EMB	-2.034
TRAF6	0.99225
LMNB1	-3.02075
FAM19A5	1.257125
SHE	1.9375
PIK3C2B	1.3275
C15orf15	-1.3748
USP15	-1.0442
TCEAL2	0.5595
C5orf39	-0.702833333333333
PTGER2	-1.39325
SLC31A1	-1.3365
IFT172	0.2165
ADAM29	0.53075
GFOD1	0.473
ST7L	0.168833333333333
C15orf26	-3.0075
PKN3	-1.28625
CNTD1	2.99416666666667
COMMD1	0.993625
NTRK2	2.611
FOXN3	0.339
MFGE8	-0.4629
PFKFB2	1.67
TAS2R4	-0.13525
ENTHD1	1.02733333333333
PRMT5	-0.7975
MGC16384	-0.636625
LOC442229	-0.92975
TSKU	1.495
KRTCAP3	3.880625
PDLIM1	0.0722
KCNS2	-0.0705
RNF126	-0.725166666666667
CEP63	-0.331875
CLIC4	-0.70925
hCG_1990170	-0.1275
ACR	1.0119
KLK7	0.014
ALOX5AP	2.518375
RIPK3	3.6255
TAS2R9	0.114
C19orf18	1.7195
BIRC6	-0.0947142857142857
ZNF16	0.3575
RFT1	-0.86425
SLC8A2	-0.52975
TACC1	-0.858
ITGAD	1.1195
SAMHD1	0.637
SH3PXD2B	1.4312
EPC2	0.45575
C20orf85	0.32675
ATP13A2	0.923833333333333
KRT4	0.9175
CAPNS1	0.12025
MDM2	0.156416666666667
PCDH20	0.76525
KCNK9	0.677
OR2C1	-0.019
KLHDC3	-0.2365
IPPK	0.4775
EFHD2	0.104125
GALR3	0.657
NBEA	0.062
ABCA6	2.9822
CLDN3	2.31533333333333
AKT2	0.0653571428571429
EGFR	-1.5477
RBM16	0.86625
ZDHHC3	-0.0211
SLC25A4	0.0943333333333333
CYB5B	-1.65583333333333
CPXM1	-0.2365
NDRG1	-1.08238461538462
FLJ43826	0.382
OR5L2	0.222833333333333
FARP2	0.2402
MRPL46	-0.153083333333333
LDHAL6B	-0.00840000000000001
MAPKAPK3	-0.477333333333333
NCAM2	-2.6085
PRKD2	0.4405
ZFP36L1	0.9891
CYSLTR1	-1.3585
OR4C3	0.55725
HIST1H2AJ	2.233
CCNB2	-1.43333333333333
ZNF10	0.454875
TMEM175	0.5345
FAM134A	0.568833333333333
TIGD4	-0.5805
PCNP	-1.20625
MGC39715	0.8775
LQK1	-0.48875
CREB1	-0.22
TMPRSS3	0.4505
C4orf32	-0.8405
LAT	-1.25533333333333
KCNA3	-1.153
SKIV2L2	-1.85025
ROPN1B	-3.51225
tcag7.23	-0.2635
CDT1	-1.21775
ZHX2	1.465375
CD28	-3.6095
ZNF624	0.92775
SEPT2	0.01725
SOHLH2	-2.17125
MCOLN3	-0.696625
UNQ1945	0.3955
MASP2	-0.8395
ZNRF3	-0.3021
GPATCH3	0.06225
AGL	0.561
QRICH2	-0.4015
PSD4	0.9025
CCNB1IP1	-1.666
ENPP7	0.186
OBFC1	0.034
KCNG3	-2.3625
C14orf79	0.65025
ENPEP	2.866
SCT	2.74
SKI	0.776125
SEC61G	0.02475
CAPN11	0.14225
ATXN7L3	0.39925
DBNDD1	0.3395
FAIM	0.1115
ANKRD36	-0.568
GABRP	2.29516666666667
TACSTD2	0.880833333333333
EIF3J	-1.05825
PPP2R2A	-0.9655
TEKT4	-0.047
PVALB	-3.099
F10	-2.54083333333333
FAM134C	0.7603
COMP	4.982
EFCBP1	-3.0243125
SCLT1	-0.531375
TAL1	-0.7483
ACSL1	0.88375
ABCC5	0.614333333333333
ABL1	-1.09094444444444
RBBP7	0.400083333333333
PTPRG	-0.587625
NCOR1	-0.2942
SPINK4	-0.831333333333333
TXNRD1	-1.2106
TNRC15	-0.04025
C9orf138	0.3815
UBE2H	0.7425
BRDT	0.832166666666667
C8orf31	-0.00675
CCNE2	0.145363636363636
SLC6A8	-0.952
CALCR	-4.58525
PPP1CB	0.308083333333333
ABHD8	1.552
ARF5	1.2224
SLC24A4	0.71275
CCT3	0.22575
ZNF121	0.3705
SLC3A2	-1.0982
OR13A1	0.7195
SLC5A10	0.77875
RAD50	-0.708875
IER5	-0.129625
MTHFD1L	-1.52675
MBTPS2	0.16225
MVK	0.0625
NCL	0.2137
PSMD10	-0.628
MOBP	0.238714285714286
FLJ32894	2.2355
HRH1	-0.6995
C5orf30	-0.124
NUDT16L1	1.0704
RASGRP3	4.14316666666667
PRKRIP1	-0.4811
CCDC75	-0.6215
LOC253970	-0.366
KIAA1239	-0.201
MED21	-0.112
SYT11	0.47825
NTSR2	-0.186
EGFL11	0.6945
CXorf59	1.826
OR2A25	0.392
SPTBN2	0.3065
LRMP	-1.5075
RNF111	-0.6655
PTH	0.1055
LOC619208	0.330666666666667
KIAA0895	1.10275
RANBP5	-0.773
P2RY10	0.602666666666667
NME5	3.19616666666667
DDX21	-0.45225
LRSAM1	1.4115
HDAC11	2.55883333333333
VMO1	1.15275
NOLA2	-0.248833333333333
ADAR	0.3915
MTO1	-1.0985
SF4	0.776833333333333
P2RX1	0.1315
HBM	0.168
EN2	0.3015
C14orf172	1.36
TM9SF2	-0.5277
INHBE	-0.95
TCTE3	0.302833333333333
TOX2	-2.83425
CTAGE3	-0.604625
HBB	3.6454
MED15	-0.2535
CASR	0.2775
C6orf66	-0.783666666666667
MTPN	-0.773875
UNC50	-0.699
C21orf33	0.304625
IRF2	0.759625
PGR	1.12033333333333
GPR84	1.7835
CROCCL1	-1.99825
SRPX	-1.4905
BRE	0.900666666666667
FGF10	1.17625
SDC3	1.05783333333333
ZRSR1	-0.0581666666666667
DKFZP434P211	-0.4585
SOX6	0.4515
RPUSD2	-0.2145
C14orf173	0.311333333333333
MAPK11	-0.1985
TBC1D22A	0.473
FAM123A	-0.9355
COL4A6	-2.75866666666667
TOMM70A	0.18375
NAB1	-1.163625
MGC16385	0.312
TSPAN18	-0.3175
MED31	0.013
PLG	-0.4
CAPSL	0.1235
ZNF532	1.1125
ASB14	-0.54725
CA8	2.48475
NUDT16P	1.80283333333333
SLFN11	-0.9535
LRRIQ2	-0.671375
NOL7	-0.490666666666667
BRMS1L	-0.84975
JARID1A	0.864166666666667
PANK2	-1.142
ICAM3	-0.01625
MDS1	-0.385
TAF8	-0.50425
RNF139	1.6735
ZNF594	0.165166666666667
ADAM8	1.287625
SFTPC	0.1905
MAN2B2	0.70325
RGS12	0.806125
EIF1AY	-4.46108333333333
LRRIQ1	0.747166666666667
GPR150	1.07875
CCDC21	-0.821333333333333
PRRG3	0.072
SAA4	-3.6245
RAPGEF5	1.645625
ZCCHC2	0.373333333333333
MGC39372	0.959
PPP4R2	-0.885833333333333
CDCA2	-1.7055
OR4D5	0.484333333333333
PTGFRN	0.9766
SIGLEC5	1.84216666666667
C19orf61	-0.172166666666667
NMUR2	-0.038
KIAA1586	-1.96566666666667
DAGLA	0.570166666666667
CHCHD6	0.20775
GPR32	0.583
NEUROD6	-0.1055
SLC2A4RG	2.2219375
CA5B	0.53725
FBXL3	0.13325
MPHOSPH9	-1.09925
HMG2L1	0.44725
HCN4	0.428333333333333
CEACAM19	2.085
SH2D4B	1.40733333333333
HFE2	-0.962
TGM4	0.303
LYPD2	-0.10425
TBC1D15	0.3035
MRPS21	-0.2223
NONO	-0.3861
CLEC5A	1.17775
ITCH	-1.1063
MGAT3	-1.19433333333333
MBP	-0.677375
RPP25	-0.255
SOSTDC1	-1.017
HRC	-0.39875
TRIM48	-0.1855
TMEM133	0.136
ECEL1P2	-1.36075
HOXC11	0.2435
DOK5	-1.13725
HELZ	0.823833333333333
LOC348180	-0.8035
MGC33894	0.39825
ADRB3	-0.162
DMD	-0.303416666666667
PTRH2	-0.1835
MPEG1	2.617
NDUFA12	0.730666666666667
KRTAP2-4	0.0901666666666667
STAMBPL1	-1.53433333333333
ADCY2	1.8375
UNQ6125	0.1395
KLHL20	-0.301
SRM	-0.38125
OTC	0.00275000000000001
TMIE	0.496666666666667
SNX8	0.21
LIPK	-0.1255
CHURC1	-0.845
KLC2	0.455666666666667
HDAC1	-0.227666666666667
FAM128A	0.899666666666667
FNDC3B	-0.3199
MTCP1	0.671666666666667
WFDC10B	0.00959999999999997
PCDHGB3	0.2655
ATRNL1	-2.106
CAV2	-0.64975
MED26	0.731666666666667
DUS1L	0.94675
CHRM3	-1.205625
NEK9	-0.1115
WARS2	0.29975
TBX22	0.0145
TOMM40	0.1065
RP6-213H19.1	-1.4795
TUBGCP5	-1.3295
IGSF6	5.0155
TPPP	1.457
UNQ6190	-0.436
GSTM5	1.650625
BTD	1.436
PDCD1LG2	-0.0175
SNRPB2	1.41316666666667
ERICH1	-0.11825
APOA4	-1.679
HOXA11	-1.9535
NARG1	-0.6225
MKX	-0.94775
RAB28	-0.286857142857143
PKP3	0.21025
SH3GL2	-2.63175
CTSO	2.19475
RPN2	0.7869375
IL28RA	0.2905
SFMBT1	0.20375
WDR57	-0.79675
FER1L3	0.2535
HSF5	0.326833333333333
TTC9B	1.40975
C4BPA	-4.42133333333333
ALB	-4.69807142857143
SORBS3	0.678
UPF2	0.334
JPH1	0.2565
AGBL2	-2.71275
DOPEY1	0.824
TERF1	0.2975
KIF22	0.0193333333333333
NINJ1	0.664
SEC61A2	1.29983333333333
HIST1H1D	-1.109
SFXN4	0.5055
UCP3	0.5247
ZNF703	1.18366666666667
MYL6B	-0.64525
TREM1	1.5765
OR52E6	0.3855
CKMT2	2.46425
HLA-C	1.6095
SLC13A3	-0.836833333333333
TIMP4	1.8995
SLIT2	2.10125
RSF1	-0.343444444444444
LONRF1	-0.970857142857143
MON1A	0.17
CACNG6	-1.2205
DPPA4	-5.53766666666667
ZSWIM3	0.5455
ZNF804A	0.352166666666667
CCIN	1.71375
SLC25A31	0.14925
KCNMB4	-0.9555
RABL5	0.004
GALNS	-0.0111
STX6	0.0255
HIST1H1C	-0.423333333333333
CIDEB	0.291
CASP4	-0.599666666666667
PDK3	-0.23
KCNJ11	0.7265
TPR	-0.510625
ZSCAN20	-0.7695
MTX2	1.4885
HIST1H2BH	0.834
LOC283767	2.455
LYRM7	-2.06555555555556
BRD3	-0.168833333333333
HIST1H2BO	0.7155
MAGEB10	0.3
SLC45A1	0.11425
SERPINA3	0.56235
KIAA0143	0.92625
KCNJ16	0.00316666666666666
KRT79	-0.0565
FABP2	-1.1995
NUT	1.5465
ZNF57	-0.76025
FBXL4	-0.407125
CLEC9A	0.3095
UGT8	-1.50016666666667
BMP2K	0.1575
MAPK4	-3.3105
SLC25A23	0.5518
HINT1	-0.3034
KRTAP13-1	0.382
SFXN5	0.1324
CHCHD2	1.3405
FAM3D	2.304
NDP	-2.37925
RHOBTB1	-0.312833333333333
SLC4A4	-2.015625
RPL38	-0.10425
HTF9C	-0.160166666666667
AP2A2	-0.153875
ZBTB46	2.256
MAP7D1	0.605125
AOX1	-2.118
CYR61	0.642166666666667
DTNA	-1.12264285714286
JRKL	0.171
TMOD3	-0.02375
EEA1	1.3234
ADCK5	0.237
IL1R1	0.810166666666666
KLK3	0.202571428571429
HRSP12	0.4305
KTN1	0.52425
LOH11CR2A	-0.4622
RELL2	-0.857
MAB21L1	1.22175
C20orf59	-0.518666666666667
PHKB	-0.17525
ADAM2	-2.73116666666667
TBC1D8B	0.923166666666667
FAM13A1	-1.0421875
LAPTM4B	0.746833333333333
LCN8	0.1705
TMEM147	1.451
SYT4	-0.7002
XPO7	-0.564
C9orf62	1.0525
GPR75	0.7575
TRIM5	-0.2675
APOC1	0.782333333333333
RNASE4	0.617166666666667
PARD6B	-1.444875
ARID1A	0.206166666666667
TPD52L3	0.2925
RRAGB	1.02816666666667
RCN2	0.407333333333333
HIST2H2BE	0.68775
STARD7	0.4635
SHMT2	-0.83175
KIAA1751	0.1105
MLYCD	-0.266625
LOC162632	-0.5201
UQCRH	-0.75925
RP11-217H1.1	0.2156875
SDHA	-1.471
NCLN	-0.0801
ZNF17	0.417333333333333
RCBTB2	-1.6065
VEGFB	-0.6869
RP4-747L4.3	0.6795
COLQ	2.1549
MPN2	-0.612833333333333
DRG2	0.773
KLRB1	4.279
ALPK2	-2.01625
DNASE2B	0.90675
FLJ23834	0.335333333333333
AXUD1	0.1435
SAFB	0.133
NSUN4	-0.19675
RFX2	0.3255
MAPK8IP1	-0.346833333333333
FANCD2	-0.0742857142857144
ANKZF1	-1.349
C19orf50	0.0905
DUSP8	0.455875
SENP5	0.201125
NFKBIL2	-0.22025
LBR	-0.3515
IGFL1	0.2845
LZTS2	1.0245
IL2RG	-0.392
CCDC51	-0.12075
KLF3	-0.4715
ANKRD37	-1.9445
KCTD14	-0.654333333333333
FZR1	0.51175
SLC44A4	2.4336
ESPL1	-0.466
GMPR2	-0.7101
TBC1D19	-0.362
ERGIC1	0.324222222222222
ERBB4	2.1995
TSPAN32	0.34825
MAP4	-0.72825
GPHN	-0.5245
SLC6A2	-0.6215
HIVEP1	0.75
DFFB	0.188
EIF4EBP2	1.03075
DMRT1	-0.81475
HSPB6	-0.09275
IER2	0.4935
AIFM1	0.42225
WWC2	-0.569666666666667
MRPL4	0.455
FLJ21062	-0.613833333333333
EPB41L4A	0.374583333333333
SH2D6	0.4345
TAF4B	-1.359
GAL3ST3	-0.168
MALT1	-0.874
RTDR1	1.2685
ARVCF	0.386
MEX3B	-0.5965
FBXO16	0.6495
KIF7	-0.90175
C1QC	4.1175
ZNF783	0.316166666666667
ZNF85	-0.36925
MMP13	1.9935
KIAA0329	0.64
RTP3	-1.819
ZBED3	-0.6215
CLGN	-3.10275
SLC25A37	-1.93975
hCG_18290	1.88375
OR5AS1	0.2935
SMARCC2	-0.0745833333333333
FAM109A	0.767666666666667
CCDC12	-0.12525
USF2	0.606
DEPDC7	-2.22075
C20orf24	0.174666666666667
JMJD3	0.308
DSP	0.573142857142857
SLIC1	0.285875
FAM20A	0.734375
IRF2BP2	0.107625
ZNF230	-0.6955
MSN	0.252642857142857
SLC9A5	-1.3215
EPDR1	-2.0808
MUSK	0.242833333333333
ZNF434	0.450333333333333
SMARCD1	-0.454
ZFP106	-0.94925
