Hybridization REF	TCGA-AO-A125-01A-11R-A10J-07
RMND5B	0.363916666666667
ZNF257	-1.26625
FLJ22167	-2.003375
EXOSC7	-0.6785
ROR2	1.07525
MAOA	-0.998375
TNNT3	-0.007
GYPC	-2.05075
C7orf33	0.213
PLIN	1.20083333333333
LOC90826	0.396
RNF4	-0.2864
F8A1	0.4985
PLEKHG4	-0.43225
GRB2	-0.28575
HIST1H2AD	0.9015
DUS3L	-1.46483333333333
EIF1	-0.635
RP5-1077B9.4	-0.4925
FPGT	1.9385
GDF10	-2.1475
COQ9	-0.566
GCC2	0.570214285714286
RARRES3	3.594
PLXNA1	-0.858
KIAA0100	-0.2224
PMF1	0.907
FNDC1	2.5125
HS2ST1	-0.255666666666667
CRELD2	0.1895
C8G	-0.9095
CD82	1.644
LIM2	-1.2445
UNQ6490	-0.2355
MMP16	-0.5645
DRD3	-0.24825
C5orf26	-0.675
C11orf73	-1.373625
PTP4A2	1.020125
OR4M2	0.808
HPCA	-1.16833333333333
SEC14L1	-0.788833333333333
CHFR	-0.08025
EMILIN1	-0.059625
NDUFS4	-1.418
COL18A1	-0.528125
PDZD3	0.0555
C9orf16	0.458166666666667
ERBB2IP	0.1215
EMX2	1.74775
FUS	-0.3685
TF	-3.744
CLCN4	-0.930833333333333
CXorf56	-0.64675
C11orf72	0.35275
ELAC2	-0.30875
NPR1	-0.97575
ASS1	-0.358333333333333
USP42	0.39825
POLR2J	-0.073
SEC23IP	1.16283333333333
UQCRC1	-0.332
LOC729603	-0.33
C1orf71	0.382125
POLG	-2.0215
ADAM23	-4.1065
TFR2	-1.058
RICTOR	-1.08466666666667
MGC39606	-0.0015
C19orf55	0.188625
SNAPC1	-1.5455
GNA11	0.677125
CCDC52	0.2495
FSIP1	4.6455
UPF3A	0.06175
IGSF11	-3.186
LAGE3	0.02075
CHST6	-3.1215
UNC13B	0.082125
TTLL4	-0.903875
ZNF687	0.34425
SDC2	-1.0615
COX7A2	-0.22875
LAMB4	-0.02375
FAM24A	-0.074
LRRTM3	-0.6098
GPHB5	0.52125
OR4C13	0.533
EIF3EIP	-0.0675714285714285
HABP4	-2.0105
TMEM125	4.51825
CNTN2	1.46775
ASNSD1	-1.1255
FUT4	-1.783125
ACF	-3.51425
LOC158381	-0.8255
CDH8	-0.4625
AGPS	-1.468
C4orf18	2.769625
PECI	0.33275
UNG	-1.106625
GSTP1	-2.4865
DCUN1D5	-1.36566666666667
DKFZP564J0863	-0.6515
SLC9A3R1	0.19125
BCDO2	-0.719625
CHMP7	-0.58825
REM2	1.248
DNHD1	-0.257625
FKBP4	-0.934125
ZNF350	1.5655
MGC11102	0.084875
BST1	0.678
KISS1R	1.907
NCR2	0.0485
DEFB125	-0.1185
UBE2W	-0.12975
KRT15	3.539875
C10orf99	0.4265
SCN11A	-0.21425
GFI1	-3.92375
RDHE2	3.22983333333333
FHL1	-2.42433333333333
OSGEP	0.408833333333333
GATA1	-3.37066666666667
SMC6	-0.823
TTTY14	-0.3805
LPIN3	0.411
RPL4	-1.5814
RBPMS	0.9202
PRPF3	0.835333333333333
EMR1	-2.1705
SPATA19	-0.17825
XCR1	0.767
IRX3	2.2762
RBM6	0.12675
KLF4	-0.2437
UNC5CL	2.10225
SEBOX	-0.208
BTK	-2.3565
KRCC1	1.4845
C6orf27	0.8765
SYTL5	0.0845
PRND	0.203625
LOC653319	-0.4875
PIGL	-0.752375
HUS1	-0.124833333333333
SFRS6	0.756583333333333
C17orf77	0.219
UIMC1	-0.550833333333333
FXYD2	-1.7458
LOC283152	3.54325
ZNF667	1.08925
ZCCHC12	-0.6435
TFEC	0.6284
ATP7B	-0.6135
POLD2	-1.26916666666667
RG9MTD1	-0.4695
ACOT2	0.552
HIST1H4I	-0.80025
PPARGC1A	-1.8242
ETFA	-2.39
POLRMT	0.07775
ZNF146	-0.738125
MIA2	3.425
KLHL6	-2.98533333333333
HOXB5	-1.684625
NENF	1.88
CUGBP1	0.55075
PRSS22	2.69883333333333
CASC4	1.2168
CUL4B	0.1566
CENPJ	-2.1135
PITX1	0.3755
FLJ31033	0.608333333333333
CELSR3	-0.973
ZNF568	1.2045
ITSN1	-0.471
EHBP1L1	-1.02566666666667
C19orf2	-0.95725
DCTN1	-0.10625
LIN28B	-3.98333333333333
TNKS2	-0.55225
C1QBP	-1.188625
CADPS2	2.591
SRMS	0.8385
GJA9	0.0673333333333333
MGC24975	0.3335
TRIM45	1.59166666666667
TSP50	3.35425
TCP1	-2.36575
TMED7	-0.2443
CMA1	0.558
CENPL	-1.3855
PTCRA	0.0975
FST	-4.84025
VWCE	-4.13975
PAWR	0.1145
ABCC12	3.549
LDLR	-1.3452
ASTN2	0.7522
LOC441212	-0.5545
GPATCH8	-0.213
TANC2	-0.317083333333333
KIF4A	-2.23525
C18orf18	-2.85775
PGM1	-0.611
KIAA0258	0.59925
CPD	-0.442625
SNCAIP	-2.36075
DCT	-4.32266666666667
HLA-DOA	1.58504545454545
OR11L1	0.4605
UPK1B	-0.561833333333333
DNAJB4	-2.09675
UGT1A8	-0.07025
HIST1H4L	-0.7225
PECR	-1.08533333333333
HSPA2	1.62725
WFIKKN1	-1.0375
SERP1	-0.146375
SYDE2	1.08525
TACR2	1.082
NUP85	-0.773
CD177	-0.804333333333333
LGR5	-1.92616666666667
PIGG	-0.256583333333333
PTHR1	-2.84266666666667
RAB5A	-0.2031
FLJ13224	-0.594
USP9Y	-1.531
C7orf53	0.0865
LRP1B	2.93675
XAF1	2.4105
ABCG8	-0.8745
ANKDD1A	-0.901
DAND5	-0.1555
SPAG6	0.170333333333333
LINCR	0.44325
ZDHHC22	-1.686375
CCDC60	0.448
THOC7	-1.36566666666667
TCTA	1.6131
OR8K3	0.31175
NY-REN-7	-0.09275
B2M	0.210333333333333
C6orf141	-0.13825
LPPR4	1.79725
SQLE	-1.795375
SEPHS1	-0.8315
BTBD14B	0.830428571428572
PLRG1	-0.125
SPG7	-0.935875
ZNF614	-0.575666666666667
PARD6G	1.13733333333333
INPP5B	-0.7874
GRPEL2	-0.70675
PPID	-0.8632
TRIM56	0.96775
UBE2J1	-0.33525
IL20RA	5.7495
LOC387856	-0.10575
C1orf107	0.238583333333333
UTS2R	1.992
C19orf22	0.2275
SAFB2	0.926875
KIAA0652	-1.081125
KLRG1	-1.30583333333333
MS4A8B	0.440166666666667
FRAG1	0.87
KIAA1546	0.559
E2F4	-1.6332
CLEC4M	0.897666666666667
BTBD14A	-0.438
KIAA0999	0.6655
GYPA	-3.62133333333333
TAC1	-0.3776
TRAIP	-1.6365
KIAA0232	0.8277
ERCC8	-2.011375
GPX4	0.69575
KIAA0368	0.0125
GPR157	0.306833333333333
CTAGE4	1.628
C9orf30	-2.44816666666667
OR52A1	-0.047
HSP90B3P	-1.618
ALG9	-0.1962
BTBD10	-0.45025
SDK2	0.0265
BAIAP3	-0.211
RABGGTB	-0.77275
ANKRD40	-0.731833333333333
KRT74	0.126
CALCOCO2	0.391928571428571
SNCA	-4.18925
TMSL8	-5.1315
C2orf53	0.298
ESRRB	-0.79225
ARHGAP26	2.073
TDRD9	-2.79175
HRAS	-0.303833333333333
KLRC4	-2.399
JAGN1	-0.296833333333333
BSDC1	1.22775
RNF43	-0.4792
NDUFAF1	0.16175
PHF12	0.5265
OR1L3	-0.22375
FOLR2	1.13966666666667
LYZL6	0.0918333333333333
tcag7.1260	-3.1505
WSB1	-0.713166666666667
PROS1	-2.1602
OSTN	0.5265
PSMB8	0.69525
SOCS4	-0.890625
DDIT4L	0.88125
MAS1	0.7585
MGC34796	1.69875
CSHL1	0.292666666666667
TBCCD1	-0.207666666666667
ZBTB7C	1.178
AP2S1	-0.17775
P15RS	-0.9313
VAT1	-1.0005
SHANK3	1.02116666666667
TUFM	-0.0703333333333333
THEG	1.57975
KRT34	-2.3745
SGSM3	0.702375
TOMM22	-0.700375
SOCS3	0.860166666666667
CPO	1.472
POP4	-0.5115
BHLHB3	-2.5655
MALL	-0.2335
OR1B1	0.3555
PARK2	0.00383333333333334
GPR124	-0.19525
LCE1E	-0.2365
RUVBL2	-0.63075
CGRRF1	-0.2686
ACPL2	0.4095
WNT10B	-2.91175
BAIAP2L2	-1.470875
ISCA1	-0.3535
C1orf125	3.034375
RPAP1	-0.58075
RAI16	-0.2825
RPL27	-0.3525
NLRP9	0.0635
EPN1	0.1275
LOC388610	-0.813625
SLC35A1	0.8811
GAL	-4.1705
SLC14A2	0.43325
RDH11	-0.301
FAM138F	-0.396
AUH	0.44925
FLJ40243	0.2115
C14orf129	-0.696666666666667
MBD2	-0.778833333333333
ABHD14B	0.196125
PIGT	0.40875
ALS2CR4	-1.345875
ALAS1	-0.3953
FOXO1	-0.903666666666667
CRLF3	-1.06775
C20orf107	-0.507
FARS2	0.06375
CCDC28A	1.328
NPHP3	-0.19025
OR13F1	0.5945
TSEN54	-0.2115
DEFB106B	0.3595
OR8B4	0.8925
STH	3.381
ZC3H14	-0.2825
CBX2	-0.0695
TMEM49	-0.784
C6orf21	0.482
FLJ20920	1.86675
CRTAP	-0.686714285714286
DDX50	-0.14975
STYXL1	0.387
BLVRB	-0.332
LOC147650	0.486666666666667
MMP24	0.7065
GRID1	0.45
BANF1	-0.0213333333333333
CTAGEP	0.88425
HMBS	-1.67025
SLC25A24	0.296666666666667
C14orf50	-0.82525
MRO	-0.355666666666667
SLC25A15	-0.08075
FAM84B	0.4904
TDP1	-1.05
C16orf78	0.216666666666667
C11orf57	0.910625
RFK	-1.620375
ZFYVE9	-2.75728571428571
STCH	-1.7235
WIBG	1.5465
LOC283871	-1.18366666666667
GBA2	-0.6791
NDUFB3	-0.92875
HSD17B13	-0.5565
GRIN3A	-0.192
FMNL1	-1.02016666666667
SEPT7	-0.3307
GNLY	2.5755
GRAMD1C	1.24616666666667
ZNF165	-0.058
USP38	0.73325
FAM83A	-3.69133333333333
C14orf24	0.358083333333333
ARMCX3	0.85625
ARHGDIB	1.18383333333333
AK1	0.650125
KIAA1045	-0.2265
DNAJB13	-0.219333333333333
NEU2	-0.52
HIST1H4B	-0.833833333333333
FAM20B	-0.0624
HES2	1.372
FAM73B	-0.1208
LOC388381	-0.2835
INTS7	0.123818181818182
AMPH	1.0535
ZNF775	0.415
UCKL1	-1.10766666666667
C10orf97	-0.35225
C1orf161	0.4345
ALDH1L1	-1.92625
FLJ39378	0.03075
SLC23A1	-0.026
RBM4B	0.307
THAP4	0.653
OGFRL1	0.713
KIAA0831	0.637125
PPP1R15A	0.505666666666667
C1orf96	0.2095
C12orf11	-2.1995
BMF	0.456375
MAN1A1	-3.244375
KIAA1600	0.882
NLGN4X	-3.043
ALOX12	-0.880333333333334
RB1CC1	0.2154
NEIL2	-0.1198
EIF4E	-0.784136363636364
ABHD5	-0.63675
EXOC4	0.159333333333333
CIP29	-0.673
BATF2	0.70075
SLC29A4	-0.377625
HTR4	0.25475
EMB	-0.22225
TRAF6	0.30725
LMNB1	-1.772
FAM19A5	-1.5995
SHE	1.019
PIK3C2B	2.04575
C15orf15	-1.6742
USP15	-0.2511
TCEAL2	-0.15275
C5orf39	-1.99066666666667
PTGER2	-4.14975
SLC31A1	-0.7950625
IFT172	1.1055
ADAM29	0.44575
GFOD1	0.38925
ST7L	0.836666666666667
C15orf26	-3.36275
PKN3	-1.1145
CNTD1	2.62166666666667
COMMD1	0.188375
NTRK2	2.25266666666667
FOXN3	-1.948875
MFGE8	-1.5725
PFKFB2	0.5345
TAS2R4	0.06675
ENTHD1	-0.711166666666667
PRMT5	-2.063375
MGC16384	-0.583625
LOC442229	-1.166
TSKU	0.107
KRTCAP3	3.59525
PDLIM1	0.9753
KCNS2	0.2155
RNF126	-0.205666666666667
CEP63	0.208375
CLIC4	-1.923125
hCG_1990170	-1.50533333333333
ACR	1.0022
KLK7	-0.666
ALOX5AP	-0.002375
RIPK3	0.89625
TAS2R9	0.455
C19orf18	3.201
BIRC6	-0.00985714285714285
ZNF16	0.883
RFT1	-0.5135
SLC8A2	-0.70075
TACC1	-1.536125
ITGAD	-0.162666666666667
SAMHD1	-0.54425
SH3PXD2B	0.2201
EPC2	1.19625
C20orf85	0.26125
ATP13A2	0.395666666666667
KRT4	0.665625
CAPNS1	-0.11575
MDM2	0.0185833333333334
PCDH20	0.91025
KCNK9	0.6405
OR2C1	0.036
KLHDC3	-0.954166666666666
IPPK	-0.0035
EFHD2	0.169625
GALR3	1.93975
NBEA	0.9115
ABCA6	-0.6099
CLDN3	1.73333333333333
AKT2	0.279428571428571
EGFR	-3.6544
RBM16	0.673125
ZDHHC3	0.1292
SLC25A4	-2.949
CYB5B	-2.53133333333333
CPXM1	-2.31525
NDRG1	-0.629384615384615
FLJ43826	0.214
OR5L2	-0.079
FARP2	0.936
MRPL46	-1.15516666666667
LDHAL6B	0.189666666666667
MAPKAPK3	-0.0675
NCAM2	-0.164
PRKD2	0.308166666666667
ZFP36L1	2.531
CYSLTR1	0.4725
OR4C3	0.013
HIST1H2AJ	1.782
CCNB2	-3.01777777777778
ZNF10	0.820625
TMEM175	1.085
FAM134A	0.941333333333333
TIGD4	-0.5425
PCNP	-1.27225
MGC39715	-0.252
LQK1	-2.32075
CREB1	-0.318
TMPRSS3	2.3565
C4orf32	1.811875
LAT	-1.85241666666667
KCNA3	-0.364
SKIV2L2	-0.91075
ROPN1B	-4.33525
tcag7.23	-0.4945
CDT1	-3.3145
ZHX2	0.64925
CD28	-5.49125
ZNF624	1.79475
SEPT2	-0.391833333333333
SOHLH2	-2.12785714285714
MCOLN3	-1.4475
UNQ1945	0.693
MASP2	-0.704
ZNRF3	-0.4132
GPATCH3	-0.323
AGL	-2.206125
QRICH2	-0.3605
PSD4	1.2725
CCNB1IP1	-1.99625
ENPP7	0.1045
OBFC1	-0.065
KCNG3	-2.23925
C14orf79	2.10075
ENPEP	1.177
SCT	0.316
SKI	0.905125
SEC61G	-0.88675
CAPN11	-0.10225
ATXN7L3	0.0445
DBNDD1	-0.259
FAIM	-0.8725
ANKRD36	0.794
GABRP	-0.816333333333333
TACSTD2	1.83766666666667
EIF3J	-1.229
PPP2R2A	-0.92125
TEKT4	-0.198333333333333
PVALB	-2.6835
F10	-3.26283333333333
FAM134C	0.6248
COMP	0.158125
EFCBP1	-4.33346666666667
SCLT1	0.642375
TAL1	-1.2233
ACSL1	-2.26575
ABCC5	-0.555833333333333
ABL1	-0.371277777777778
RBBP7	-0.577833333333333
PTPRG	-0.95475
NCOR1	0.4508
SPINK4	0.741
TXNRD1	-2.9194
TNRC15	2.053875
C9orf138	1.3825
UBE2H	1.5225
BRDT	0.106333333333333
C8orf31	0.4395
CCNE2	-1.41736363636364
SLC6A8	-1.38075
CALCR	-4.796
PPP1CB	-0.281833333333333
ABHD8	0.576
ARF5	1.4119
SLC24A4	0.29625
CCT3	-0.05325
ZNF121	0.031875
SLC3A2	-1.1945
OR13A1	0.4005
SLC5A10	0.4725
RAD50	-0.2465
IER5	1.01175
MTHFD1L	-3.2465
MBTPS2	-0.18325
MVK	-0.8335
NCL	-0.3836
PSMD10	-1.82225
MOBP	0.217875
FLJ32894	0.7905
HRH1	-2.40866666666667
C5orf30	0.28325
NUDT16L1	1.0278
RASGRP3	2.802
PRKRIP1	0.3819
CCDC75	0.45925
LOC253970	-0.05175
KIAA1239	-0.16025
MED21	-1.23125
SYT11	-0.979916666666667
NTSR2	-0.4165
EGFL11	-0.341
CXorf59	0.419
OR2A25	0.4175
SPTBN2	-0.7765
LRMP	-1.47066666666667
RNF111	-0.755
PTH	-0.186
LOC619208	0.992166666666667
KIAA0895	1.488
RANBP5	-1.648375
P2RY10	-0.596
NME5	4.61766666666667
DDX21	-1.4525
LRSAM1	0.479
HDAC11	1.8775
VMO1	2.21125
NOLA2	-0.438833333333333
ADAR	0.597583333333333
MTO1	-1.1245
SF4	0.677333333333333
P2RX1	-0.312
HBM	0.566
EN2	1.9885
C14orf172	0.317
TM9SF2	-1.2176
INHBE	-1.4685
TCTE3	0.282833333333333
TOX2	-3.193
CTAGE3	0.834875
HBB	4.9763
MED15	-0.122166666666667
CASR	-0.2575
C6orf66	-2.17516666666667
MTPN	0.29425
UNC50	-1.0565
C21orf33	-0.14625
IRF2	0.9925
PGR	4.95766666666667
GPR84	1.66
CROCCL1	-0.93575
SRPX	-4.4955
BRE	-0.187166666666667
FGF10	3.4545
SDC3	0.656333333333333
ZRSR1	1.14183333333333
DKFZP434P211	0.73575
SOX6	-0.509
RPUSD2	0.17475
C14orf173	0.0699166666666666
MAPK11	-0.863666666666667
TBC1D22A	0.393
FAM123A	-0.97
COL4A6	-0.304666666666667
TOMM70A	-1.05425
NAB1	0.267875
MGC16385	-1.018125
TSPAN18	-0.663833333333333
MED31	-0.189
PLG	-0.3465
CAPSL	0.0375
ZNF532	0.3065
ASB14	0.12875
CA8	2.1585
NUDT16P	1.728
SLFN11	-3.601
LRRIQ2	0.407375
NOL7	-0.437833333333333
BRMS1L	-1.711125
JARID1A	0.5185
PANK2	-0.77525
ICAM3	-0.59725
MDS1	-0.83825
TAF8	-0.25425
RNF139	0.31925
ZNF594	0.736833333333333
ADAM8	0.912125
SFTPC	-0.226875
MAN2B2	1.36025
RGS12	0.990625
EIF1AY	-4.73441666666667
LRRIQ1	-2.2175
GPR150	2.13275
CCDC21	-1.765
PRRG3	0.268
SAA4	-4.384
RAPGEF5	2.451375
ZCCHC2	-0.00974999999999999
MGC39372	0.5855
PPP4R2	-0.205166666666667
CDCA2	-2.25683333333333
OR4D5	0.361666666666667
PTGFRN	0.5458
SIGLEC5	0.518333333333333
C19orf61	-0.248166666666667
NMUR2	0.485
KIAA1586	-1.77516666666667
DAGLA	1.0705
CHCHD6	-1.2775
GPR32	0.251
NEUROD6	0.0393333333333334
SLC2A4RG	0.54875
CA5B	0.2885
FBXL3	0.47725
MPHOSPH9	-1.79425
HMG2L1	0.91675
HCN4	1.26533333333333
CEACAM19	0.414
SH2D4B	-0.261
HFE2	-0.9985
TGM4	0.0441666666666667
LYPD2	0.129
TBC1D15	-0.02
MRPS21	0.4359
NONO	-1.2379
CLEC5A	2.25825
ITCH	0.1839
MGAT3	-1.8675
MBP	-1.942625
RPP25	-1.5985
SOSTDC1	-4.043
HRC	-0.96025
TRIM48	0.298
TMEM133	-0.17025
ECEL1P2	-1.1105
HOXC11	0.933
DOK5	-3.05025
HELZ	0.463666666666667
LOC348180	-1.372
MGC33894	0.41
ADRB3	0.34
DMD	-0.501916666666667
PTRH2	-0.606
MPEG1	1.8905
NDUFA12	-0.450333333333333
KRTAP2-4	0.121083333333333
STAMBPL1	-3.485
ADCY2	-1.62166666666667
UNQ6125	0.129
KLHL20	0.884333333333333
SRM	-1.46275
OTC	-0.48225
TMIE	1.75233333333333
SNX8	0.08025
LIPK	-0.666
CHURC1	-0.495333333333333
KLC2	0.3365
HDAC1	-0.0395
FAM128A	0.827833333333333
FNDC3B	-0.5273
MTCP1	-0.223166666666667
WFDC10B	0.2656
PCDHGB3	0.0405
ATRNL1	-2.1812
CAV2	-1.979875
MED26	0.140666666666667
DUS1L	0.47875
CHRM3	-0.862375
NEK9	0.43925
WARS2	-0.0525
TBX22	0.1795
TOMM40	-0.9015
RP6-213H19.1	-1.82666666666667
TUBGCP5	-1.1265
IGSF6	3.4605
TPPP	0.0751666666666667
UNQ6190	0.159
GSTM5	1.52325
BTD	0.7655
PDCD1LG2	-0.897333333333333
SNRPB2	-0.787666666666667
ERICH1	-0.396125
APOA4	-1.474625
HOXA11	-2.30975
NARG1	-0.476125
MKX	0.886
RAB28	-1.14585714285714
PKP3	1.75025
SH3GL2	-2.96025
CTSO	1.40225
RPN2	-0.4769375
IL28RA	1.38716666666667
SFMBT1	2.20175
WDR57	-2.078375
FER1L3	0.944916666666667
HSF5	0.1245
TTC9B	1.341
C4BPA	-2.21933333333333
ALB	-4.32642857142857
SORBS3	0.890625
UPF2	-0.0885
JPH1	0.642
AGBL2	2.293
DOPEY1	1.7765
TERF1	-0.65975
KIF22	-0.0251666666666667
NINJ1	2.075
SEC61A2	-0.00991666666666668
HIST1H1D	0.150666666666667
SFXN4	0.215
UCP3	1.2315
ZNF703	2.14
MYL6B	0.20225
TREM1	1.01125
OR52E6	-0.036
CKMT2	-0.37075
HLA-C	2.049875
SLC13A3	-2.64516666666667
TIMP4	0.528
SLIT2	0.037
RSF1	0.325722222222222
LONRF1	-1.06564285714286
MON1A	-0.0668333333333333
CACNG6	-1.44283333333333
DPPA4	-4.89083333333333
ZSWIM3	-0.0975
ZNF804A	-0.196166666666667
CCIN	0.5895
SLC25A31	0.1655
KCNMB4	-0.95025
RABL5	1.104
GALNS	-0.5883
STX6	1.524125
HIST1H1C	-0.8165
CIDEB	0.47525
CASP4	0.643666666666667
PDK3	-0.6062
KCNJ11	1.3515
TPR	1.217125
ZSCAN20	-0.2135
MTX2	-0.34275
HIST1H2BH	-0.18825
LOC283767	0.209
LYRM7	-1.63872222222222
BRD3	0.671666666666667
HIST1H2BO	-0.21825
MAGEB10	-0.0745
SLC45A1	1.12475
SERPINA3	3.78315
KIAA0143	0.676
KCNJ16	-0.1795
KRT79	-0.183
FABP2	-0.674
NUT	-0.593
ZNF57	-0.67725
FBXL4	-0.762125
CLEC9A	0.0425
UGT8	-1.73766666666667
BMP2K	-1.27125
MAPK4	-3.83525
SLC25A23	-0.0897999999999999
HINT1	-1.2961
KRTAP13-1	0.4215
SFXN5	0.2346
CHCHD2	-0.227583333333333
FAM3D	0.8175
NDP	-3.848875
RHOBTB1	0.785333333333333
SLC4A4	-0.836375
RPL38	0.03
HTF9C	0.284666666666667
AP2A2	0.581625
ZBTB46	-0.3385
MAP7D1	-0.608375
AOX1	-2.31683333333333
CYR61	0.43
DTNA	-1.31635714285714
JRKL	-1.403
TMOD3	-0.8405
EEA1	-0.2509
ADCK5	0.927
IL1R1	-2.10733333333333
KLK3	0.788071428571428
HRSP12	-0.4295
KTN1	1.082
LOH11CR2A	0.6112
RELL2	-0.958
MAB21L1	0.348
C20orf59	-1.38033333333333
PHKB	-0.927
ADAM2	-2.1365
TBC1D8B	1.5475
FAM13A1	-1.2631875
LAPTM4B	-2.94741666666667
LCN8	0.568
TMEM147	0.4015
SYT4	-0.247333333333333
XPO7	-0.718
C9orf62	2.2335
GPR75	0.0655
TRIM5	-0.0425000000000001
APOC1	-2.015
RNASE4	1.28383333333333
PARD6B	-0.18075
ARID1A	0.390083333333333
TPD52L3	0.311
RRAGB	-0.114166666666667
RCN2	-1.81133333333333
HIST2H2BE	0.223
STARD7	-0.84925
SHMT2	-1.899
KIAA1751	0.484333333333333
MLYCD	-1.22385714285714
LOC162632	-0.2376
UQCRH	-1.44575
RP11-217H1.1	-0.3900625
SDHA	-1.95666666666667
NCLN	-0.6283
ZNF17	0.5205
RCBTB2	-2.38775
VEGFB	-0.3493
RP4-747L4.3	-0.6615
COLQ	0.3823
MPN2	-0.2175
DRG2	-0.126
KLRB1	1.4755
ALPK2	-4.70125
DNASE2B	-0.04425
FLJ23834	-0.330833333333333
AXUD1	1.06433333333333
SAFB	0.3421
NSUN4	-0.08525
RFX2	0.481166666666667
MAPK8IP1	-0.803833333333333
FANCD2	-0.523857142857143
ANKZF1	-0.720666666666667
C19orf50	-0.8315
DUSP8	2.05975
SENP5	-0.5005
NFKBIL2	-0.58
LBR	-1.571125
IGFL1	0.2215
LZTS2	1.26175
IL2RG	-1.82775
CCDC51	-0.44125
KLF3	0.1425
ANKRD37	-1.106
KCTD14	-3.24733333333333
FZR1	0.5145
SLC44A4	3.7373
ESPL1	-1.0895
GMPR2	-0.4949
TBC1D19	-0.695333333333333
ERGIC1	0.722777777777778
ERBB4	4.0206
TSPAN32	-0.400416666666667
MAP4	0.112625
GPHN	-0.709
SLC6A2	-0.32975
HIVEP1	-0.09875
DFFB	0.0169
EIF4EBP2	0.429625
DMRT1	1.0465
HSPB6	0.169
IER2	1.0645
AIFM1	0.44675
WWC2	0.319416666666667
MRPL4	-1.102
FLJ21062	3.417
EPB41L4A	1.91016666666667
SH2D6	0.50975
TAF4B	-2.051
GAL3ST3	-0.025
MALT1	-0.911666666666667
RTDR1	0.5215
ARVCF	0.91575
MEX3B	-2.14666666666667
FBXO16	2.1085
KIF7	-2.48425
C1QC	3.7025
ZNF783	0.1575
ZNF85	0.44725
MMP13	-0.1275
KIAA0329	0.851375
RTP3	-1.105
ZBED3	0.945
CLGN	-0.443
SLC25A37	-0.686416666666667
hCG_18290	0.361
OR5AS1	-0.084
SMARCC2	1.56091666666667
FAM109A	-0.122
CCDC12	0.61575
USF2	0.9774
DEPDC7	-4.87825
C20orf24	-1.8495
JMJD3	0.6135
DSP	2.20171428571429
SLIC1	-0.20475
