Hybridization REF	TCGA-A8-A093-01A-11R-A00Z-07
PECR	-0.9275
HSPA2	2.63875
WFIKKN1	-2.1725
SERP1	1.093625
SYDE2	1.80025
TACR2	0.8025
NUP85	-0.351
CD177	-0.7448
LGR5	-2.01933333333333
PIGG	-0.187
PTHR1	-0.788166666666667
RAB5A	0.4546
FLJ13224	0.441
USP9Y	-2.05133333333333
C7orf53	-0.9105
LRP1B	-0.0725
XAF1	0.7811
ABCG8	2.035
ANKDD1A	-1.3385
DAND5	0.218
SPAG6	4.83516666666667
LINCR	-0.09725
ZDHHC22	-1.711375
CCDC60	0.274
THOC7	-0.871
TCTA	1.1417
OR8K3	0.50275
NY-REN-7	-1.039
B2M	0.453833333333333
C6orf141	-2.035
LPPR4	0.6655
SQLE	-1.83575
SEPHS1	-0.908
BTBD14B	0.516857142857143
PLRG1	-0.668
SPG7	-0.79675
ZNF614	-0.537
PARD6G	0.676166666666667
INPP5B	-0.5655
GRPEL2	0.137
PPID	-0.5422
TRIM56	0.086
UBE2J1	-0.343125
IL20RA	3.90525
LOC387856	0.83325
C1orf107	1.38808333333333
UTS2R	0.75775
C19orf22	-0.08275
SAFB2	0.272625
KIAA0652	0.149625
KLRG1	-1.51116666666667
MS4A8B	1.8135
FRAG1	0.808
KIAA1546	0.261
E2F4	-1.9918
CLEC4M	0.4982
BTBD14A	-1.75125
KIAA0999	-1.0818
GYPA	-3.43616666666667
TAC1	0.604
TRAIP	-0.996
KIAA0232	0.7109
ERCC8	-1.351625
GPX4	0.57025
KIAA0368	0.414
GPR157	-0.460833333333333
CTAGE4	1.3965
C9orf30	-1.59166666666667
OR52A1	1.1175
HSP90B3P	-0.6595
ALG9	-0.5191
BTBD10	1.18925
SDK2	-0.741666666666667
BAIAP3	1.20375
RABGGTB	-1.232
ANKRD40	0.00383333333333333
KRT74	0.4795
CALCOCO2	0.807714285714286
SNCA	-3.46275
TMSL8	-4.94625
C2orf53	-0.5175
ESRRB	-0.16075
ARHGAP26	-2.196625
TDRD9	-3.353
HRAS	-0.000833333333333329
KLRC4	-2.0605
JAGN1	-0.0228333333333333
BSDC1	-0.0445
RNF43	-0.1564
NDUFAF1	-0.1495
PHF12	0.43825
OR1L3	0.7005
FOLR2	1.23691666666667
LYZL6	-0.5554
tcag7.1260	-1.9275
WSB1	-1.41066666666667
PROS1	-1.526
OSTN	0.5845
PSMB8	0.341
SOCS4	-0.354875
DDIT4L	3.5595
MAS1	1.009
MGC34796	1.2805
CSHL1	0.244
TBCCD1	0.527333333333333
ZBTB7C	-0.027
AP2S1	-0.3375
P15RS	0.116
VAT1	-0.2472
SHANK3	0.686666666666667
TUFM	0.120833333333333
THEG	-0.9785
KRT34	-1.28175
SGSM3	-0.039
TOMM22	-0.20975
SOCS3	0.0928333333333333
CPO	0.5285
POP4	0.45275
BHLHB3	0.2035
MALL	0.62175
OR1B1	-0.088
PARK2	1.82
GPR124	0.51325
LCE1E	2.253
RUVBL2	-0.31575
CGRRF1	0.3437
ACPL2	0.10525
WNT10B	-2.681
BAIAP2L2	-2.068125
ISCA1	1.1165
C1orf125	0.00837499999999999
RPAP1	-1.0535
RAI16	0.334333333333333
RPL27	0.084125
NLRP9	-0.254
EPN1	0.397
LOC388610	0.000875000000000008
SLC35A1	0.9311
GAL	-4.3895
SLC14A2	-0.043
RDH11	-1.472
FAM138F	0.2245
AUH	0.49575
FLJ40243	0.18025
C14orf129	0.404
MBD2	-0.600333333333333
ABHD14B	0.31825
PIGT	0.79475
ALS2CR4	-0.322375
ALAS1	0.0528
FOXO1	0.976
CRLF3	-0.662125
C20orf107	-0.366
FARS2	0.94525
CCDC28A	1.101
NPHP3	-0.819
OR13F1	0.6965
TSEN54	-0.15825
DEFB106B	0.6564
OR8B4	0.944
STH	3.2655
ZC3H14	-0.486125
CBX2	0.072
TMEM49	-1.07675
C6orf21	0.5985
FLJ20920	0.73575
CRTAP	-0.157642857142857
DDX50	-0.025
STYXL1	0.8415
BLVRB	0.430666666666667
LOC147650	0.895
MMP24	0.59375
GRID1	1.62166666666667
BANF1	-0.9605
CTAGEP	0.3715
HMBS	-2.79225
SLC25A24	1.26733333333333
C14orf50	1.75325
MRO	1.46283333333333
SLC25A15	-0.95
FAM84B	2.0812
TDP1	-0.6925
C16orf78	-0.8318
C11orf57	-0.087375
RFK	-0.485625
ZFYVE9	-1.11325
STCH	0.6113
WIBG	-0.06575
LOC283871	-0.7988
GBA2	-0.5474
NDUFB3	-0.522
HSD17B13	-1.26375
GRIN3A	-0.1064
FMNL1	-1.76133333333333
SEPT7	-0.0185
GNLY	2.2435
GRAMD1C	-0.318666666666667
ZNF165	-0.1335
USP38	0.60825
FAM83A	-3.181
C14orf24	0.409416666666667
ARMCX3	1.813625
ARHGDIB	0.683333333333333
AK1	0.121
KIAA1045	0.0545
DNAJB13	-0.5146
NEU2	0.8905
HIST1H4B	-0.506333333333333
FAM20B	-0.1821
HES2	-0.433714285714286
FAM73B	-0.24
LOC388381	-1.83625
INTS7	0.268545454545454
AMPH	1.715
ZNF775	0.079375
UCKL1	-0.735666666666667
C10orf97	0.05875
C1orf161	0.4785
ALDH1L1	-1.27325
FLJ39378	-0.504375
SLC23A1	-1.7885
RBM4B	-0.0295
THAP4	0.293833333333333
OGFRL1	0.45225
KIAA0831	0.4
PPP1R15A	-0.291333333333333
C1orf96	0.283357142857143
C12orf11	-1.773
BMF	0.48875
MAN1A1	-0.0925
KIAA1600	0.999666666666667
NLGN4X	-1.91725
ALOX12	-1.379
RB1CC1	-0.0307
NEIL2	0.6293
EIF4E	-0.488571428571429
ABHD5	0.2025
EXOC4	0.459333333333333
CIP29	-0.238166666666667
BATF2	-1.1585
SLC29A4	-0.752125
HTR4	-0.43325
EMB	-2.6595
TRAF6	0.98725
LMNB1	-2.00825
FAM19A5	0.41375
SHE	1.133
PIK3C2B	0.92125
C15orf15	-0.6549
USP15	-0.0554
TCEAL2	0.39
C5orf39	-1.68183333333333
PTGER2	-1.932
SLC31A1	-0.3001875
IFT172	0.71675
ADAM29	0.52675
GFOD1	-0.6495
ST7L	0.284666666666667
C15orf26	-3.2795
PKN3	-1.6555
CNTD1	3.01783333333333
COMMD1	0.66725
NTRK2	2.158
FOXN3	-0.468875
MFGE8	-0.9733
PFKFB2	-0.282666666666667
TAS2R4	-0.04425
ENTHD1	-1.378
PRMT5	-0.604375
MGC16384	-0.746375
LOC442229	-0.13175
TSKU	-0.2875
KRTCAP3	2.857625
PDLIM1	0.0408
KCNS2	-0.176
RNF126	-1.0135
CEP63	0.612
CLIC4	-0.529625
hCG_1990170	-0.176
ACR	-0.063
KLK7	-1.16075
ALOX5AP	2.791125
RIPK3	4.4525
TAS2R9	0.4005
C19orf18	0.9575
BIRC6	-0.204714285714286
ZNF16	1.0575
RFT1	-0.065
SLC8A2	-1.873
TACC1	-0.470125
ITGAD	1.07775
SAMHD1	0.44825
SH3PXD2B	1.0867
EPC2	1.30925
C20orf85	3.087875
ATP13A2	0.859166666666667
KRT4	0.39175
CAPNS1	0.13275
MDM2	-0.668666666666667
PCDH20	2.651
KCNK9	1.0175
OR2C1	0.1865
KLHDC3	-0.874666666666667
IPPK	0.9105
EFHD2	-0.506
GALR3	0.9285
NBEA	1.89883333333333
ABCA6	3.0636
CLDN3	2.5255
AKT2	-0.940071428571429
EGFR	-2.5565
RBM16	0.3515
ZDHHC3	-0.0287
SLC25A4	-0.3465
CYB5B	-1.12616666666667
CPXM1	0.935
NDRG1	-1.51892307692308
FLJ43826	0.1995
OR5L2	-0.2144
FARP2	0.2486
MRPL46	-1.00366666666667
LDHAL6B	-0.1265
MAPKAPK3	0.2715
NCAM2	-3.15775
PRKD2	0.487333333333333
ZFP36L1	1.0452
CYSLTR1	0.14925
OR4C3	-0.1195
HIST1H2AJ	-1.302
CCNB2	-3.25522222222222
ZNF10	-0.29675
TMEM175	0.218
FAM134A	0.784
TIGD4	-0.3125
PCNP	0.056
MGC39715	-0.114666666666667
LQK1	-1.5895
CREB1	0.9063
TMPRSS3	1.9655
C4orf32	1.627375
LAT	-2.59566666666667
KCNA3	-0.086
SKIV2L2	-0.15875
ROPN1B	-5.1465
tcag7.23	-0.361
CDT1	-3.020875
ZHX2	1.52775
CD28	-5.22625
ZNF624	0.7795
SEPT2	0.18325
SOHLH2	1.076875
MCOLN3	-1.75085714285714
UNQ1945	0.3845
MASP2	-0.52
ZNRF3	-0.99
GPATCH3	-0.38425
AGL	3.145625
QRICH2	0.013
PSD4	0.756333333333333
CCNB1IP1	-2.04725
ENPP7	0.17425
OBFC1	-0.10575
KCNG3	-2.61775
C14orf79	0.9865
ENPEP	1.261
SCT	2.9725
SKI	0.161
SEC61G	-1.27175
CAPN11	0.8
ATXN7L3	-0.272
DBNDD1	-0.107666666666667
FAIM	0.32875
ANKRD36	0.2795
GABRP	0.960666666666667
TACSTD2	2.09083333333333
EIF3J	-1.02275
PPP2R2A	0.24825
TEKT4	-0.565166666666667
PVALB	-1.596
F10	-1.96133333333333
FAM134C	1.1606
COMP	4.64575
EFCBP1	-2.5274
SCLT1	0.30475
TAL1	-1.4654
ACSL1	0.5885
ABCC5	0.418666666666667
ABL1	-0.369555555555556
RBBP7	0.955583333333333
PTPRG	-1.464
NCOR1	-1.6308
SPINK4	0.434833333333333
TXNRD1	-2.4695
TNRC15	0.69875
C9orf138	0.819
UBE2H	1.12116666666667
BRDT	2.90616666666667
C8orf31	-0.41975
CCNE2	-1.58518181818182
SLC6A8	-1.92775
CALCR	-4.42225
PPP1CB	0.568166666666667
ABHD8	-0.0565
ARF5	0.4132
SLC24A4	0.317
CCT3	0.06275
ZNF121	0.442
SLC3A2	-1.0208
OR13A1	0.6475
SLC5A10	0.93475
RAD50	0.372125
IER5	0.00800000000000003
MTHFD1L	-2.72875
MBTPS2	1.36325
MVK	-0.974
NCL	-0.4466
PSMD10	-0.136
MOBP	-0.285333333333333
FLJ32894	-1.048
HRH1	-1.29866666666667
C5orf30	0.79675
NUDT16L1	1.2221
RASGRP3	2.91666666666667
PRKRIP1	0.06
CCDC75	0.3825
LOC253970	-0.74125
KIAA1239	-0.048
MED21	-0.75275
SYT11	-0.0218333333333333
NTSR2	0.0445
EGFL11	null
CXorf59	1.227
OR2A25	-1.19025
SPTBN2	-1.309
LRMP	-1.69583333333333
RNF111	-0.153
PTH	0.4345
LOC619208	0.5615
KIAA0895	1.031
RANBP5	-0.862875
P2RY10	-1.0255
NME5	5.38116666666667
DDX21	-1.5325
LRSAM1	0.958
HDAC11	1.44433333333333
VMO1	0.3065
NOLA2	0.0911666666666667
ADAR	0.813166666666667
MTO1	-0.830833333333333
SF4	0.2645
P2RX1	-0.280833333333333
HBM	0.52575
EN2	1.0045
C14orf172	-0.186
TM9SF2	0.3684
INHBE	-1.5384
TCTE3	-0.177545454545455
TOX2	-3.88575
CTAGE3	0.139125
HBB	3.8799
MED15	-0.908333333333333
CASR	0.73
C6orf66	-1.61116666666667
MTPN	0.135625
UNC50	-0.22275
C21orf33	-0.16025
IRF2	0.808375
PGR	2.86233333333333
GPR84	1.18575
CROCCL1	-2.6105
SRPX	-2.05625
BRE	0.362166666666667
FGF10	2.777
SDC3	-0.23
ZRSR1	0.57
DKFZP434P211	0.609625
SOX6	0.153
RPUSD2	-0.64075
C14orf173	-0.7865
MAPK11	-0.2365
TBC1D22A	0.354
FAM123A	-1.973
COL4A6	-3.40666666666667
TOMM70A	0.0905
NAB1	0.0606249999999999
MGC16385	-0.5525
TSPAN18	0.356833333333333
MED31	-0.2375
PLG	0.485666666666667
CAPSL	1.9035
ZNF532	-0.1549
ASB14	-0.315
CA8	-3.28625
NUDT16P	-0.643833333333333
SLFN11	-1.508
LRRIQ2	0.77525
NOL7	-0.542666666666667
BRMS1L	-1.132
JARID1A	-0.00166666666666666
PANK2	-0.65325
ICAM3	-0.1935
MDS1	-1.90375
TAF8	-0.53075
RNF139	1.32125
ZNF594	-0.2085
ADAM8	0.251625
SFTPC	-0.5515
MAN2B2	1.037125
RGS12	0.6965625
EIF1AY	-4.58536363636364
LRRIQ1	1.31733333333333
GPR150	0.679
CCDC21	-1.54033333333333
PRRG3	0.0135
SAA4	-3.90475
RAPGEF5	0.818375
ZCCHC2	-0.10775
MGC39372	0.6635
PPP4R2	0.870333333333333
CDCA2	-2.16
OR4D5	0.329166666666667
PTGFRN	1.2305
SIGLEC5	0.628
C19orf61	-0.246333333333333
NMUR2	-0.122
KIAA1586	-1.33333333333333
DAGLA	-1.02
CHCHD6	0.10925
GPR32	0.793
NEUROD6	0.631333333333333
SLC2A4RG	0.1166875
CA5B	-0.3205
FBXL3	1.986
MPHOSPH9	-1.08325
HMG2L1	0.72575
HCN4	0.47
CEACAM19	-0.68425
SH2D4B	-0.229
HFE2	-0.2175
TGM4	-2.127
LYPD2	0.12525
TBC1D15	-0.14275
MRPS21	-0.8344
NONO	-0.1537
CLEC5A	1.507875
ITCH	-0.2638
MGAT3	-1.23283333333333
MBP	-1.752
RPP25	-1.05225
SOSTDC1	-2.0285
HRC	-1.414
TRIM48	1.8005
TMEM133	-0.32875
ECEL1P2	-1.44
HOXC11	0.3725
DOK5	-1.07725
HELZ	0.715833333333333
LOC348180	-1.053
MGC33894	0.21025
ADRB3	0.527
DMD	-0.591416666666667
PTRH2	-0.9515
MPEG1	2.41833333333333
NDUFA12	0.108666666666667
KRTAP2-4	0.224916666666667
STAMBPL1	-2.32616666666667
ADCY2	0.4748
UNQ6125	0.079
KLHL20	1.10966666666667
SRM	-1.50225
OTC	-0.01575
TMIE	0.0856666666666666
SNX8	-0.0815
LIPK	-0.372
CHURC1	-0.0711666666666667
KLC2	0.176666666666667
HDAC1	-0.407166666666667
FAM128A	0.0845
FNDC3B	-1.1943
MTCP1	-0.531666666666667
WFDC10B	-0.3771
PCDHGB3	-0.897
ATRNL1	0.4131
CAV2	-0.45275
MED26	0.0368333333333333
DUS1L	-0.14375
CHRM3	-1.5745
NEK9	0.26225
WARS2	0.19325
TBX22	-0.649
TOMM40	-1.087
RP6-213H19.1	-2.74416666666667
TUBGCP5	-1.5795
IGSF6	3.59275
TPPP	-0.420166666666667
UNQ6190	0.607
GSTM5	1.220125
BTD	1.01883333333333
PDCD1LG2	-0.294166666666667
SNRPB2	-0.58
ERICH1	0.028875
APOA4	-1.637125
HOXA11	-1.985
NARG1	-0.54875
MKX	-2.048
RAB28	0.0253571428571429
PKP3	0.98025
SH3GL2	-1.91375
CTSO	3.1945
RPN2	-0.3970625
IL28RA	-0.952166666666667
SFMBT1	0.6725
WDR57	-0.179375
FER1L3	1.1555
HSF5	1.02366666666667
TTC9B	0.00899999999999998
C4BPA	-3.9885
ALB	-4.157
SORBS3	0.142875
UPF2	-0.7315
JPH1	-1.0185
AGBL2	1.14675
DOPEY1	0.1145
TERF1	-0.248
KIF22	0.112666666666667
NINJ1	1.9065
SEC61A2	-1.29225
HIST1H1D	-0.4905
SFXN4	-0.20975
UCP3	0.4538
ZNF703	1.47
MYL6B	-0.70275
TREM1	1.53
OR52E6	0.513
CKMT2	2.06925
HLA-C	1.38775
SLC13A3	-2.57916666666667
TIMP4	-1.128
SLIT2	2.216
RSF1	-0.103777777777778
LONRF1	-0.5715
MON1A	0.2675
CACNG6	-1.87183333333333
DPPA4	-5.50283333333333
ZSWIM3	0.3235
ZNF804A	-0.0581666666666667
CCIN	2.01975
SLC25A31	-0.0656666666666667
KCNMB4	-0.557
RABL5	1.03425
GALNS	-0.8587
STX6	1.2555
HIST1H1C	-1.284
CIDEB	-0.817
CASP4	-0.852333333333333
PDK3	0.3934
KCNJ11	2.0525
TPR	0.31825
ZSCAN20	-0.672
MTX2	0.0925
HIST1H2BH	-0.164
LOC283767	1.324
LYRM7	-0.729333333333333
BRD3	1.10266666666667
HIST1H2BO	-0.5215
MAGEB10	-3.347
SLC45A1	2.16275
SERPINA3	2.54175
KIAA0143	1.13875
KCNJ16	-0.2698
KRT79	-0.03575
FABP2	-1.1715
NUT	-0.01725
ZNF57	0.174
FBXL4	0.25925
CLEC9A	-0.481
UGT8	-1.30533333333333
BMP2K	-0.395
MAPK4	-3.5135
SLC25A23	0.2188
HINT1	-0.3298
KRTAP13-1	-0.1385
SFXN5	0.1866
CHCHD2	-0.0674166666666667
FAM3D	0.133
NDP	-2.819
RHOBTB1	0.3735
SLC4A4	-1.4625
RPL38	-0.02825
HTF9C	-0.757166666666667
AP2A2	0.47825
ZBTB46	-0.9675
MAP7D1	0.485875
AOX1	-1.147
CYR61	-0.888333333333333
DTNA	-2.12325
JRKL	-1.205
TMOD3	-1.078
EEA1	0.1096
ADCK5	-0.54425
IL1R1	0.339833333333333
KLK3	0.330928571428571
HRSP12	-0.27375
KTN1	0.12575
LOH11CR2A	0.3624
RELL2	-1.61725
MAB21L1	1.97325
C20orf59	-0.7805
PHKB	-0.208
ADAM2	-2.43516666666667
TBC1D8B	1.73
FAM13A1	-0.9125625
LAPTM4B	-1.10558333333333
LCN8	0.0385
TMEM147	0.856
SYT4	1.0988
XPO7	-0.464
C9orf62	0.6005
GPR75	-0.907
TRIM5	-0.4675
APOC1	-0.106833333333333
RNASE4	0.646833333333333
PARD6B	0.562375
ARID1A	0.300333333333333
TPD52L3	-1.30677777777778
RRAGB	2.22916666666667
RCN2	-0.9375
HIST2H2BE	0.4378125
STARD7	-0.39425
SHMT2	-1.265
KIAA1751	0.168
MLYCD	0.29875
LOC162632	-0.5712
UQCRH	-1.64525
RP11-217H1.1	0.19725
SDHA	-0.9405
NCLN	-0.4374
ZNF17	0.545
RCBTB2	-2.0645
VEGFB	-0.6472
RP4-747L4.3	1.147
COLQ	-0.0268
MPN2	-1.6808
DRG2	-0.70525
KLRB1	3.4965
ALPK2	-0.73975
DNASE2B	1.59225
FLJ23834	-0.3045
AXUD1	0.955666666666667
SAFB	-0.1239
NSUN4	-0.52775
RFX2	1.0925
MAPK8IP1	-0.5335
FANCD2	-0.9115
ANKZF1	-1.698
C19orf50	-0.731125
DUSP8	-0.139
SENP5	0.034625
NFKBIL2	-0.977
LBR	-1.5145
IGFL1	0.03
LZTS2	0.547625
IL2RG	-1.47925
CCDC51	0.22225
KLF3	0.07525
ANKRD37	-2.305
KCTD14	-2.236
FZR1	0.720416666666667
SLC44A4	3.8953
ESPL1	-1.053625
GMPR2	-0.1276
TBC1D19	-0.0741666666666667
ERGIC1	0.353
ERBB4	4.0794
TSPAN32	-0.19375
MAP4	-0.03025
GPHN	-0.11625
SLC6A2	-0.168625
HIVEP1	0.19925
DFFB	-0.5133
EIF4EBP2	0.46425
DMRT1	-1.64125
HSPB6	-0.00775000000000001
IER2	-0.336166666666667
AIFM1	-0.513
WWC2	-0.859545454545455
MRPL4	-0.57175
FLJ21062	2.308
EPB41L4A	1.86133333333333
SH2D6	0.493
TAF4B	-1.68625
GAL3ST3	-1.1845
MALT1	-1.50716666666667
RTDR1	-0.289
ARVCF	-0.615
MEX3B	-0.879833333333333
FBXO16	1.61975
KIF7	-1.242
C1QC	3.99533333333333
ZNF783	0.0246
ZNF85	0.2045
MMP13	1.5745
KIAA0329	-0.43675
RTP3	-0.737
ZBED3	-0.195
CLGN	-0.06975
SLC25A37	-1.28629166666667
hCG_18290	0.1375
OR5AS1	-0.615
SMARCC2	0.46225
FAM109A	0.0793333333333334
CCDC12	0.01575
USF2	0.4582
DEPDC7	-1.777
C20orf24	-0.706166666666667
JMJD3	0.201
DSP	1.9075
SLIC1	-0.286714285714286
FAM20A	0.702125
IRF2BP2	0.96525
ZNF230	0.645
MSN	-1.38392857142857
SLC9A5	-2.037
EPDR1	-2.1507
