Hybridization REF	TCGA-BH-A0B7-11A-34R-A115-07
KLF4	0.7543
UNC5CL	-0.6845
SEBOX	0.519
BTK	-1.43225
KRCC1	1.626
C6orf27	0.595
SYTL5	-0.065
PRND	2.466
LOC653319	-0.6725
PIGL	-1.22325
HUS1	-1.24866666666667
SFRS6	0.44425
C17orf77	0.4615
UIMC1	0.117333333333333
FXYD2	-1.7997
LOC283152	-0.46425
ZNF667	1.1135
ZCCHC12	1.31925
TFEC	1.3497
ATP7B	-0.7505
POLD2	-0.572
RG9MTD1	-0.05925
ACOT2	0.727666666666667
HIST1H4I	-1.870875
PPARGC1A	-0.9989
ETFA	-1.0239
POLRMT	-0.35175
ZNF146	0.410875
MIA2	-3.266
KLHL6	-1.52183333333333
HOXB5	-1.49525
NENF	0.134833333333333
CUGBP1	-0.87275
PRSS22	1.11483333333333
CASC4	0.2205
CUL4B	-0.296
CENPJ	-1.3019
PITX1	-1.37516666666667
FLJ31033	0.113166666666667
CELSR3	-2.26216666666667
ZNF568	1.10875
ITSN1	-0.716833333333333
EHBP1L1	-0.845333333333333
C19orf2	-0.31475
DCTN1	0.6785
LIN28B	-5.23783333333333
TNKS2	0.1795
C1QBP	-0.74875
CADPS2	1.6515
SRMS	-0.0685
GJA9	0.178833333333333
MGC24975	-0.5715
TRIM45	-0.233333333333333
TSP50	1.80475
TCP1	-1.0605
TMED7	-0.4671
CMA1	0.2775
CENPL	-1.838
PTCRA	-0.763
FST	-2.94775
VWCE	-2.291
PAWR	-0.791
ABCC12	0.1385
LDLR	-0.7209
ASTN2	1.1003
LOC441212	-0.511375
GPATCH8	0.2285
TANC2	-0.677583333333333
KIF4A	-3.78475
C18orf18	-0.46175
PGM1	-0.45825
KIAA0258	0.193
CPD	0.273875
SNCAIP	0.1205
DCT	-4.57333333333333
HLA-DOA	2.37781818181818
OR11L1	0.4855
UPK1B	-0.294
DNAJB4	0.539375
UGT1A8	0.37125
HIST1H4L	-3.214
PECR	-1.678
HSPA2	1.5765
WFIKKN1	-2.513
SERP1	0.994125
SYDE2	0.24675
TACR2	1.419
NUP85	-0.51
CD177	-0.727333333333333
LGR5	-2.82716666666667
PIGG	-0.15475
PTHR1	-0.945833333333333
RAB5A	0.2902
FLJ13224	0.2205
USP9Y	-2.30666666666667
C7orf53	-1.0755
LRP1B	0.13425
XAF1	1.7084
ABCG8	-0.3815
ANKDD1A	-0.17
DAND5	-1.3335
SPAG6	1.85616666666667
LINCR	3.2135
ZDHHC22	-1.14825
CCDC60	0.6985
THOC7	-1.075
TCTA	0.8494
OR8K3	-0.0165
NY-REN-7	0.19925
B2M	0.708666666666667
C6orf141	-1.569125
LPPR4	2.38075
SQLE	-2.61275
SEPHS1	-0.82
BTBD14B	0.0687857142857143
PLRG1	0.06
SPG7	0.3454375
ZNF614	-0.129833333333333
PARD6G	1.12783333333333
INPP5B	-0.6796
GRPEL2	-0.833375
PPID	-0.2935
TRIM56	0.4035
UBE2J1	-0.184625
IL20RA	6.23275
LOC387856	-0.18375
C1orf107	0.727916666666667
UTS2R	1.0935
C19orf22	0.496
SAFB2	-0.049625
KIAA0652	0.356
KLRG1	-1.71583333333333
MS4A8B	0.302666666666667
FRAG1	0.74275
KIAA1546	0.2775
E2F4	-0.3678
CLEC4M	1.0425
BTBD14A	-2.3985
KIAA0999	0.8133
GYPA	-3.38
TAC1	2.3889
TRAIP	-1.73216666666667
KIAA0232	0.5685
ERCC8	-1.306875
GPX4	0.0985
KIAA0368	0.304375
GPR157	-0.660833333333333
CTAGE4	1.7685
C9orf30	-1.49816666666667
OR52A1	-0.071
HSP90B3P	-0.125
ALG9	-0.4852
BTBD10	0.2945
SDK2	0.135
BAIAP3	-0.29225
RABGGTB	-0.88425
ANKRD40	-0.00816666666666667
KRT74	0.637
CALCOCO2	0.356357142857143
SNCA	-1.70125
TMSL8	-2.8505
C2orf53	0.3135
ESRRB	-0.36925
ARHGAP26	-0.2355
TDRD9	-2.9025
HRAS	-0.141833333333333
KLRC4	-1.182
JAGN1	-0.122833333333333
BSDC1	0.847
RNF43	0.1199
NDUFAF1	0.219
PHF12	0.1355
OR1L3	-0.4405
FOLR2	1.47641666666667
LYZL6	-0.0769999999999999
tcag7.1260	-1.737
WSB1	-0.730666666666667
PROS1	0.4645
OSTN	0.252
PSMB8	0.625
SOCS4	0.038625
DDIT4L	1.33975
MAS1	-1.2835
MGC34796	0.46225
CSHL1	0.276333333333333
TBCCD1	0.463166666666667
ZBTB7C	0.0765
AP2S1	-0.842125
P15RS	-0.3606
VAT1	-0.7397
SHANK3	1.16616666666667
TUFM	-0.403666666666667
THEG	0.69
KRT34	-1.918
SGSM3	1.050375
TOMM22	-0.4795
SOCS3	0.726166666666667
CPO	0.813
POP4	-0.04825
BHLHB3	2.874
MALL	2.07525
OR1B1	-0.281
PARK2	1.10733333333333
GPR124	1.58675
LCE1E	-0.2285
RUVBL2	-0.52475
CGRRF1	0.6035
ACPL2	0.69325
WNT10B	-1.514875
BAIAP2L2	-2.22925
ISCA1	0.554
C1orf125	-0.35775
RPAP1	-0.1635
RAI16	-0.1365
RPL27	-0.61675
NLRP9	0.3185
EPN1	0.061
LOC388610	0.88525
SLC35A1	1.0928
GAL	-3.94825
SLC14A2	0.10825
RDH11	-0.9165
FAM138F	-0.309
AUH	0.8995
FLJ40243	0.371666666666667
C14orf129	-0.425666666666667
MBD2	-0.667
ABHD14B	0.927375
PIGT	-0.0155
ALS2CR4	0.776
ALAS1	0.0811
FOXO1	1.88566666666667
CRLF3	-0.348375
C20orf107	0.131
FARS2	0.69975
CCDC28A	0.95825
NPHP3	0.3855
OR13F1	0.6615
TSEN54	-0.74275
DEFB106B	0.0235
OR8B4	0.14
STH	0.80125
ZC3H14	-0.050125
CBX2	-0.3125
TMEM49	-0.19025
C6orf21	0.357
FLJ20920	1.29875
CRTAP	-0.0518571428571428
DDX50	0.16025
STYXL1	-0.1585
BLVRB	-0.413333333333333
LOC147650	0.629
MMP24	-0.0925
GRID1	2.032
BANF1	-0.399333333333333
CTAGEP	0.2625
HMBS	-2.0945
SLC25A24	0.0265
C14orf50	0.34925
MRO	0.0255
SLC25A15	-1.0745
FAM84B	1.1175
TDP1	-1.4035
C16orf78	0.774333333333333
C11orf57	-0.927875
RFK	-1.19675
ZFYVE9	-0.999875
STCH	-1.4696
WIBG	0.25325
LOC283871	-0.752666666666667
GBA2	0.1495
NDUFB3	-0.8045
HSD17B13	0.124
GRIN3A	2.19516666666667
FMNL1	-0.8735
SEPT7	-0.8963
GNLY	3.977
GRAMD1C	2.16466666666667
ZNF165	-0.07
USP38	0.027
FAM83A	-3.39816666666667
C14orf24	0.2065
ARMCX3	1.171625
ARHGDIB	0.5725
AK1	-0.307
KIAA1045	0.80975
DNAJB13	-0.2908
NEU2	1.234
HIST1H4B	-2.603
FAM20B	-0.9443
HES2	-0.178
FAM73B	0.2579
LOC388381	0.31075
INTS7	-1.17327272727273
AMPH	0.7215
ZNF775	-0.04575
UCKL1	-0.012
C10orf97	-0.0035
C1orf161	-0.17975
ALDH1L1	0.91375
FLJ39378	0.008625
SLC23A1	-3.051
RBM4B	0.78175
THAP4	0.159666666666667
OGFRL1	1.17525
KIAA0831	0.0725
PPP1R15A	1.00416666666667
C1orf96	-0.846
C12orf11	-1.07825
BMF	-0.00412500000000002
MAN1A1	-1.185125
KIAA1600	0.547166666666667
NLGN4X	1.19125
ALOX12	-1.1762
RB1CC1	-0.4975
NEIL2	0.5257
EIF4E	-0.274818181818182
ABHD5	-0.39275
EXOC4	-0.1795
CIP29	-0.291333333333333
BATF2	0.299
SLC29A4	-0.56
HTR4	0.467
EMB	-1.67
TRAF6	0.451
LMNB1	-5.18675
FAM19A5	-1.14675
SHE	2.20825
PIK3C2B	1.3165
C15orf15	-0.0848
USP15	0.2901
TCEAL2	2.683
C5orf39	-0.8645
PTGER2	-0.176
SLC31A1	-0.5701875
IFT172	0.8395
ADAM29	0.10125
GFOD1	0.454
ST7L	0.747166666666667
C15orf26	-3.18125
PKN3	-0.35225
CNTD1	2.0065
COMMD1	0.17125
NTRK2	4.92566666666667
FOXN3	0.79125
MFGE8	2.0353
PFKFB2	0.0723333333333333
TAS2R4	0.085
ENTHD1	-1.23133333333333
PRMT5	0.11175
MGC16384	-1.120625
LOC442229	-1.651
TSKU	0.52525
KRTCAP3	2.518125
PDLIM1	0.8997
KCNS2	-0.05025
RNF126	-0.164166666666667
CEP63	-0.577
CLIC4	-0.00687499999999999
hCG_1990170	4.857
ACR	0.8166
KLK7	4.49175
ALOX5AP	2.429125
RIPK3	3.71475
TAS2R9	-0.141
C19orf18	1.2515
BIRC6	0.674714285714286
ZNF16	1.2655
RFT1	-0.68275
SLC8A2	0.476
TACC1	0.153875
ITGAD	1.596
SAMHD1	0.31725
SH3PXD2B	1.3064
EPC2	1.137
C20orf85	0.38275
ATP13A2	0.0878333333333333
KRT4	0.210375
CAPNS1	0.40725
MDM2	-1.12391666666667
PCDH20	1.50775
KCNK9	0.195
OR2C1	2.2665
KLHDC3	-0.272166666666667
IPPK	0.661
EFHD2	-1.043
GALR3	0.609
NBEA	0.506
ABCA6	4.7599
CLDN3	1.627
AKT2	-0.0227142857142857
EGFR	0.8282
RBM16	0.62375
ZDHHC3	-0.1552
SLC25A4	0.000333333333333334
CYB5B	-0.129333333333333
CPXM1	1.24325
NDRG1	-0.31
FLJ43826	0.37725
OR5L2	0.1724
FARP2	0.3347
MRPL46	-0.354083333333333
LDHAL6B	0.5138
MAPKAPK3	-0.429833333333333
NCAM2	-3.0145
PRKD2	0.553333333333333
ZFP36L1	1.3832
CYSLTR1	-1.524
OR4C3	-0.59625
HIST1H2AJ	0.245
CCNB2	-3.49288888888889
ZNF10	0.677
TMEM175	0.71
FAM134A	0.820833333333333
TIGD4	0.1215
PCNP	0.29475
MGC39715	0.73625
LQK1	-2.2425
CREB1	0.4275
TMPRSS3	0.931
C4orf32	1.401375
LAT	-1.14983333333333
KCNA3	-0.7395
SKIV2L2	-0.602
ROPN1B	3.55075
tcag7.23	0.608
CDT1	-2.812125
ZHX2	1.0895
CD28	-4.48775
ZNF624	0.672
SEPT2	0.0610833333333333
SOHLH2	0.323375
MCOLN3	-0.31425
UNQ1945	0.3505
MASP2	-0.0315
ZNRF3	-0.0362
GPATCH3	0.4165
AGL	0.453
QRICH2	0.013
PSD4	1.39316666666667
CCNB1IP1	-0.26
ENPP7	0.36375
OBFC1	0.2385
KCNG3	-2.90075
C14orf79	1.3635
ENPEP	2.1145
SCT	-0.2625
SKI	0.68225
SEC61G	-1.51975
CAPN11	2.4425
ATXN7L3	0.2475
DBNDD1	-0.0665
FAIM	-0.07125
ANKRD36	-1.05
GABRP	5.20416666666667
TACSTD2	2.564
EIF3J	-0.709
PPP2R2A	-0.396
TEKT4	-0.173166666666667
PVALB	-3.58433333333333
F10	-1.6875
FAM134C	0.8253
COMP	1.12075
EFCBP1	-1.05175
SCLT1	-0.99675
TAL1	-0.8532
ACSL1	1.85425
ABCC5	-0.458833333333333
ABL1	-0.266166666666667
RBBP7	-0.0820833333333334
PTPRG	-0.68475
NCOR1	0.2953
SPINK4	-2.565
TXNRD1	-2.3702
TNRC15	-0.45825
C9orf138	0.816875
UBE2H	-0.562833333333333
BRDT	-0.227166666666667
C8orf31	-0.257
CCNE2	-4.09463636363636
SLC6A8	-1.7625
CALCR	-1.67375
PPP1CB	1.74433333333333
ABHD8	-0.12025
ARF5	0.2584
SLC24A4	0.505
CCT3	-0.41575
ZNF121	-0.2545
SLC3A2	-0.1229
OR13A1	-0.043
SLC5A10	-0.044
RAD50	-0.76575
IER5	0.70975
MTHFD1L	-2.461
MBTPS2	-0.47775
MVK	-0.011125
NCL	-0.3051
PSMD10	-0.332
MOBP	0.38125
FLJ32894	-0.5585
HRH1	-1.27716666666667
C5orf30	0.122
NUDT16L1	0.3189
RASGRP3	3.34816666666667
PRKRIP1	-0.5414
CCDC75	-1.1975
LOC253970	1.02225
KIAA1239	1.3715
MED21	-0.96825
SYT11	-0.769333333333333
NTSR2	0.224
EGFL11	-0.6495
CXorf59	0.29
OR2A25	0.16275
SPTBN2	-0.01375
LRMP	-0.9205
RNF111	0.36575
PTH	0.788
LOC619208	-0.0286666666666667
KIAA0895	0.1835
RANBP5	-0.788875
P2RY10	0.176
NME5	3.62266666666667
DDX21	-0.9175
LRSAM1	0.2255
HDAC11	0.972166666666667
VMO1	0.49925
NOLA2	-0.398666666666667
ADAR	-0.184833333333333
MTO1	-0.822833333333333
SF4	0.373833333333333
P2RX1	0.782833333333333
HBM	0.08025
EN2	0.808
C14orf172	0.11375
TM9SF2	0.4198
INHBE	-0.9322
TCTE3	0.320416666666667
TOX2	-3.279
CTAGE3	-0.37
HBB	3.8402
MED15	-0.404833333333333
CASR	0.736
C6orf66	-1.30233333333333
MTPN	-1.31325
UNC50	0.288
C21orf33	0.103625
IRF2	0.95025
PGR	1.97183333333333
GPR84	0.714
CROCCL1	-0.44375
SRPX	0.68025
BRE	0.0871666666666667
FGF10	2.7315
SDC3	1.14316666666667
ZRSR1	0.721833333333333
DKFZP434P211	0.180125
SOX6	-0.534
RPUSD2	-0.1495
C14orf173	-0.758833333333333
MAPK11	-0.180666666666667
TBC1D22A	0.2925
FAM123A	-0.727
COL4A6	0.367333333333333
TOMM70A	0.15025
NAB1	0.402625
MGC16385	0.06275
TSPAN18	-1.78666666666667
MED31	-0.934
PLG	-0.189
CAPSL	0.1605
ZNF532	0.9384
ASB14	-0.474
CA8	1.286
NUDT16P	1.04883333333333
SLFN11	-1.5875
LRRIQ2	-1.509375
NOL7	-0.6565
BRMS1L	-0.26625
JARID1A	-0.0495
PANK2	-0.454
ICAM3	-0.899
MDS1	0.0715
TAF8	-0.86725
RNF139	0.1745
ZNF594	0.603
ADAM8	0.377125
SFTPC	-0.374
MAN2B2	0.855
RGS12	0.7024375
EIF1AY	-4.80191666666667
LRRIQ1	0.169666666666667
GPR150	1.42175
CCDC21	-0.812333333333333
PRRG3	1.889
SAA4	-0.72775
RAPGEF5	0.542125
ZCCHC2	-0.265083333333333
MGC39372	1.133
PPP4R2	-0.25
CDCA2	-3.31616666666667
OR4D5	0.863
PTGFRN	-0.0245
SIGLEC5	0.418666666666667
C19orf61	0.250166666666667
NMUR2	0.4655
KIAA1586	-1.80616666666667
DAGLA	1.04766666666667
CHCHD6	-0.1285
GPR32	-0.312
NEUROD6	0.0181666666666666
SLC2A4RG	-0.0255625
CA5B	0.538
FBXL3	1.58775
MPHOSPH9	-2.221
HMG2L1	-0.05125
HCN4	0.779666666666667
CEACAM19	0.86075
SH2D4B	-0.141833333333333
HFE2	-1.0455
TGM4	0.0205
LYPD2	0.023
TBC1D15	-0.0485
MRPS21	-0.56
NONO	-0.8959
CLEC5A	0.972
ITCH	-0.311
MGAT3	-0.0368333333333333
MBP	0.617625
RPP25	-0.53775
SOSTDC1	3.3955
HRC	-1.06975
TRIM48	0.793
TMEM133	0.797
ECEL1P2	-1.45533333333333
HOXC11	-0.9085
DOK5	0.0515
HELZ	0.5015
LOC348180	-0.2805
MGC33894	-0.00450000000000001
ADRB3	0.062
DMD	2.156
PTRH2	-0.731
MPEG1	2.506
NDUFA12	-0.688666666666667
KRTAP2-4	-0.123666666666667
STAMBPL1	-1.43966666666667
ADCY2	0.656666666666667
UNQ6125	0.2515
KLHL20	-0.483
SRM	-0.83875
OTC	0.25175
TMIE	1.81266666666667
SNX8	-0.59475
LIPK	-0.2135
CHURC1	0.147083333333333
KLC2	0.150333333333333
HDAC1	-0.233666666666667
FAM128A	-0.3495
FNDC3B	-0.8928
MTCP1	-0.453833333333333
WFDC10B	0.3981
PCDHGB3	0.3225
ATRNL1	-1.9635
CAV2	1.657
MED26	0.326166666666667
DUS1L	0.168
CHRM3	0.280125
NEK9	1.136
WARS2	-0.1595
TBX22	0.734
TOMM40	-1.02175
RP6-213H19.1	-1.047
TUBGCP5	0.041
IGSF6	3.7
TPPP	0.845333333333333
UNQ6190	-0.272
GSTM5	1.243875
BTD	1.04283333333333
PDCD1LG2	0.0396666666666667
SNRPB2	-0.572
ERICH1	-0.119375
APOA4	-0.62875
HOXA11	-1.8715
NARG1	-0.60525
MKX	-1.047
RAB28	0.366928571428571
PKP3	0.867
SH3GL2	-1.381
CTSO	3.80875
RPN2	-1.0113125
IL28RA	0.713
SFMBT1	-0.184
WDR57	-0.06125
FER1L3	0.927083333333333
HSF5	1.24466666666667
TTC9B	-0.01825
C4BPA	-1.78433333333333
ALB	-3.96546153846154
SORBS3	0.336375
UPF2	0.184
JPH1	-0.459
AGBL2	0.35575
DOPEY1	1.8775
TERF1	-0.386583333333333
KIF22	-1.04633333333333
NINJ1	0.69
SEC61A2	-0.644
HIST1H1D	-1.99183333333333
SFXN4	-0.28675
UCP3	0.5083
ZNF703	0.928666666666667
MYL6B	-0.36025
TREM1	-0.29025
OR52E6	0.139
CKMT2	3.509
HLA-C	0.976125
SLC13A3	-1.14266666666667
TIMP4	0.13525
SLIT2	2.9865
RSF1	-0.424888888888889
LONRF1	-0.192357142857143
MON1A	-0.3645
CACNG6	-1.711
DPPA4	-5.83333333333333
ZSWIM3	-0.323
ZNF804A	-0.2805
CCIN	0.867
SLC25A31	0.07275
KCNMB4	-0.39075
RABL5	0.102875
GALNS	-0.0306
STX6	-0.660875
HIST1H1C	-2.9325
CIDEB	0.362875
CASP4	0.491
PDK3	-0.8966
KCNJ11	1.6965
TPR	-0.495625
ZSCAN20	-0.584
MTX2	-0.52825
HIST1H2BH	-1.7115
LOC283767	1.2055
LYRM7	-0.849333333333333
BRD3	0.331666666666667
HIST1H2BO	-1.51
MAGEB10	-0.064
SLC45A1	0.94475
SERPINA3	2.19985
KIAA0143	0.6705
KCNJ16	3.74416666666667
KRT79	0.1385
FABP2	-1.3585
NUT	-0.401333333333333
ZNF57	0.17275
FBXL4	0.26325
CLEC9A	1.9105
UGT8	0.9885
BMP2K	-0.3885
MAPK4	-1.476
SLC25A23	-0.5201
HINT1	-1.1144
KRTAP13-1	-0.0125
SFXN5	-0.4859
CHCHD2	-0.59375
FAM3D	3.9505
NDP	-1.89725
RHOBTB1	-1.16716666666667
SLC4A4	-1.147375
RPL38	-0.42375
HTF9C	0.1115
AP2A2	0.571125
ZBTB46	0.0775
MAP7D1	0.444375
AOX1	-0.915166666666667
CYR61	2.53866666666667
DTNA	0.108285714285714
JRKL	0.966
TMOD3	-0.85975
EEA1	-0.1933
ADCK5	-0.11125
IL1R1	1.3405
KLK3	2.17471428571429
HRSP12	-0.925
KTN1	-0.17225
LOH11CR2A	0.9202
RELL2	-1.245
MAB21L1	2.829
C20orf59	-0.574
PHKB	0.276
ADAM2	-1.86016666666667
TBC1D8B	0.677833333333333
FAM13A1	0.5188125
LAPTM4B	-0.69775
LCN8	-0.169
TMEM147	-0.1425
SYT4	-0.0536666666666667
XPO7	-0.691
C9orf62	1.21875
GPR75	1.1895
TRIM5	0.954
APOC1	-1.49216666666667
RNASE4	1.50133333333333
PARD6B	-1.9625
ARID1A	0.245083333333333
TPD52L3	0.6105
RRAGB	1.0455
RCN2	-0.908333333333333
HIST2H2BE	-0.5819375
STARD7	0.21725
SHMT2	-1.013
KIAA1751	0.952
MLYCD	0.8275
LOC162632	-0.1049
UQCRH	-1.76425
RP11-217H1.1	-0.434125
SDHA	-0.3785
NCLN	-0.6994
ZNF17	0.942333333333333
RCBTB2	-0.5195
VEGFB	-0.5735
RP4-747L4.3	1.7015
COLQ	0.2418
MPN2	-0.198166666666667
DRG2	0.33125
KLRB1	4.794
ALPK2	-0.92425
DNASE2B	0.3825
FLJ23834	0.0554
AXUD1	3.14483333333333
SAFB	-0.0385
NSUN4	-0.8475
RFX2	1.42183333333333
MAPK8IP1	0.0828333333333333
FANCD2	-1.34292857142857
ANKZF1	-0.5045
C19orf50	-0.0645
DUSP8	1.76175
SENP5	-1.468625
NFKBIL2	-0.77325
LBR	-1.4695
IGFL1	-0.651
LZTS2	0.05
IL2RG	-0.800625
CCDC51	-0.58075
KLF3	0.21625
ANKRD37	-1.053
KCTD14	2.43966666666667
FZR1	-0.10975
SLC44A4	1.7937
ESPL1	-1.38825
GMPR2	0.1178
TBC1D19	-0.731166666666667
ERGIC1	-0.255481481481481
ERBB4	2.6991
TSPAN32	0.337083333333333
MAP4	-0.064
GPHN	-0.179
SLC6A2	0.89075
HIVEP1	0.368
DFFB	-0.2724
EIF4EBP2	0.21925
DMRT1	-0.863
HSPB6	0.6805
IER2	0.959666666666667
AIFM1	-0.94425
WWC2	-0.158166666666667
MRPL4	-0.50475
FLJ21062	1.9775
EPB41L4A	1.17341666666667
SH2D6	-0.1255
TAF4B	0.596
GAL3ST3	-0.1755
MALT1	-0.874333333333333
RTDR1	-0.4535
ARVCF	0.792625
MEX3B	-0.666166666666667
FBXO16	0.258
KIF7	0.17675
C1QC	3.66933333333333
ZNF783	0.269666666666667
ZNF85	0.66125
MMP13	-0.379
KIAA0329	1.305625
RTP3	-0.37
ZBED3	0.30125
CLGN	-2.06175
SLC25A37	-0.32625
hCG_18290	0.255
OR5AS1	-0.4355
SMARCC2	1.03633333333333
FAM109A	0.2895
CCDC12	0.379
USF2	0.2824
DEPDC7	-3.414
C20orf24	-1.39166666666667
JMJD3	0.8965
DSP	1.4515
SLIC1	-0.06225
FAM20A	1.875
IRF2BP2	1.303125
ZNF230	-0.0305
MSN	-0.454928571428571
SLC9A5	-1.2705
EPDR1	-0.7439
MUSK	0.256333333333333
ZNF434	0.294666666666667
