Hybridization REF	TCGA-AO-A0J3-01A-11R-A034-07
KCNG3	0.95725
C14orf79	1.35416666666667
ENPEP	3.44083333333333
SCT	0.58
SKI	0.304625
SEC61G	1.2975
CAPN11	-0.46325
ATXN7L3	0.01875
DBNDD1	0.696166666666667
FAIM	0.1455
ANKRD36	-1.042
GABRP	0.979
TACSTD2	0.329166666666667
EIF3J	-0.26875
PPP2R2A	-2.366
TEKT4	-0.325
PVALB	2.32366666666667
F10	-3.23016666666667
FAM134C	0.7502
COMP	3.530875
EFCBP1	-3.5296
SCLT1	1.016125
TAL1	-1.1993
ACSL1	-0.2465
ABCC5	1.14108333333333
ABL1	-0.410277777777778
RBBP7	0.189333333333333
PTPRG	-2.025375
NCOR1	0.0426
SPINK4	-1.8445
TXNRD1	-1.3226
TNRC15	-0.104375
C9orf138	1.39975
UBE2H	1.6965
BRDT	0.444833333333333
C8orf31	-0.27925
CCNE2	-0.626272727272727
SLC6A8	-1.227875
CALCR	-4.0165
PPP1CB	0.508583333333333
ABHD8	0.46675
ARF5	0.8578
SLC24A4	0.54075
CCT3	-0.39275
ZNF121	-0.590125
SLC3A2	-1.6333
OR13A1	0.5145
SLC5A10	0.13625
RAD50	0.7515
IER5	0.49275
MTHFD1L	-3.5745
MBTPS2	0.675
MVK	-0.17975
NCL	-0.3579
PSMD10	-0.04475
MOBP	0.557625
FLJ32894	-0.5725
HRH1	-1.988
C5orf30	2.3155
NUDT16L1	0.7713
RASGRP3	3.0845
PRKRIP1	-0.1023
CCDC75	0.2255
LOC253970	0.09275
KIAA1239	0.163
MED21	-0.58425
SYT11	-0.37375
NTSR2	0.272
EGFL11	1.354
CXorf59	0.775
OR2A25	0.27275
SPTBN2	-2.50075
LRMP	-1.48883333333333
RNF111	-0.01675
PTH	0.485
LOC619208	0.0596666666666667
KIAA0895	1.595
RANBP5	-1.037375
P2RY10	-0.803833333333333
NME5	2.09266666666667
DDX21	-1.1845
LRSAM1	0.2635
HDAC11	2.2455
VMO1	1.1915
NOLA2	0.3905
ADAR	2.34433333333333
MTO1	-1.24333333333333
SF4	0.335166666666667
P2RX1	0.017
HBM	0.073
EN2	1.731
C14orf172	0.43425
TM9SF2	-0.5267
INHBE	-1.58583333333333
TCTE3	0.261333333333333
TOX2	-3.7595
CTAGE3	0.52425
HBB	3.9348
MED15	-1.05516666666667
CASR	0.3785
C6orf66	-1.42016666666667
MTPN	-0.243875
UNC50	0.292
C21orf33	0.684375
IRF2	1.22775
PGR	1.48566666666667
GPR84	1.17025
CROCCL1	-1.44025
SRPX	-3.685
BRE	0.381833333333333
FGF10	0.6365
SDC3	-0.824
ZRSR1	1.22183333333333
DKFZP434P211	-0.53975
SOX6	-0.4275
RPUSD2	0.345
C14orf173	-0.1235
MAPK11	0.647333333333333
TBC1D22A	-0.1
FAM123A	1.702
COL4A6	-4.5535
TOMM70A	0.51175
NAB1	-0.60325
MGC16385	0.02675
TSPAN18	-1.11583333333333
MED31	-0.71325
PLG	-0.29925
CAPSL	3.2355
ZNF532	1.8204
ASB14	-0.61475
CA8	1.7045
NUDT16P	2.51866666666667
SLFN11	-2.5225
LRRIQ2	0.796375
NOL7	0.0805
BRMS1L	-0.87075
JARID1A	0.445166666666667
PANK2	-0.677
ICAM3	-1.036
MDS1	-0.605
TAF8	-1.23125
RNF139	0.77775
ZNF594	0.998666666666667
ADAM8	-0.863125
SFTPC	-0.23325
MAN2B2	1.35325
RGS12	0.9260625
EIF1AY	-4.66909090909091
LRRIQ1	0.995166666666667
GPR150	1.31775
CCDC21	-1.5555
PRRG3	0.1655
SAA4	-3.91125
RAPGEF5	1.709625
ZCCHC2	0.974666666666667
MGC39372	-0.4655
PPP4R2	-0.566333333333333
CDCA2	-1.69883333333333
OR4D5	0.6605
PTGFRN	1.1376
SIGLEC5	1.08183333333333
C19orf61	-0.751666666666667
NMUR2	0.4275
KIAA1586	-0.8275
DAGLA	1.38016666666667
CHCHD6	0.85225
GPR32	-0.6435
NEUROD6	-0.345
SLC2A4RG	0.9540625
CA5B	-0.027
FBXL3	0.39
MPHOSPH9	-1.01175
HMG2L1	0.42325
HCN4	0.571833333333333
CEACAM19	-1.21125
SH2D4B	0.913
HFE2	-0.3095
TGM4	0.573666666666667
LYPD2	-0.1995
TBC1D15	0.5635
MRPS21	-0.6896
NONO	-0.3751
CLEC5A	0.599875
ITCH	0.0448
MGAT3	-2.6906
MBP	-0.369285714285714
RPP25	-3.5485
SOSTDC1	-3.12375
HRC	-1.26875
TRIM48	-0.851
TMEM133	-1.3515
ECEL1P2	-1.98975
HOXC11	0.869
DOK5	-2.77525
HELZ	1.39683333333333
LOC348180	-1.0675
MGC33894	0.085
ADRB3	0.2365
DMD	-0.407083333333333
PTRH2	0.63525
MPEG1	2.86
NDUFA12	0.418166666666667
KRTAP2-4	0.0921818181818182
STAMBPL1	-2.506
ADCY2	1.33266666666667
UNQ6125	0.3645
KLHL20	-0.349833333333333
SRM	-1.66825
OTC	-0.3845
TMIE	-0.8224
SNX8	-0.06625
LIPK	-0.4935
CHURC1	-0.00333333333333335
KLC2	0.602166666666667
HDAC1	-0.5455
FAM128A	1.20066666666667
FNDC3B	-1.8276
MTCP1	0.181166666666667
WFDC10B	0.227
PCDHGB3	-0.0845
ATRNL1	3.6839
CAV2	-2.212375
MED26	-0.124666666666667
DUS1L	-0.09925
CHRM3	-1.630125
NEK9	0.8385
WARS2	-0.037
TBX22	-0.189
TOMM40	-1.00525
RP6-213H19.1	-0.87
TUBGCP5	0.221
IGSF6	4.91725
TPPP	3.08616666666667
UNQ6190	-0.0135
GSTM5	1.438
BTD	-0.676666666666667
PDCD1LG2	-1.17716666666667
SNRPB2	-0.056
ERICH1	-1.509
APOA4	-1.725375
HOXA11	-2.3905
NARG1	0.834375
MKX	-1.10775
RAB28	-0.644214285714286
PKP3	1.5825
SH3GL2	-3.21125
CTSO	4.21725
RPN2	0.42375
IL28RA	0.806666666666667
SFMBT1	0.81675
WDR57	-0.866625
FER1L3	1.85383333333333
HSF5	0.504166666666667
TTC9B	1.54275
C4BPA	-3.759
ALB	-3.60057142857143
SORBS3	-0.053125
UPF2	-0.536
JPH1	0.8405
AGBL2	0.545
DOPEY1	1.3305
TERF1	0.62575
KIF22	-0.202833333333333
NINJ1	0.37925
SEC61A2	0.170166666666667
HIST1H1D	0.600833333333333
SFXN4	0.274125
UCP3	-0.2618
ZNF703	2.69533333333333
MYL6B	-0.035
TREM1	-0.045
OR52E6	0.4325
CKMT2	-0.1645
HLA-C	1.639875
SLC13A3	-1.28616666666667
TIMP4	-3.272
SLIT2	1.1815
RSF1	-0.185444444444444
LONRF1	-1.49357142857143
MON1A	-0.209166666666667
CACNG6	-1.49233333333333
DPPA4	-5.197
ZSWIM3	0.9155
ZNF804A	-0.357333333333333
CCIN	0.30825
SLC25A31	0.398
KCNMB4	-2.38825
RABL5	0.411375
GALNS	0.0323
STX6	0.490625
HIST1H1C	1.03666666666667
CIDEB	1.89425
CASP4	-0.770333333333333
PDK3	0.0203
KCNJ11	3.193
TPR	-0.587125
ZSCAN20	-1.184
MTX2	0.9185
HIST1H2BH	1.10575
LOC283767	-0.31575
LYRM7	-1.202
BRD3	0.943666666666667
HIST1H2BO	1.13525
MAGEB10	-0.366
SLC45A1	2.79675
SERPINA3	0.7284
KIAA0143	1.0315
KCNJ16	0.00050000000000001
KRT79	-0.597
FABP2	-0.33225
NUT	-0.742
ZNF57	-0.22525
FBXL4	0.149375
CLEC9A	0.1255
UGT8	-1.39933333333333
BMP2K	0.7585
MAPK4	-4.0875
SLC25A23	0.1351
HINT1	0.0441999999999999
KRTAP13-1	0.2135
SFXN5	0.9658
CHCHD2	0.7035
FAM3D	1.3215
NDP	-4.570125
RHOBTB1	0.295
SLC4A4	-1.684375
RPL38	-0.71425
HTF9C	-0.115666666666667
AP2A2	0.7195
ZBTB46	-0.0905
MAP7D1	-0.269375
AOX1	-3.33766666666667
CYR61	-1.16766666666667
DTNA	0.715285714285714
JRKL	-2.56875
TMOD3	-0.70025
EEA1	0.4565
ADCK5	0.63925
IL1R1	1.59
KLK3	0.701928571428571
HRSP12	-0.4665
KTN1	1.50475
LOH11CR2A	-0.237
RELL2	1.421
MAB21L1	2.33875
C20orf59	-1.43033333333333
PHKB	0.53075
ADAM2	-0.250333333333333
TBC1D8B	-0.593166666666667
FAM13A1	-1.7195625
LAPTM4B	-0.97775
LCN8	-0.0395
TMEM147	0.8365
SYT4	6.49616666666667
XPO7	-1.347
C9orf62	1.654
GPR75	-0.019
TRIM5	-1.016125
APOC1	-1.06683333333333
RNASE4	-2.07183333333333
PARD6B	-2.046375
ARID1A	0.3715
TPD52L3	0.440333333333333
RRAGB	2.1515
RCN2	-0.048
HIST2H2BE	1.6828125
STARD7	0.02575
SHMT2	-2.45725
KIAA1751	0.660333333333333
MLYCD	-0.08825
LOC162632	1.9507
UQCRH	-1.6355
RP11-217H1.1	-0.1311875
SDHA	-1.2875
NCLN	-0.8877
ZNF17	0.434666666666667
RCBTB2	-2.924
VEGFB	0.3977
RP4-747L4.3	-0.662
COLQ	0.7559
MPN2	-0.495166666666667
DRG2	-0.0835
KLRB1	4.01875
ALPK2	-3.75825
DNASE2B	0.66475
FLJ23834	2.18133333333333
AXUD1	-0.328166666666667
SAFB	-0.0268
NSUN4	-0.346
RFX2	1.451
MAPK8IP1	1.77766666666667
FANCD2	-1.41185714285714
ANKZF1	-1.17916666666667
C19orf50	-0.902
DUSP8	1.2085
SENP5	0.549125
NFKBIL2	-0.083
LBR	-1.797125
IGFL1	0.167
LZTS2	0.895125
IL2RG	-1.436375
CCDC51	-0.2485
KLF3	-0.252625
ANKRD37	-1.2635
KCTD14	-2.24683333333333
FZR1	-0.226166666666667
SLC44A4	1.9054
ESPL1	-0.57675
GMPR2	0.1161
TBC1D19	-0.595
ERGIC1	0.545037037037037
ERBB4	2.9357
TSPAN32	0.324416666666667
MAP4	-0.55125
GPHN	-0.1835
SLC6A2	-0.286125
HIVEP1	-0.952
DFFB	-0.1685
EIF4EBP2	-0.421375
DMRT1	-1.65975
HSPB6	-0.18625
IER2	-0.451166666666667
AIFM1	0.72275
WWC2	-1.315
MRPL4	-0.9425
FLJ21062	0.831
EPB41L4A	-0.0138181818181818
SH2D6	0.50525
TAF4B	-0.6005
GAL3ST3	-0.51
MALT1	-0.251
RTDR1	2.03075
ARVCF	0.783625
MEX3B	-0.931833333333333
FBXO16	-1.27175
KIF7	-2.44925
C1QC	3.9855
ZNF783	-1.10033333333333
ZNF85	-0.581
MMP13	-0.682
KIAA0329	1.039
RTP3	-0.9885
ZBED3	-1.233
CLGN	3.52725
SLC25A37	-2.28658333333333
hCG_18290	-0.98675
OR5AS1	-0.3875
SMARCC2	0.891
FAM109A	0.239666666666667
CCDC12	-0.40775
USF2	0.7191
DEPDC7	-4.005
C20orf24	-0.504833333333333
JMJD3	1.274
DSP	1.50014285714286
SLIC1	-0.2615
FAM20A	-1.246
IRF2BP2	0.899625
ZNF230	0.0945
MSN	-1.73621428571429
SLC9A5	-1.8755
