Hybridization REF	TCGA-AV-A03E-20A-01R-A056-07
CRYGC	-0.5825
POU3F1	-1.2968
C20orf32	-1.5175
CCDC95	0.6185
HIGD1B	-0.0295
USP6NL	-0.414
ABCD4	0.478333333333333
DIMT1L	-0.640416666666667
TEK	-1.242875
SLC25A46	-0.49625
LARP7	-0.8277
CD160	-0.165666666666667
MT1JP	2.27883333333333
PHF20	0.0571875
CPNE4	0.70825
GTPBP1	-0.308214285714286
RAB33B	0.606333333333333
ALDOC	-0.452
ZNF212	0.54475
NUDT1	-0.392666666666667
RFPL2	-1.8575
ZNF83	-4.596
GDPD5	-1.976
PDCD4	0.39045
CEP350	-1.31875
OR10A2	0.56125
CST7	-1.72225
CIAO1	0.1875
SELL	0.19325
OR8J3	0.988
LTBP4	0.690833333333333
SIRT6	1.6745
CCL19	0.75625
PPIL1	-2.29816666666667
GBP7	-0.175833333333333
STK17A	0.0574
ABR	2.87125
OR9G1	0.256
FOXE1	-0.844875
CNGA3	3.832
GML	0.2
CD38	-3.9605
ZDHHC6	0.850333333333333
NEFH	-3.37875
CTDSP2	0.0923333333333333
PGBD5	-3.212
CCNY	1.10035714285714
RMND5B	-0.528333333333333
ZNF257	-4.367
FLJ22167	0.22725
EXOSC7	0.2735
ROR2	-1.966625
MAOA	0.3925
TNNT3	-0.2885
GYPC	0.70875
C7orf33	1.226
PLIN	0.0575
LOC90826	0.1825
RNF4	-0.9555
F8A1	-0.804333333333333
PLEKHG4	-0.08075
GRB2	-0.3503
HIST1H2AD	-1.3155
DUS3L	-0.518166666666667
EIF1	-0.516
RP5-1077B9.4	0.293166666666667
FPGT	1.30975
GDF10	-2.6175
COQ9	0.09525
GCC2	-0.0472142857142857
RARRES3	1.047375
PLXNA1	0.8018
KIAA0100	0.3044
PMF1	-0.48125
FNDC1	-0.212
HS2ST1	-0.52725
CRELD2	0.68575
C8G	-2.0285
CD82	1.5115
LIM2	-1.9085
UNQ6490	0.2065
MMP16	0.93925
DRD3	-0.34575
C5orf26	-1.25025
C11orf73	-1.642125
PTP4A2	0.684625
OR4M2	0.6185
HPCA	0.523333333333333
SEC14L1	-0.874
CHFR	-3.59725
EMILIN1	0.11625
NDUFS4	-0.55225
COL18A1	-2.733625
PDZD3	-0.2568
C9orf16	1.16783333333333
ERBB2IP	-0.193833333333333
EMX2	-0.35275
FUS	-1.0865
TF	-4.011
CLCN4	1.37133333333333
CXorf56	-1.65325
C11orf72	0.83175
ELAC2	-0.258166666666667
NPR1	-2.80925
ASS1	-0.488333333333333
USP42	-0.696125
POLR2J	0.2165
SEC23IP	-0.003
UQCRC1	0.72425
LOC729603	-0.54525
C1orf71	-1.55075
POLG	-2.1305
ADAM23	-0.4105
TFR2	-1.07175
RICTOR	-0.5991
MGC39606	-0.12125
C19orf55	0.24475
SNAPC1	0.542333333333333
GNA11	0.3695
CCDC52	-0.8245
FSIP1	1.1675
UPF3A	0.45025
IGSF11	-2.3285
LAGE3	-0.48775
CHST6	-1.6115
UNC13B	-0.22575
TTLL4	-0.791125
ZNF687	-0.1135
SDC2	-1.9358
COX7A2	-0.51725
LAMB4	-0.272
FAM24A	0.614
LRRTM3	-1.62533333333333
GPHB5	0.82875
OR4C13	-0.0825
EIF3EIP	0.374571428571429
HABP4	1.3405
TMEM125	-3.99075
CNTN2	-0.255875
ASNSD1	-0.25525
FUT4	-0.702125
ACF	-3.204
LOC158381	-1.397
CDH8	-0.71425
AGPS	-0.573166666666667
C4orf18	-3.0855
PECI	-0.871583333333333
UNG	-0.647875
GSTP1	-0.41825
DCUN1D5	-2.47066666666667
DKFZP564J0863	-0.1575
SLC9A3R1	-1.743
BCDO2	0.606375
CHMP7	-0.319
REM2	0.2865
DNHD1	0.517625
FKBP4	-1.270875
ZNF350	-1.3015
MGC11102	0.309
BST1	-0.35075
KISS1R	1.89
NCR2	0.382
DEFB125	0.272
UBE2W	-0.22975
KRT15	-2.10425
C10orf99	0.947
SCN11A	0.163125
GFI1	-3.162
RDHE2	-1.171
FHL1	-1.10516666666667
OSGEP	-0.283833333333333
GATA1	-2.958
SMC6	-0.472
TTTY14	-0.9425
LPIN3	-0.551
RPL4	0.0242
RBPMS	0.6334
PRPF3	-0.103666666666667
EMR1	0.49
SPATA19	-0.213
XCR1	0.911
IRX3	1.3324
RBM6	-0.43475
KLF4	-1.1748
UNC5CL	-3.59875
SEBOX	0.00499999999999999
BTK	-3.57825
KRCC1	0.355
C6orf27	0.878
SYTL5	-1.614
PRND	0.178
LOC653319	0.8045
PIGL	0.571
HUS1	0.223
SFRS6	0.614833333333333
C17orf77	0.524
UIMC1	0.332
FXYD2	-1.5803
LOC283152	0.02025
ZNF667	-4.16575
ZCCHC12	-0.95225
TFEC	-0.8259
ATP7B	-2.4065
POLD2	-0.989333333333333
RG9MTD1	-1.43775
ACOT2	-0.215
HIST1H4I	-1.197625
PPARGC1A	1.3641
ETFA	-2.4903
POLRMT	0.59625
ZNF146	-0.9825
MIA2	-1.6145
KLHL6	-4.62833333333333
HOXB5	-0.811875
NENF	0.940166666666667
CUGBP1	-0.2865
PRSS22	-0.582833333333333
CASC4	1.0322
CUL4B	0.3782
CENPJ	-0.9592
PITX1	-0.111166666666667
FLJ31033	0.543666666666667
CELSR3	1.586
ZNF568	-2.0645
ITSN1	-0.409083333333333
EHBP1L1	-0.1675
C19orf2	-1.01775
DCTN1	0.24775
LIN28B	-2.8675
TNKS2	-0.745
C1QBP	-0.339875
CADPS2	1.471
SRMS	-0.0505
GJA9	0.1145
MGC24975	-0.941833333333333
TRIM45	0.2965
TSP50	-0.56675
TCP1	-1.10475
TMED7	-0.6141
CMA1	-0.4545
CENPL	-1.7235
PTCRA	-0.1535
FST	-2.8425
VWCE	-1.1505
PAWR	-1.97025
ABCC12	0.888833333333333
LDLR	-0.8394
ASTN2	1.1134
LOC441212	0.374125
GPATCH8	-0.02475
TANC2	-0.678583333333333
KIF4A	-1.4065
C18orf18	-0.28025
PGM1	-1.8695
KIAA0258	-0.392
CPD	-1.32625
SNCAIP	-2.42025
DCT	-3.93433333333333
HLA-DOA	1.40668181818182
OR11L1	1.0335
UPK1B	-0.459833333333333
DNAJB4	-2.3805
UGT1A8	0.18125
HIST1H4L	-1.8925
PECR	-0.633833333333333
HSPA2	0.896
WFIKKN1	-3.5065
SERP1	-1.909875
SYDE2	-1.607
TACR2	1.343
NUP85	-0.63475
CD177	-0.322666666666667
LGR5	-2.29166666666667
PIGG	-0.4315
PTHR1	-2.46483333333333
RAB5A	-0.2851
FLJ13224	0.3
USP9Y	-1.7905
C7orf53	1.6325
LRP1B	1.2745
XAF1	0.3723
ABCG8	-0.1595
ANKDD1A	1.03666666666667
DAND5	-1.026
SPAG6	0.00399999999999999
LINCR	-0.2265
ZDHHC22	-1.705625
CCDC60	0.166
THOC7	-0.5565
TCTA	1.1716
OR8K3	0.26275
NY-REN-7	-0.2555
B2M	0.977666666666667
C6orf141	-0.090125
LPPR4	4.9425
SQLE	-1.504125
SEPHS1	-0.662
BTBD14B	1.402
PLRG1	0.35525
SPG7	0.1101875
ZNF614	-0.549833333333333
PARD6G	-0.178166666666667
INPP5B	-0.2238
GRPEL2	-0.30125
PPID	-0.1653
TRIM56	0.1375
UBE2J1	-0.155125
IL20RA	-1.3155
LOC387856	0.878
C1orf107	0.7915
UTS2R	1.59225
C19orf22	0.08025
SAFB2	0.343
KIAA0652	-0.450875
KLRG1	-0.349833333333333
MS4A8B	-0.392333333333333
FRAG1	0.633
KIAA1546	-0.52775
E2F4	-0.3134
CLEC4M	0.685166666666667
BTBD14A	-0.204
KIAA0999	-0.3291
GYPA	-3.759
TAC1	-0.517
TRAIP	-0.637833333333333
KIAA0232	0.6594
ERCC8	-0.418375
GPX4	0.961
KIAA0368	1.569
GPR157	0.176833333333333
CTAGE4	-2.1925
C9orf30	1.51916666666667
OR52A1	-0.1075
HSP90B3P	-0.6765
ALG9	-0.5635
BTBD10	0.468
SDK2	0.31725
BAIAP3	-2.27175
RABGGTB	-0.050375
ANKRD40	-0.8935
KRT74	0.4965
CALCOCO2	-0.0910714285714286
SNCA	-2.3895
TMSL8	-4.377125
C2orf53	0.0425
ESRRB	-0.6715
ARHGAP26	0.857
TDRD9	-3.057
HRAS	1.4355
KLRC4	-2.2875
JAGN1	-0.15
BSDC1	0.9335
RNF43	-2.7261
NDUFAF1	0.2125
PHF12	0.1305
OR1L3	0.376
FOLR2	0.229166666666667
LYZL6	0.115666666666667
tcag7.1260	2.5595
WSB1	-0.569166666666667
PROS1	0.9677
OSTN	0.998
PSMB8	0.208
SOCS4	-0.81
DDIT4L	4.18825
MAS1	0.2095
MGC34796	0.6115
CSHL1	0.398166666666667
TBCCD1	-0.833
ZBTB7C	0.19
AP2S1	0.29725
P15RS	-1.5365
VAT1	1.2403
SHANK3	-0.989166666666667
TUFM	-0.0688333333333333
THEG	0.1785
KRT34	4.40825
SGSM3	0.198125
TOMM22	-0.280625
SOCS3	2.13366666666667
CPO	0.0585
POP4	0.55475
BHLHB3	3.08225
MALL	-2.129
OR1B1	0.2955
PARK2	-0.0781666666666667
GPR124	-0.899875
LCE1E	1.032
RUVBL2	-0.65675
CGRRF1	-0.1695
ACPL2	-1.0255
WNT10B	0.492625
BAIAP2L2	-1.51925
ISCA1	-0.7195
C1orf125	-0.23825
RPAP1	0.40775
RAI16	0.855333333333333
RPL27	-0.796375
NLRP9	0.1985
EPN1	1.051
LOC388610	-0.13225
SLC35A1	0.1127
GAL	-4.37725
SLC14A2	0.7555
RDH11	1.06316666666667
FAM138F	-0.188
AUH	-0.3095
FLJ40243	0.218
C14orf129	-1.34266666666667
MBD2	-0.0338333333333333
ABHD14B	0.089375
PIGT	0.125875
ALS2CR4	0.294125
ALAS1	-0.2909
FOXO1	-0.883666666666667
CRLF3	-1.051875
C20orf107	0.255
FARS2	-0.6645
CCDC28A	-0.54875
NPHP3	0.82575
OR13F1	0.47
TSEN54	-0.772
DEFB106B	0.4367
OR8B4	0.595
STH	-0.3905
ZC3H14	0.002625
CBX2	-0.5065
TMEM49	0.194
C6orf21	0.567
FLJ20920	-0.115875
CRTAP	1.02492857142857
DDX50	-0.5125
STYXL1	-0.09425
BLVRB	1.22633333333333
LOC147650	2.67916666666667
MMP24	0.93625
GRID1	-0.728333333333333
BANF1	0.408166666666667
CTAGEP	-1.34
HMBS	-1.4815
SLC25A24	-2.9785
C14orf50	0.4285
MRO	-0.667333333333333
SLC25A15	-0.73725
FAM84B	-2.0914
TDP1	-1.059
C16orf78	0.345333333333333
C11orf57	-0.0875
RFK	-0.525
ZFYVE9	-0.950125
STCH	-1.2925
WIBG	0.26525
LOC283871	-0.501
GBA2	-0.0767
NDUFB3	0.23375
HSD17B13	-0.825
GRIN3A	0.144666666666667
FMNL1	-1.93366666666667
SEPT7	-1.272
GNLY	0.211
GRAMD1C	-0.194333333333333
ZNF165	-1.5505
USP38	0.35325
FAM83A	-3.285
C14orf24	-0.62725
ARMCX3	-0.183
ARHGDIB	-4.23433333333333
AK1	1.148875
KIAA1045	-0.03025
DNAJB13	-0.3505
NEU2	-0.474
HIST1H4B	0.436666666666667
FAM20B	-0.7403
HES2	-0.2395
FAM73B	0.4686
LOC388381	0.72075
INTS7	-0.300090909090909
AMPH	3.26625
ZNF775	0.75525
UCKL1	-0.590666666666667
C10orf97	-0.4795
C1orf161	0.14025
ALDH1L1	-2.061
FLJ39378	0.75225
SLC23A1	-3.038
RBM4B	0.00349999999999998
THAP4	0.420833333333333
OGFRL1	1.2965
KIAA0831	0.8475
PPP1R15A	1.64666666666667
C1orf96	-0.3125
C12orf11	-0.49425
BMF	-0.75525
MAN1A1	-1.175125
KIAA1600	-0.358333333333333
NLGN4X	-2.8645
ALOX12	-1.71416666666667
RB1CC1	0.6564
NEIL2	0.6277
EIF4E	-0.613954545454546
ABHD5	-0.1935
EXOC4	0.487
CIP29	0.1145
BATF2	0.2995
SLC29A4	-0.218375
HTR4	0.1015
EMB	-4.336
TRAF6	-0.0855
LMNB1	-3.243
FAM19A5	-1.965625
SHE	-1.8405
PIK3C2B	-1.41275
C15orf15	-0.1916
USP15	0.1303
TCEAL2	-0.4505
C5orf39	0.782666666666667
PTGER2	-0.182
SLC31A1	-1.5065625
IFT172	1.2945
ADAM29	0.381
GFOD1	-0.45
ST7L	0.567166666666667
C15orf26	-0.90025
PKN3	-1.14575
CNTD1	0.432166666666667
COMMD1	0.22125
NTRK2	-0.0320833333333333
FOXN3	-0.412
MFGE8	-1.6397
PFKFB2	1.48783333333333
TAS2R4	0.1055
ENTHD1	-0.420666666666667
PRMT5	-2.44025
MGC16384	-0.1495
LOC442229	0.299
TSKU	-1.014125
KRTCAP3	-1.487
PDLIM1	0.2284
KCNS2	0.293
RNF126	0.169666666666667
CEP63	0.849625
CLIC4	-0.271
hCG_1990170	-1.2575
ACR	0.5262
KLK7	-0.53675
ALOX5AP	-2.77275
RIPK3	-1.45675
TAS2R9	0.651
C19orf18	-2.2365
BIRC6	-0.00749999999999997
ZNF16	0.388
RFT1	-0.43875
SLC8A2	-0.353
TACC1	0.97775
ITGAD	1.30775
SAMHD1	-0.10875
SH3PXD2B	2.179
EPC2	0.353
C20orf85	0.538875
ATP13A2	0.1365
KRT4	1.267625
CAPNS1	0.3945
MDM2	0.32225
PCDH20	0.46775
KCNK9	0.5715
OR2C1	0.4935
KLHDC3	-1.34183333333333
IPPK	-0.12
EFHD2	0.368375
GALR3	1.49475
NBEA	1.44433333333333
ABCA6	0.2361
CLDN3	-2.91233333333333
AKT2	-0.280071428571429
EGFR	0.2833
RBM16	1.106875
ZDHHC3	0.5033
SLC25A4	-1.303
CYB5B	-1.13316666666667
CPXM1	-2.66625
NDRG1	0.343692307692308
FLJ43826	0.497
OR5L2	0.9175
FARP2	0.2873
MRPL46	-0.163166666666667
LDHAL6B	0.372666666666667
MAPKAPK3	1.45483333333333
NCAM2	-2.94325
PRKD2	-0.869833333333333
ZFP36L1	1.5527
CYSLTR1	-3.038
OR4C3	0.1995
HIST1H2AJ	-1.598
CCNB2	-1.95955555555556
ZNF10	-0.44525
TMEM175	1.085
FAM134A	0.508666666666667
TIGD4	-0.109
PCNP	-1.87475
MGC39715	0.31225
LQK1	0.52625
CREB1	-0.9058
TMPRSS3	-3.42275
C4orf32	0.019
LAT	1.51725
KCNA3	-0.9575
SKIV2L2	-0.3075
ROPN1B	-3.46225
tcag7.23	-1.408
CDT1	-1.7545
ZHX2	-0.798875
CD28	-5.832
ZNF624	0.6115
SEPT2	-0.999833333333333
SOHLH2	0.461875
MCOLN3	-1.50525
UNQ1945	1.094
MASP2	-0.11
ZNRF3	-0.566
GPATCH3	-0.26275
AGL	0.140625
QRICH2	0.071
PSD4	-1.45983333333333
CCNB1IP1	-1.7625
ENPP7	0.102
OBFC1	0.38775
KCNG3	-2.8505
C14orf79	0.613583333333333
ENPEP	-1.85083333333333
SCT	-0.0765
SKI	0.45825
SEC61G	-1.11075
CAPN11	-0.4295
ATXN7L3	0.32325
DBNDD1	-1.25666666666667
FAIM	0.527
ANKRD36	0.49
GABRP	-0.917666666666667
TACSTD2	-4.77333333333333
EIF3J	-1.0685
PPP2R2A	-1.83825
TEKT4	1.25183333333333
PVALB	-3.7615
F10	-2.74383333333333
FAM134C	-0.145
COMP	-0.16325
EFCBP1	-0.9664375
SCLT1	0.743375
TAL1	-1.5179
ACSL1	1.1385
ABCC5	-0.0243333333333334
ABL1	0.0345
RBBP7	-1.15891666666667
PTPRG	0.34625
NCOR1	-0.3974
SPINK4	-1.793
TXNRD1	-1.1888
TNRC15	0.6155
C9orf138	0.154875
UBE2H	0.517166666666667
BRDT	-0.2395
C8orf31	1.2395
CCNE2	-1.54981818181818
SLC6A8	-0.435875
CALCR	-4.427
PPP1CB	-0.19425
ABHD8	0.969
ARF5	0.511
SLC24A4	-0.47425
CCT3	-0.54175
ZNF121	-0.4675
SLC3A2	-0.4883
OR13A1	0.8545
SLC5A10	0.38175
RAD50	-1.184625
IER5	0.400875
MTHFD1L	-0.141375
MBTPS2	-0.66325
MVK	0.180625
NCL	-0.3943
PSMD10	-1.445
MOBP	0.4395
FLJ32894	0.295
HRH1	1.27166666666667
C5orf30	-1.02975
NUDT16L1	-1.0238
RASGRP3	-1.20433333333333
PRKRIP1	0.3857
CCDC75	1.3
LOC253970	0.2555
KIAA1239	0.4965
MED21	-0.46625
SYT11	3.38916666666667
NTSR2	-0.333
EGFL11	0.39
CXorf59	-0.999
OR2A25	0.8635
SPTBN2	-2.30325
LRMP	-2.59583333333333
RNF111	-1.022
PTH	-0.405
LOC619208	1.418
KIAA0895	-0.951
RANBP5	0.244875
P2RY10	-0.9765
NME5	3.72683333333333
DDX21	-1.44475
LRSAM1	0.4565
HDAC11	-0.9055
VMO1	1.0525
NOLA2	0.1705
ADAR	-0.765583333333333
MTO1	-1.8125
SF4	0.804166666666667
P2RX1	0.809833333333333
HBM	0.12725
EN2	1.8855
C14orf172	0.939
TM9SF2	-0.9394
INHBE	-0.785166666666667
TCTE3	0.602416666666667
TOX2	0.151
CTAGE3	-0.74675
HBB	-0.5778
MED15	0.468333333333333
CASR	0.3445
C6orf66	-0.284166666666667
MTPN	1.040625
UNC50	-1.80625
C21orf33	0.275
IRF2	1.278
PGR	-3.32283333333333
GPR84	3.67475
CROCCL1	-1.3705
SRPX	1.4105
BRE	0.777333333333333
FGF10	0.348
SDC3	-1.66033333333333
ZRSR1	0.116
DKFZP434P211	0.121375
SOX6	-0.5685
RPUSD2	0.19025
C14orf173	1.15391666666667
MAPK11	1.017
TBC1D22A	0.321
FAM123A	-0.826
COL4A6	-1.9645
TOMM70A	-2.0335
NAB1	0.855875
MGC16385	-0.840125
TSPAN18	-1.99466666666667
MED31	0.3325
PLG	0.50575
CAPSL	0.4495
ZNF532	0.9297
ASB14	0.5775
CA8	-4.47975
NUDT16P	-1.291
SLFN11	-2.133
LRRIQ2	-0.47525
NOL7	-0.292
BRMS1L	-2.280875
JARID1A	0.3035
PANK2	-1.756
ICAM3	-0.716
MDS1	0.3725
TAF8	-1.089
RNF139	-0.3195
ZNF594	-1.99116666666667
ADAM8	2.5445
SFTPC	-0.175
MAN2B2	0.873125
RGS12	0.5740625
EIF1AY	-4.61008333333333
LRRIQ1	1.47316666666667
GPR150	1.609
CCDC21	-1.87783333333333
PRRG3	0.19575
SAA4	-4.30925
RAPGEF5	-0.781125
ZCCHC2	0.259333333333333
MGC39372	-0.887
PPP4R2	-0.335166666666667
CDCA2	-1.0055
OR4D5	-0.125166666666667
PTGFRN	0.6766
SIGLEC5	-0.5105
C19orf61	-0.0555
NMUR2	0.403
KIAA1586	-0.5235
DAGLA	2.13
CHCHD6	0.099
GPR32	-0.0875
NEUROD6	0.4595
SLC2A4RG	0.00699999999999997
CA5B	-0.224
FBXL3	-0.945
MPHOSPH9	-1.57125
HMG2L1	0.14025
HCN4	1.16016666666667
CEACAM19	0.5225
SH2D4B	-0.1105
HFE2	-1.346
TGM4	0.1776
LYPD2	-0.0525
TBC1D15	-0.485
MRPS21	-0.1213
NONO	-1.8892
CLEC5A	-0.025
ITCH	0.3858
MGAT3	-3.8525
MBP	-2.46
RPP25	-2.203
SOSTDC1	-3.6835
HRC	-2.17575
TRIM48	0.9125
TMEM133	-0.24325
ECEL1P2	-2.12375
HOXC11	-0.6605
DOK5	-0.64075
HELZ	-0.657333333333333
LOC348180	0.087
MGC33894	0.6425
ADRB3	0.3075
DMD	-1.067
PTRH2	0.14
MPEG1	0.534666666666667
NDUFA12	-0.7185
KRTAP2-4	0.25125
STAMBPL1	-0.464
ADCY2	-1.43333333333333
UNQ6125	0.721
KLHL20	-0.125666666666667
SRM	-0.49075
OTC	-0.296
TMIE	-0.0356666666666667
SNX8	1.4085
LIPK	0.6855
CHURC1	-0.9365
KLC2	0.908333333333333
HDAC1	-1.17266666666667
FAM128A	0.152333333333333
FNDC3B	-0.7282
MTCP1	0.664
WFDC10B	2.4245
PCDHGB3	0.3005
ATRNL1	-2.5201
CAV2	-2.57075
MED26	0.2135
DUS1L	0.41825
CHRM3	-0.38025
NEK9	-0.09975
WARS2	0.51925
TBX22	-1.387
TOMM40	0.30925
RP6-213H19.1	-2.167
TUBGCP5	-0.158
IGSF6	0.287
TPPP	-0.172
UNQ6190	-0.1635
GSTM5	0.7735
BTD	-1.40983333333333
PDCD1LG2	0.328166666666667
SNRPB2	-0.908166666666667
ERICH1	0.404125
APOA4	-1.11375
HOXA11	-2.49125
NARG1	-0.331875
MKX	0.15975
RAB28	-1.18157142857143
PKP3	-2.9335
SH3GL2	0.22625
CTSO	0.8195
RPN2	0.6108125
IL28RA	-1.39366666666667
SFMBT1	0.60125
WDR57	-1.27375
FER1L3	1.60383333333333
HSF5	0.515666666666667
TTC9B	1.64575
C4BPA	-4.00233333333333
ALB	-4.04907142857143
SORBS3	1.13625
UPF2	0.2125
JPH1	0.773
AGBL2	0.2285
DOPEY1	0.7175
TERF1	-0.663833333333333
KIF22	-0.271833333333333
NINJ1	0.38175
SEC61A2	0.832416666666667
HIST1H1D	-0.479166666666667
SFXN4	0.028
UCP3	1.0543
ZNF703	0.953833333333333
MYL6B	1.31475
TREM1	3.45675
OR52E6	0.044
CKMT2	1.8435
HLA-C	1.56275
SLC13A3	-2.06633333333333
TIMP4	1.756
SLIT2	1.20175
RSF1	-0.9685
LONRF1	-0.279928571428571
MON1A	0.732166666666667
CACNG6	-1.179
DPPA4	-4.7335
ZSWIM3	0.334
ZNF804A	1.25933333333333
CCIN	0.95075
SLC25A31	0.65875
KCNMB4	-0.839
RABL5	0.308875
GALNS	0.9208
STX6	-0.76
HIST1H1C	-3.07816666666667
CIDEB	-1.733875
CASP4	0.888666666666667
PDK3	-1.3445
KCNJ11	-1.1
TPR	-0.899625
ZSCAN20	0.9035
MTX2	-0.1175
HIST1H2BH	-0.9435
LOC283767	0.5285
LYRM7	-0.980611111111111
BRD3	-0.768166666666667
HIST1H2BO	-1.626
MAGEB10	0.676
SLC45A1	1.6075
SERPINA3	-3.458
KIAA0143	-0.07825
KCNJ16	-0.0201666666666667
KRT79	1.3935
FABP2	-0.92325
NUT	-0.14025
ZNF57	-0.8505
FBXL4	-1.169625
CLEC9A	-0.057
UGT8	2.06016666666667
BMP2K	0.25675
MAPK4	-3.14275
SLC25A23	-1.3354
HINT1	-0.4272
KRTAP13-1	0.545
SFXN5	0.6396
CHCHD2	-0.0993333333333333
FAM3D	-0.311
NDP	0.67675
RHOBTB1	-1.03533333333333
SLC4A4	0.848375
RPL38	-0.18725
HTF9C	0.966166666666667
AP2A2	0.379625
ZBTB46	-1.373
MAP7D1	0.76425
AOX1	0.795
CYR61	-0.907583333333333
DTNA	1.87028571428571
JRKL	0.948
TMOD3	-0.602
EEA1	-0.4189
ADCK5	0.87725
IL1R1	0.0296666666666667
KLK3	0.619857142857143
HRSP12	0.08325
KTN1	0.18525
LOH11CR2A	0.2888
RELL2	0.681
MAB21L1	3.4195
C20orf59	-1.21166666666667
PHKB	-1.04475
ADAM2	-1.80766666666667
TBC1D8B	1.63416666666667
FAM13A1	0.214375
LAPTM4B	-3.20108333333333
LCN8	0.4755
TMEM147	0.955
SYT4	0.0181666666666667
XPO7	-0.036
C9orf62	2.1545
GPR75	0.9075
TRIM5	0.13825
APOC1	-4.67166666666667
RNASE4	-3.26883333333333
PARD6B	-3.1415
ARID1A	-0.5145
TPD52L3	0.194
RRAGB	-0.0408333333333334
RCN2	-1.02933333333333
HIST2H2BE	-1.3315
STARD7	-1.4985
SHMT2	-0.23
KIAA1751	2.30833333333333
MLYCD	-1.125625
LOC162632	-0.3694
UQCRH	-0.6845
RP11-217H1.1	-1.2891875
SDHA	-1.934
NCLN	0.0162
ZNF17	-0.0611666666666667
RCBTB2	-3.36525
VEGFB	1.3222
RP4-747L4.3	-2.7375
COLQ	-0.1919
MPN2	-0.0776666666666667
DRG2	0.05475
KLRB1	0.17225
ALPK2	1.213
DNASE2B	-0.0365
FLJ23834	-0.327
AXUD1	-1.24383333333333
SAFB	0.4543
NSUN4	-0.53975
RFX2	0.904833333333333
MAPK8IP1	0.0543333333333333
FANCD2	-1.08978571428571
ANKZF1	-0.861166666666667
C19orf50	0.0341249999999999
DUSP8	0.516125
SENP5	0.02725
NFKBIL2	0.032
LBR	-2.192
IGFL1	-0.6775
LZTS2	1.75675
IL2RG	-1.76975
CCDC51	-0.30625
KLF3	-0.685875
ANKRD37	-0.45075
KCTD14	-3.0915
FZR1	0.609916666666667
SLC44A4	-2.8255
ESPL1	-0.284875
GMPR2	-1.5112
TBC1D19	0.149833333333333
ERGIC1	0.796407407407407
ERBB4	-2.019
TSPAN32	1.86033333333333
MAP4	0.598625
GPHN	-1.21425
SLC6A2	0.28225
HIVEP1	-1.025
DFFB	-0.6317
EIF4EBP2	-0.646
DMRT1	1.059
HSPB6	0.78775
IER2	0.104
AIFM1	0.08
WWC2	0.476181818181818
MRPL4	-0.19325
FLJ21062	1.898
EPB41L4A	-0.794083333333333
SH2D6	0.95125
TAF4B	0.33
GAL3ST3	-0.2525
MALT1	-0.8985
RTDR1	-0.0625
ARVCF	-0.793
MEX3B	-1.71583333333333
FBXO16	1.28925
KIF7	1.3035
C1QC	0.282666666666667
ZNF783	0.214833333333333
ZNF85	-2.96525
MMP13	-2.445
KIAA0329	0.923375
RTP3	-0.5185
ZBED3	0.618
CLGN	1.55275
SLC25A37	0.887125
hCG_18290	-0.0415
OR5AS1	0.21
SMARCC2	1.19666666666667
FAM109A	-0.114166666666667
CCDC12	-0.10125
USF2	1.2011
DEPDC7	-1.01675
C20orf24	-0.408333333333333
JMJD3	0.421
DSP	-4.17885714285714
SLIC1	-0.069625
FAM20A	-2.716875
IRF2BP2	-0.58725
ZNF230	0.257
MSN	0.464071428571429
