Hybridization REF	TCGA-A8-A07Z-01A-11R-A00Z-07
C11orf72	0.8435
ELAC2	-0.470166666666667
NPR1	-0.42125
ASS1	-2.60933333333333
USP42	-0.18725
POLR2J	-0.138
SEC23IP	1.172
UQCRC1	0.206
LOC729603	-0.56125
C1orf71	0.21225
POLG	-1.4925
ADAM23	-3.10225
TFR2	-0.919
RICTOR	-0.8766
MGC39606	0.95825
C19orf55	0.1135
SNAPC1	-1.96833333333333
GNA11	1.199625
CCDC52	-0.220333333333333
FSIP1	5.3335
UPF3A	-0.034375
IGSF11	-2.66316666666667
LAGE3	1.05
CHST6	-1.599
UNC13B	0.011875
TTLL4	-0.598625
ZNF687	0.270875
SDC2	-0.9419
COX7A2	0.2155
LAMB4	-0.00725000000000003
FAM24A	-0.2955
LRRTM3	-1.10083333333333
GPHB5	-0.2985
OR4C13	-0.432
EIF3EIP	-0.502214285714286
HABP4	-1.2375
TMEM125	3.98125
CNTN2	0.028875
ASNSD1	-0.52875
FUT4	-0.08075
ACF	-3.2035
LOC158381	0.1985
CDH8	-0.9495
AGPS	-1.47033333333333
C4orf18	1.90325
PECI	0.319416666666667
UNG	0.101625
GSTP1	-1.29525
DCUN1D5	-1.3085
DKFZP564J0863	-1.556
SLC9A3R1	2.76075
BCDO2	-0.711
CHMP7	-0.111125
REM2	1.184
DNHD1	-0.417375
FKBP4	0.995375
ZNF350	1.21725
MGC11102	-0.029375
BST1	0.80525
KISS1R	1.2645
NCR2	0.502
DEFB125	0.0245
UBE2W	1.073625
KRT15	-0.421125
C10orf99	0.598
SCN11A	-0.244875
GFI1	-2.448
RDHE2	2.82866666666667
FHL1	-2.12166666666667
OSGEP	0.124833333333333
GATA1	-3.0875
SMC6	-1.1505
TTTY14	-0.583
LPIN3	0.0345
RPL4	-1.4649
RBPMS	-0.0467
PRPF3	-0.346333333333333
EMR1	-1.8105
SPATA19	-1.02725
XCR1	0.8995
IRX3	2.6156
RBM6	-1.107
KLF4	-0.3741
UNC5CL	-1.023
SEBOX	-0.1105
BTK	-0.90825
KRCC1	0.583
C6orf27	0.4785
SYTL5	0.8405
PRND	0.716375
LOC653319	-1.203
PIGL	-1.388625
HUS1	-0.8635
SFRS6	-0.504583333333333
C17orf77	0.6535
UIMC1	-0.359
FXYD2	-1.524
LOC283152	2.13475
ZNF667	-1.57725
ZCCHC12	-0.97375
TFEC	2.989
ATP7B	-0.274833333333333
POLD2	-0.778333333333333
RG9MTD1	-0.46225
ACOT2	0.103666666666667
HIST1H4I	-0.60225
PPARGC1A	-2.757
ETFA	-1.3526
POLRMT	-0.238
ZNF146	-0.3735
MIA2	-1.062
KLHL6	-1.99033333333333
HOXB5	-1.106375
NENF	1.48816666666667
CUGBP1	0.06725
PRSS22	0.752833333333333
CASC4	1.1994
CUL4B	0.5264
CENPJ	-1.5402
PITX1	-0.821
FLJ31033	1.4435
CELSR3	-2.4135
ZNF568	0.56875
ITSN1	0.43325
EHBP1L1	-1.04383333333333
C19orf2	-1.21425
DCTN1	0.32
LIN28B	-3.422
TNKS2	-0.78975
C1QBP	-0.526
CADPS2	2.551
SRMS	0.67725
GJA9	0.6085
MGC24975	-0.702166666666667
TRIM45	-0.240666666666667
TSP50	0.173
TCP1	-1.22525
TMED7	0.9399
CMA1	0.358
CENPL	-0.137333333333333
PTCRA	0.1905
FST	-4.40475
VWCE	-3.31
PAWR	0.087
ABCC12	0.789833333333333
LDLR	0.8067
ASTN2	0.2507
LOC441212	-1.566125
GPATCH8	-0.26425
TANC2	-0.048
KIF4A	-1.0655
C18orf18	-1.473
PGM1	-1.0495
KIAA0258	0.49925
CPD	0.230375
SNCAIP	-1.7875
DCT	-4.093
HLA-DOA	2.09890909090909
OR11L1	0.4775
UPK1B	0.0421666666666667
DNAJB4	-0.595375
UGT1A8	-0.28275
HIST1H4L	-0.678
PECR	-1.47133333333333
HSPA2	2.26275
WFIKKN1	-1.9895
SERP1	0.65725
SYDE2	1.41825
TACR2	0.7245
NUP85	-0.39275
CD177	-0.389166666666667
LGR5	-1.84433333333333
PIGG	0.118833333333333
PTHR1	-2.24733333333333
RAB5A	-0.4948
FLJ13224	0.5395
USP9Y	-1.35033333333333
C7orf53	-1.175
LRP1B	-1.19775
XAF1	2.6809
ABCG8	0.2075
ANKDD1A	-1.04133333333333
DAND5	-1.251
SPAG6	5.99233333333333
LINCR	0.66175
ZDHHC22	-1.123375
CCDC60	0.6875
THOC7	-1.7265
TCTA	2.0515
OR8K3	0.466
NY-REN-7	-0.7395
B2M	2.99683333333333
C6orf141	-0.438375
LPPR4	1.96975
SQLE	-1.77925
SEPHS1	-0.365
BTBD14B	0.743
PLRG1	-0.7345
SPG7	-0.3845
ZNF614	-0.6005
PARD6G	0.418
INPP5B	-0.1602
GRPEL2	0.120875
PPID	-0.8885
TRIM56	0.12225
UBE2J1	-0.86725
IL20RA	0.4135
LOC387856	-0.30075
C1orf107	0.461416666666667
UTS2R	1.5265
C19orf22	0.39325
SAFB2	-0.127375
KIAA0652	0.719875
KLRG1	-0.651333333333333
MS4A8B	0.519333333333333
FRAG1	0.3195
KIAA1546	-0.0555
E2F4	-0.8044
CLEC4M	0.233
BTBD14A	-1.06925
KIAA0999	0.8646
GYPA	-3.4185
TAC1	0.2988
TRAIP	-1.48366666666667
KIAA0232	1.1848
ERCC8	-1.170375
GPX4	0.929125
KIAA0368	0.574625
GPR157	-0.733
CTAGE4	0.0745
C9orf30	-1.58233333333333
OR52A1	0.708
HSP90B3P	0.145
ALG9	-0.3355
BTBD10	0.567
SDK2	0.272
BAIAP3	1.399
RABGGTB	-1.050875
ANKRD40	-0.289833333333333
KRT74	1.159
CALCOCO2	0.228071428571429
SNCA	-3.215
TMSL8	-4.70325
C2orf53	0.0795
ESRRB	0.1405
ARHGAP26	-0.77825
TDRD9	-3.022
HRAS	0.260833333333333
KLRC4	-2.053
JAGN1	-0.0415
BSDC1	0.56775
RNF43	0.7512
NDUFAF1	0.73
PHF12	0.603
OR1L3	0.354
FOLR2	1.797
LYZL6	0.363833333333333
tcag7.1260	-1.949
WSB1	-2.27383333333333
PROS1	-1.5541
OSTN	0.599
PSMB8	1.291
SOCS4	-0.316625
DDIT4L	0.93275
MAS1	-0.659
MGC34796	0.5685
CSHL1	0.2925
TBCCD1	-0.00283333333333333
ZBTB7C	0.3535
AP2S1	-0.14625
P15RS	0.2318
VAT1	-0.1549
SHANK3	1.00366666666667
TUFM	0.569333333333333
THEG	0.04575
KRT34	-1.131
SGSM3	-0.03725
TOMM22	-0.040125
SOCS3	0.887833333333333
CPO	0.192
POP4	0.02275
BHLHB3	-0.862
MALL	0.616
OR1B1	0.7585
PARK2	0.21
GPR124	0.291125
LCE1E	-0.1775
RUVBL2	0.157
CGRRF1	0.3072
ACPL2	-0.185
WNT10B	-1.992125
BAIAP2L2	-2.199875
ISCA1	0.379
C1orf125	0.123625
RPAP1	-0.836
RAI16	0.427166666666667
RPL27	-1.060375
NLRP9	-0.018
EPN1	0.5415
LOC388610	-1.03
SLC35A1	-0.487
GAL	-4.1675
SLC14A2	0.68175
RDH11	-0.0893333333333333
FAM138F	-0.6765
AUH	-0.143
FLJ40243	0.46775
C14orf129	0.758833333333333
MBD2	-0.0978333333333334
ABHD14B	0.768875
PIGT	2.125375
ALS2CR4	-0.4545
ALAS1	0.7035
FOXO1	0.323833333333333
CRLF3	-0.543875
C20orf107	-0.131
FARS2	0.80825
CCDC28A	-0.00325
NPHP3	-1.388
OR13F1	0.6705
TSEN54	-0.39275
DEFB106B	-0.0781
OR8B4	1.2465
STH	2.12825
ZC3H14	-0.681375
CBX2	-1.534
TMEM49	-1.37425
C6orf21	0.9
FLJ20920	0.547875
CRTAP	0.2055
DDX50	-0.218
STYXL1	-0.8125
BLVRB	1.31216666666667
LOC147650	0.399833333333333
MMP24	0.5805
GRID1	0.859
BANF1	-0.259333333333333
CTAGEP	-0.237
HMBS	-1.79625
SLC25A24	0.39
C14orf50	3.03925
MRO	0.552166666666667
SLC25A15	-0.4555
FAM84B	0.8653
TDP1	-0.762
C16orf78	-0.0208333333333333
C11orf57	-0.551625
RFK	0.12575
ZFYVE9	-0.249375
STCH	-0.4928
WIBG	1.293
LOC283871	0.427833333333333
GBA2	0.1587
NDUFB3	-0.4535
HSD17B13	-1.56775
GRIN3A	0.400333333333333
FMNL1	-0.2545
SEPT7	-0.7776
GNLY	4.034
GRAMD1C	0.706833333333333
ZNF165	0.383
USP38	0.263
FAM83A	-3.051
C14orf24	0.8415
ARMCX3	1.222
ARHGDIB	0.7165
AK1	0.85975
KIAA1045	-0.584
DNAJB13	0.104333333333333
NEU2	0.3855
HIST1H4B	-0.530333333333333
FAM20B	0.1819
HES2	-0.0825714285714285
FAM73B	0.2261
LOC388381	-0.1305
INTS7	0.610545454545455
AMPH	0.9735
ZNF775	-0.06225
UCKL1	-0.223666666666667
C10orf97	-0.3755
C1orf161	0.15575
ALDH1L1	-1.56
FLJ39378	0.301625
SLC23A1	-0.354
RBM4B	0.22775
THAP4	0.350666666666667
OGFRL1	0.34275
KIAA0831	-0.424625
PPP1R15A	-0.446166666666667
C1orf96	0.752285714285714
C12orf11	-2.04075
BMF	0.362875
MAN1A1	-1.003875
KIAA1600	0.432166666666667
NLGN4X	-0.1305
ALOX12	-1.06033333333333
RB1CC1	-0.1054
NEIL2	-0.1224
EIF4E	0.0571818181818182
ABHD5	-0.31925
EXOC4	0.292
CIP29	0.439166666666667
BATF2	2.17025
SLC29A4	-0.751
HTR4	0.42825
EMB	0.92875
TRAF6	0.14325
LMNB1	-1.7035
FAM19A5	-0.338875
SHE	1.49
PIK3C2B	0.84075
C15orf15	-0.9093
USP15	-0.0266
TCEAL2	-0.233
C5orf39	-1.88516666666667
PTGER2	-1.18
SLC31A1	0.08075
IFT172	0.3235
ADAM29	1.1215
GFOD1	0.1725
ST7L	0.494333333333333
C15orf26	-2.9405
PKN3	-0.72975
CNTD1	3.80916666666667
COMMD1	0.052
NTRK2	3.29375
FOXN3	-0.687125
MFGE8	-1.1588
PFKFB2	1.747
TAS2R4	-0.013
ENTHD1	0.105333333333333
PRMT5	-0.824125
MGC16384	-1.333875
LOC442229	-0.292
TSKU	0.78675
KRTCAP3	2.96525
PDLIM1	0.1458
KCNS2	0.35925
RNF126	-0.343333333333333
CEP63	-0.269625
CLIC4	-0.71775
hCG_1990170	-0.69725
ACR	0.5728
KLK7	0.614
ALOX5AP	3.149
RIPK3	4.34625
TAS2R9	0.5605
C19orf18	2.3045
BIRC6	-0.3805
ZNF16	0.7805
RFT1	-0.858
SLC8A2	-0.61925
TACC1	-0.206375
ITGAD	0.07475
SAMHD1	2.51225
SH3PXD2B	0.9381
EPC2	0.62875
C20orf85	0.25975
ATP13A2	1.43683333333333
KRT4	0.521125
CAPNS1	0.725
MDM2	0.834833333333333
PCDH20	3.0105
KCNK9	0.901
OR2C1	-0.0675
KLHDC3	-0.611833333333333
IPPK	1.1175
EFHD2	0.196
GALR3	1.22325
NBEA	0.336
ABCA6	0.9288
CLDN3	1.28833333333333
AKT2	-0.413
EGFR	-3.3076
RBM16	0.135
ZDHHC3	-0.0177
SLC25A4	0.238333333333333
CYB5B	-0.883333333333333
CPXM1	0.201
NDRG1	-2.00976923076923
FLJ43826	0.8965
OR5L2	-0.438833333333333
FARP2	0.9353
MRPL46	-0.534666666666667
LDHAL6B	-0.0795
MAPKAPK3	-0.470333333333333
NCAM2	-2.678
PRKD2	1.03433333333333
ZFP36L1	0.4136
CYSLTR1	1.734
OR4C3	0.11825
HIST1H2AJ	3.6785
CCNB2	-2.01144444444444
ZNF10	-0.016375
TMEM175	0.924
FAM134A	1.2245
TIGD4	0.1485
PCNP	-0.4795
MGC39715	-0.5115
LQK1	-0.6005
CREB1	0.5119
TMPRSS3	1.2855
C4orf32	0.3845
LAT	-1.76133333333333
KCNA3	0.3985
SKIV2L2	-0.86025
ROPN1B	-2.08225
tcag7.23	-0.432
CDT1	-2.18575
ZHX2	0.481125
CD28	-3.537
ZNF624	0.746
SEPT2	-0.310416666666667
SOHLH2	0.7965
MCOLN3	0.015
UNQ1945	0.811
MASP2	-0.406
ZNRF3	1.1077
GPATCH3	-0.084
AGL	-0.684125
QRICH2	0.1345
PSD4	0.911166666666667
CCNB1IP1	-2.83075
ENPP7	0.74275
OBFC1	0.56225
KCNG3	-0.359
C14orf79	0.809833333333333
ENPEP	2.20966666666667
SCT	-0.00950000000000001
SKI	0.95375
SEC61G	-1.9905
CAPN11	-0.6875
ATXN7L3	0.05825
DBNDD1	0.4485
FAIM	-0.81975
ANKRD36	-0.6845
GABRP	0.604333333333333
TACSTD2	1.5945
EIF3J	-0.5845
PPP2R2A	0.1115
TEKT4	-0.955166666666667
PVALB	-3.2395
F10	-2.6965
FAM134C	1.1221
COMP	2.28025
EFCBP1	-3.3568125
SCLT1	0.369375
TAL1	-1.346
ACSL1	-0.12425
ABCC5	0.0649166666666667
ABL1	-0.198833333333333
RBBP7	1.00833333333333
PTPRG	0.158375
NCOR1	0.1324
SPINK4	2.9105
TXNRD1	-1.2953
TNRC15	1.08125
C9orf138	1.4015
UBE2H	1.14016666666667
BRDT	0.455833333333333
C8orf31	-0.06575
CCNE2	-1.76463636363636
SLC6A8	-1.023375
CALCR	-4.4645
PPP1CB	0.360083333333333
ABHD8	0.7465
ARF5	0.665
SLC24A4	0.698
CCT3	-0.0315
ZNF121	-0.490875
SLC3A2	-0.2476
OR13A1	0.812
SLC5A10	1.4235
RAD50	0.571125
IER5	0.9825
MTHFD1L	-2.437625
MBTPS2	0.5515
MVK	0.629875
NCL	-0.4329
PSMD10	0.63425
MOBP	0.145875
FLJ32894	0.0515
HRH1	-1.2625
C5orf30	1.6655
NUDT16L1	1.2297
RASGRP3	2.85216666666667
PRKRIP1	-0.1411
CCDC75	-0.09875
LOC253970	-0.27
KIAA1239	-1.331
MED21	-0.30975
SYT11	0.193416666666667
NTSR2	0.0685
EGFL11	-0.76
CXorf59	2.073
OR2A25	0.51125
SPTBN2	-0.40925
LRMP	-1.415
RNF111	0.14775
PTH	-0.978
LOC619208	0.511
KIAA0895	0.90775
RANBP5	-0.92525
P2RY10	0.7535
NME5	4.75866666666667
DDX21	-0.64875
LRSAM1	1.185
HDAC11	1.61533333333333
VMO1	1.3235
NOLA2	-0.0925
ADAR	1.93775
MTO1	-1.53066666666667
SF4	0.133166666666667
P2RX1	-0.2135
HBM	0.161
EN2	1.36
C14orf172	-0.16375
TM9SF2	0.532
INHBE	-0.493
TCTE3	0.3745
TOX2	-3.04675
CTAGE3	0.068125
HBB	3.1049
MED15	-0.363333333333333
CASR	0.594
C6orf66	-1.50166666666667
MTPN	0.392125
UNC50	-0.114
C21orf33	0.772125
IRF2	0.82275
PGR	2.9245
GPR84	2.57425
CROCCL1	-2.2515
SRPX	-2.45
BRE	0.591666666666667
FGF10	5.349
SDC3	0.5725
ZRSR1	0.927333333333333
DKFZP434P211	0.08975
SOX6	-1.024
RPUSD2	-0.26025
C14orf173	-0.0584166666666667
MAPK11	-0.4575
TBC1D22A	0.8045
FAM123A	-0.391
COL4A6	-0.599666666666667
TOMM70A	-0.498
NAB1	-0.012
MGC16385	0.092
TSPAN18	-0.306166666666667
MED31	-0.45475
PLG	-0.2885
CAPSL	2.3155
ZNF532	-0.2387
ASB14	-0.18025
CA8	-0.31975
NUDT16P	2.5235
SLFN11	-1.546
LRRIQ2	0.395125
NOL7	-0.399833333333333
BRMS1L	-0.9005
JARID1A	0.587666666666667
PANK2	-0.1885
ICAM3	-0.12975
MDS1	-0.9165
TAF8	0.36175
RNF139	-0.18575
ZNF594	-0.562833333333333
ADAM8	2.55675
SFTPC	-0.165
MAN2B2	1.509625
RGS12	0.6813125
EIF1AY	-4.1685
LRRIQ1	-1.56366666666667
GPR150	1.701
CCDC21	0.535
PRRG3	0.526
SAA4	-2.39125
RAPGEF5	2.07075
ZCCHC2	0.320583333333333
MGC39372	-0.078
PPP4R2	-0.287833333333333
CDCA2	-0.867333333333333
OR4D5	0.6745
PTGFRN	0.0396
SIGLEC5	2.56866666666667
C19orf61	0.44
NMUR2	0.3705
KIAA1586	-1.9335
DAGLA	-0.150333333333333
CHCHD6	-0.1785
GPR32	1.1445
NEUROD6	0.427833333333333
SLC2A4RG	0.9619375
CA5B	-0.42775
FBXL3	0.5745
MPHOSPH9	-0.8255
HMG2L1	0.402
HCN4	1.15033333333333
CEACAM19	0.36125
SH2D4B	0.0478333333333333
HFE2	-0.425
TGM4	-0.119333333333333
LYPD2	0.04725
TBC1D15	0.0995
MRPS21	0.0171
NONO	-0.5971
CLEC5A	1.86825
ITCH	0.3132
MGAT3	-1.1445
MBP	-0.883875
RPP25	-0.46075
SOSTDC1	-2.6465
HRC	1.081
TRIM48	0.4425
TMEM133	-0.734
ECEL1P2	-1.299
HOXC11	-0.861
DOK5	-1.107
HELZ	0.512833333333333
LOC348180	-0.70875
MGC33894	0.45575
ADRB3	0.53
DMD	-0.236833333333333
PTRH2	-0.4585
MPEG1	3.31683333333333
NDUFA12	0.153666666666667
KRTAP2-4	0.0293333333333334
STAMBPL1	-0.830166666666667
ADCY2	-1.3235
UNQ6125	0.6565
KLHL20	0.590333333333333
SRM	-1.332
OTC	-0.1555
TMIE	0.0241666666666667
SNX8	-0.5075
LIPK	0.266
CHURC1	-0.128083333333333
KLC2	0.385833333333333
HDAC1	0.2395
FAM128A	1.09266666666667
FNDC3B	-1.3395
MTCP1	0.428166666666667
WFDC10B	1.4497
PCDHGB3	0.3015
ATRNL1	-1.3176
CAV2	-1.488375
MED26	0.1375
DUS1L	0.61625
CHRM3	-1.52625
NEK9	0.98525
WARS2	-0.756
TBX22	0.175
TOMM40	-0.54175
RP6-213H19.1	-0.4875
TUBGCP5	-0.22875
IGSF6	4.59
TPPP	0.622166666666667
UNQ6190	-0.3025
GSTM5	-0.060625
BTD	1.06516666666667
PDCD1LG2	-0.357666666666667
SNRPB2	-0.2505
ERICH1	-1.252125
APOA4	-1.594625
HOXA11	-0.67425
NARG1	-0.3725
MKX	-0.434
RAB28	-0.407928571428571
PKP3	0.95625
SH3GL2	-2.13925
CTSO	2.47125
RPN2	1.3229375
IL28RA	0.695833333333333
SFMBT1	0.596
WDR57	-0.273125
FER1L3	2.52308333333333
HSF5	0.589333333333333
TTC9B	0.52225
C4BPA	-3.765
ALB	-4.36307692307692
SORBS3	0.34875
UPF2	-0.501
JPH1	-0.071
AGBL2	0.34975
DOPEY1	0.802
TERF1	-0.996083333333333
KIF22	0.0685
NINJ1	1.8485
SEC61A2	-0.0933333333333333
HIST1H1D	0.395666666666667
SFXN4	-0.050625
UCP3	0.5973
ZNF703	1.29266666666667
MYL6B	-0.50175
TREM1	1.15275
OR52E6	0.803
CKMT2	-0.0095
HLA-C	3.124875
SLC13A3	-2.03833333333333
TIMP4	-3.06975
SLIT2	1.2515
RSF1	0.167888888888889
LONRF1	-0.719
MON1A	-0.501
CACNG6	-1.30216666666667
DPPA4	-4.919
ZSWIM3	0.22275
ZNF804A	-0.6375
CCIN	0.58375
SLC25A31	-0.380666666666667
KCNMB4	1.827
RABL5	0.922625
GALNS	-0.1411
STX6	1.4365
HIST1H1C	0.0435
CIDEB	0.49125
CASP4	-0.399833333333333
PDK3	0.752
KCNJ11	2.022
TPR	-0.373125
ZSCAN20	-1.459
MTX2	-0.735
HIST1H2BH	0.71475
LOC283767	-0.84
LYRM7	-1.13794444444444
BRD3	1.08983333333333
HIST1H2BO	0.62975
MAGEB10	0.089
SLC45A1	1.541
SERPINA3	3.7139
KIAA0143	1.167
KCNJ16	0.195
KRT79	0.4855
FABP2	-1.63
NUT	-0.10525
ZNF57	-0.54
FBXL4	0.131
CLEC9A	-0.279
UGT8	-1.26183333333333
BMP2K	0.47
MAPK4	-3.467
SLC25A23	-0.6615
HINT1	0.2538
KRTAP13-1	0.3745
SFXN5	0.753
CHCHD2	-0.307416666666667
FAM3D	0.0595
NDP	-2.386875
RHOBTB1	0.639333333333333
SLC4A4	-1.84775
RPL38	-0.32
HTF9C	-0.824833333333333
AP2A2	0.79675
ZBTB46	0.2875
MAP7D1	0.042625
AOX1	-2.2895
CYR61	-1.28508333333333
DTNA	1.38871428571429
JRKL	-2.12575
TMOD3	-0.8535
EEA1	0.134
ADCK5	-0.49825
IL1R1	-0.170833333333333
KLK3	0.833571428571429
HRSP12	-0.34225
KTN1	0.664
LOH11CR2A	0.3899
RELL2	-1.52325
MAB21L1	0.199
C20orf59	-0.676333333333333
PHKB	0.0065
ADAM2	-1.14883333333333
TBC1D8B	1.072
FAM13A1	-1.09925
LAPTM4B	-1.19791666666667
LCN8	-0.214
TMEM147	0.827
SYT4	-0.341666666666667
XPO7	-0.3745
C9orf62	1.53075
GPR75	0.349
TRIM5	1.1055
APOC1	-2.161
RNASE4	0.521
PARD6B	1.484125
ARID1A	0.48825
TPD52L3	0.3943
RRAGB	2.01233333333333
RCN2	-0.8505
HIST2H2BE	1.943625
STARD7	0.2935
SHMT2	-0.493
KIAA1751	-0.456666666666667
MLYCD	0.61225
LOC162632	0.4718
UQCRH	-1.70225
RP11-217H1.1	1.4523125
SDHA	-0.581833333333333
NCLN	-0.7682
ZNF17	0.662833333333333
RCBTB2	-2.383
VEGFB	-0.3129
RP4-747L4.3	-0.0785
COLQ	0.3676
MPN2	-0.768833333333333
DRG2	0.1205
KLRB1	4.28425
ALPK2	-3.5695
DNASE2B	2.322
FLJ23834	1.57166666666667
AXUD1	0.941
SAFB	0.0716
NSUN4	-0.80375
RFX2	-0.203333333333333
MAPK8IP1	0.3965
FANCD2	-0.844714285714286
ANKZF1	-1.76
C19orf50	-0.67375
DUSP8	1.398375
SENP5	-0.541125
NFKBIL2	-0.15175
LBR	-1.176375
IGFL1	1.3405
LZTS2	0.577375
IL2RG	-0.28
CCDC51	0.0755
KLF3	-0.19575
ANKRD37	-2.50275
KCTD14	-1.474
FZR1	0.536
SLC44A4	4.0169
ESPL1	-0.586
GMPR2	-0.3164
TBC1D19	-0.559
ERGIC1	0.185925925925926
ERBB4	-0.4042
TSPAN32	0.463583333333333
MAP4	0.641125
GPHN	0.46225
SLC6A2	0.060875
HIVEP1	0.45525
DFFB	-0.3759
EIF4EBP2	0.1055
DMRT1	-0.58125
HSPB6	0.6235
IER2	0.00333333333333334
AIFM1	0.92525
WWC2	-0.801
MRPL4	-0.41375
FLJ21062	1.68466666666667
EPB41L4A	0.317416666666667
SH2D6	0.53625
TAF4B	-1.51
GAL3ST3	-0.06
MALT1	-1.41866666666667
RTDR1	1.242
ARVCF	-1.324125
MEX3B	-2.27433333333333
FBXO16	1.671
KIF7	-0.9
C1QC	4.17483333333333
ZNF783	-1.093
ZNF85	-0.74925
MMP13	1.4085
KIAA0329	0.221375
RTP3	-1.1025
ZBED3	-0.77075
CLGN	-2.04225
SLC25A37	-1.66375
hCG_18290	-0.92825
OR5AS1	1.083
SMARCC2	1.04425
FAM109A	0.468666666666667
CCDC12	-0.38825
USF2	1.328
DEPDC7	-3.5345
C20orf24	0.504833333333333
JMJD3	0.7415
DSP	2.94378571428571
SLIC1	0.264375
FAM20A	0.442
IRF2BP2	0.664375
ZNF230	0.1055
MSN	-0.550785714285714
SLC9A5	-1.238
EPDR1	-1.482
MUSK	0.522
ZNF434	0.788166666666667
SMARCD1	-0.333166666666667
ZFP106	-0.408
ZNF347	-0.1247
GTF2E1	-0.11925
