Hybridization REF	TCGA-A2-A0T2-01A-11R-A084-07
TCTA	1.4847
OR8K3	0.7385
NY-REN-7	0.54
B2M	0.185333333333333
C6orf141	-2.951875
LPPR4	2.437
SQLE	-0.005375
SEPHS1	1.1875
BTBD14B	0.572142857142857
PLRG1	-0.062
SPG7	-1.038875
ZNF614	0.359833333333333
PARD6G	1.16683333333333
INPP5B	-0.1275
GRPEL2	-0.28675
PPID	-0.6574
TRIM56	-0.42275
UBE2J1	1.47075
IL20RA	0.80775
LOC387856	0.3285
C1orf107	-0.00550000000000001
UTS2R	1.1725
C19orf22	0.3645
SAFB2	0.257125
KIAA0652	0.022375
KLRG1	-0.938333333333333
MS4A8B	-0.316
FRAG1	1.54025
KIAA1546	-0.2215
E2F4	-1.63
CLEC4M	0.739166666666667
BTBD14A	-0.2855
KIAA0999	0.0513
GYPA	-2.932
TAC1	-0.0665
TRAIP	-1.464
KIAA0232	-0.325
ERCC8	-1.35675
GPX4	0.021625
KIAA0368	-0.51525
GPR157	0.123166666666667
CTAGE4	0.9745
C9orf30	-1.14433333333333
OR52A1	0.499
HSP90B3P	-0.454
ALG9	-0.0388
BTBD10	1.007
SDK2	0.157
BAIAP3	-0.683
RABGGTB	-1.5245
ANKRD40	-1.15566666666667
KRT74	0.398
CALCOCO2	-0.159357142857143
SNCA	-4.358
TMSL8	-2.54625
C2orf53	0.1905
ESRRB	-0.323
ARHGAP26	-0.865375
TDRD9	-3.28525
HRAS	0.102833333333333
KLRC4	-2.6145
JAGN1	-0.3305
BSDC1	0.57625
RNF43	-1.519
NDUFAF1	-0.51
PHF12	0.16425
OR1L3	0.11475
FOLR2	1.54783333333333
LYZL6	0.321166666666667
tcag7.1260	0.144
WSB1	-1.7215
PROS1	-0.9592
OSTN	0.5965
PSMB8	-0.91725
SOCS4	-0.519125
DDIT4L	3.1745
MAS1	0.6365
MGC34796	0.57625
CSHL1	0.285833333333333
TBCCD1	1.381
ZBTB7C	0.4645
AP2S1	0.173125
P15RS	0.0317
VAT1	-0.3283
SHANK3	1.38766666666667
TUFM	-0.117333333333333
THEG	-0.125
KRT34	0.42875
SGSM3	0.197625
TOMM22	-1.02225
SOCS3	1.017
CPO	0.094
POP4	0.228
BHLHB3	-1.25775
MALL	3.22275
OR1B1	0.6485
PARK2	0.222833333333333
GPR124	0.345
LCE1E	-0.5275
RUVBL2	-0.71175
CGRRF1	-1.0812
ACPL2	0.5965
WNT10B	-2.315625
BAIAP2L2	-1.9945
ISCA1	-0.3245
C1orf125	2.024
RPAP1	-0.7485
RAI16	0.404666666666667
RPL27	-0.83475
NLRP9	0.4195
EPN1	0.7845
LOC388610	0.61025
SLC35A1	1.5689
GAL	-2.9165
SLC14A2	0.15775
RDH11	-0.950166666666667
FAM138F	0.057
AUH	-0.7015
FLJ40243	-0.187
C14orf129	-1.03583333333333
MBD2	0.0146666666666667
ABHD14B	0.028625
PIGT	-0.450625
ALS2CR4	-0.3645
ALAS1	-0.1023
FOXO1	0.570333333333333
CRLF3	-0.09675
C20orf107	-0.379
FARS2	0.88675
CCDC28A	-0.962
NPHP3	-0.4375
OR13F1	0.177
TSEN54	-0.66275
DEFB106B	0.2675
OR8B4	0.702
STH	-0.92175
ZC3H14	-0.494375
CBX2	0.0565
TMEM49	-2.12
C6orf21	0.9775
FLJ20920	0.266625
CRTAP	-0.988357142857143
DDX50	-0.36975
STYXL1	0.60825
BLVRB	0.32
LOC147650	0.6625
MMP24	0.2335
GRID1	0.8995
BANF1	-0.352833333333333
CTAGEP	0.3915
HMBS	-2.44525
SLC25A24	0.351666666666667
C14orf50	1.05275
MRO	1.39633333333333
SLC25A15	-0.45825
FAM84B	0.2031
TDP1	-0.331
C16orf78	0.043
C11orf57	-0.065
RFK	-0.634375
ZFYVE9	0.4905
STCH	-0.862
WIBG	0.247
LOC283871	-0.443666666666667
GBA2	-0.9402
NDUFB3	-0.83025
HSD17B13	-0.218
GRIN3A	0.933166666666667
FMNL1	-0.963
SEPT7	0.4908
GNLY	2.416
GRAMD1C	0.0766666666666667
ZNF165	-0.408
USP38	0.74175
FAM83A	-2.44516666666667
C14orf24	0.492166666666667
ARMCX3	0.991875
ARHGDIB	-0.2965
AK1	0.2185
KIAA1045	0.14375
DNAJB13	-0.235833333333333
NEU2	0.3845
HIST1H4B	-1.02666666666667
FAM20B	0.4415
HES2	1.01371428571429
FAM73B	-0.8799
LOC388381	-0.533
INTS7	-1.07381818181818
AMPH	-0.59375
ZNF775	0.20925
UCKL1	-0.902666666666667
C10orf97	-1.152
C1orf161	-0.08725
ALDH1L1	-1.74925
FLJ39378	0.050875
SLC23A1	-0.418
RBM4B	-1.06175
THAP4	-0.1125
OGFRL1	2.423
KIAA0831	-0.176125
PPP1R15A	0.084
C1orf96	0.115571428571429
C12orf11	-1.833
BMF	1.683875
MAN1A1	-0.719
KIAA1600	0.481
NLGN4X	-1.863
ALOX12	0.00816666666666667
RB1CC1	0.9712
NEIL2	1.238
EIF4E	-0.785318181818182
ABHD5	0.97725
EXOC4	0.175333333333333
CIP29	0.00533333333333334
BATF2	0.72175
SLC29A4	-0.13275
HTR4	0.20525
EMB	-2.316
TRAF6	1.04525
LMNB1	-1.89325
FAM19A5	-1.177625
SHE	0.7355
PIK3C2B	0.84
C15orf15	-1.074
USP15	0.0399
TCEAL2	-0.30475
C5orf39	0.0443333333333333
PTGER2	-1.2385
SLC31A1	0.2415
IFT172	1.1475
ADAM29	0.735
GFOD1	2.40725
ST7L	0.581666666666667
C15orf26	-3.13975
PKN3	-1.8045
CNTD1	-0.826333333333333
COMMD1	0.79075
NTRK2	0.943833333333333
FOXN3	-0.112625
MFGE8	1.251
PFKFB2	0.327166666666667
TAS2R4	-0.659
ENTHD1	0.261833333333333
PRMT5	-1.890875
MGC16384	-1.74025
LOC442229	0.70975
TSKU	0.006
KRTCAP3	3.495125
PDLIM1	-0.9463
KCNS2	-0.1965
RNF126	-0.5675
CEP63	0.357875
CLIC4	0.35375
hCG_1990170	-0.59225
ACR	1.5381
KLK7	4.13375
ALOX5AP	2.441625
RIPK3	1.657
TAS2R9	0.457
C19orf18	2.9285
BIRC6	0.398214285714286
ZNF16	1.385
RFT1	-0.7235
SLC8A2	-0.283
TACC1	-0.822625
ITGAD	0.82525
SAMHD1	0.54025
SH3PXD2B	1.612
EPC2	0.3955
C20orf85	0.7565
ATP13A2	1.203
KRT4	1.876
CAPNS1	0.23925
MDM2	-0.355583333333333
PCDH20	0.58775
KCNK9	0.3505
OR2C1	0.256
KLHDC3	-0.0556666666666667
IPPK	-0.043
EFHD2	-0.309375
GALR3	1.39675
NBEA	-2.123
ABCA6	0.9341
CLDN3	3.3835
AKT2	-0.377642857142857
EGFR	1.3523
RBM16	-0.195375
ZDHHC3	0.0457
SLC25A4	-1.261
CYB5B	-1.78483333333333
CPXM1	-0.23325
NDRG1	1.41446153846154
FLJ43826	0.067
OR5L2	0.206166666666667
FARP2	-0.7485
MRPL46	-0.597916666666667
LDHAL6B	0.477333333333333
MAPKAPK3	-0.230833333333333
NCAM2	-2.916
PRKD2	0.406
ZFP36L1	1.5996
CYSLTR1	-1.115
OR4C3	0.39375
HIST1H2AJ	1.2565
CCNB2	-2.36355555555556
ZNF10	-0.45225
TMEM175	0.9445
FAM134A	0.450333333333333
TIGD4	0.095
PCNP	-0.86475
MGC39715	-0.13675
LQK1	-1.45525
CREB1	0.0187
TMPRSS3	0.82925
C4orf32	0.35
LAT	-2.11266666666667
KCNA3	-0.027
SKIV2L2	-0.93675
ROPN1B	3.56275
tcag7.23	0.313
CDT1	-3.539
ZHX2	-0.218875
CD28	-3.2115
ZNF624	1.2285
SEPT2	0.219
SOHLH2	-1.43442857142857
MCOLN3	-0.478625
UNQ1945	0.8965
MASP2	-0.7135
ZNRF3	-0.288
GPATCH3	-0.15075
AGL	-0.112
QRICH2	-0.4765
PSD4	0.198166666666667
CCNB1IP1	-1.8485
ENPP7	-0.08
OBFC1	-0.64375
KCNG3	-2.77
C14orf79	-0.572416666666667
ENPEP	1.65716666666667
SCT	1.3035
SKI	2.13125
SEC61G	0.361
CAPN11	-0.40675
ATXN7L3	-0.5965
DBNDD1	0.993833333333333
FAIM	1.40975
ANKRD36	-1.365
GABRP	5.6445
TACSTD2	3.23566666666667
EIF3J	-0.34325
PPP2R2A	0.15125
TEKT4	-1.18083333333333
PVALB	-3.533
F10	-2.9045
FAM134C	0.7069
COMP	4.5415
EFCBP1	-2.3171875
SCLT1	0.93575
TAL1	-1.0124
ACSL1	0.96025
ABCC5	-0.0416666666666667
ABL1	-0.678777777777778
RBBP7	-0.283416666666667
PTPRG	-1.16775
NCOR1	-0.6576
SPINK4	-2.28483333333333
TXNRD1	-2.1495
TNRC15	0.945125
C9orf138	1.6325
UBE2H	1.00233333333333
BRDT	-0.0718333333333333
C8orf31	-0.6005
CCNE2	-1.67290909090909
SLC6A8	-1.057125
CALCR	-3.71475
PPP1CB	1.98416666666667
ABHD8	-0.034
ARF5	0.8804
SLC24A4	-0.31775
CCT3	0.12125
ZNF121	-0.43475
SLC3A2	-1.5808
OR13A1	0.766
SLC5A10	-0.13425
RAD50	-1.284625
IER5	0.331
MTHFD1L	-1.335375
MBTPS2	0.5895
MVK	-0.38075
NCL	-0.3119
PSMD10	-0.1625
MOBP	0.356875
FLJ32894	0.7015
HRH1	-0.344333333333333
C5orf30	-0.8055
NUDT16L1	0.2921
RASGRP3	3.3695
PRKRIP1	-0.034
CCDC75	1.16325
LOC253970	0.4135
KIAA1239	-0.082
MED21	-1.1225
SYT11	-0.0425
NTSR2	1.168
EGFL11	0.2515
CXorf59	0.276
OR2A25	0.12675
SPTBN2	-0.1595
LRMP	-1.77416666666667
RNF111	-0.7915
PTH	-0.2135
LOC619208	0.065
KIAA0895	0.454
RANBP5	-1.3285
P2RY10	0.0606666666666667
NME5	2.38466666666667
DDX21	-1.05075
LRSAM1	-0.2085
HDAC11	1.21716666666667
VMO1	2.612
NOLA2	0.00716666666666666
ADAR	-0.00491666666666668
MTO1	-0.904833333333333
SF4	-0.726
P2RX1	-0.444166666666667
HBM	-0.074
EN2	1.3135
C14orf172	0.44025
TM9SF2	0.1924
INHBE	-1.00516666666667
TCTE3	1.82916666666667
TOX2	-3.06075
CTAGE3	0.20175
HBB	3.1363
MED15	-0.518166666666667
CASR	0.4265
C6orf66	-0.0213333333333333
MTPN	0.603375
UNC50	-1.39075
C21orf33	0.719875
IRF2	0.73525
PGR	-2.38983333333333
GPR84	2.3425
CROCCL1	-3.166
SRPX	-2.469
BRE	0.408666666666667
FGF10	-0.16325
SDC3	0.160166666666667
ZRSR1	-0.209
DKFZP434P211	-0.847125
SOX6	-0.3305
RPUSD2	-0.24825
C14orf173	-0.0318333333333333
MAPK11	0.152
TBC1D22A	0.3365
FAM123A	-2.03
COL4A6	-2.572
TOMM70A	0.06725
NAB1	-0.86475
MGC16385	0.1795
TSPAN18	-0.425
MED31	-0.678
PLG	-0.094
CAPSL	1.3535
ZNF532	1.9784
ASB14	0.526
CA8	-3.762
NUDT16P	0.4985
SLFN11	-1.1095
LRRIQ2	0.05725
NOL7	0.1245
BRMS1L	-1.246625
JARID1A	0.242166666666667
PANK2	-0.33625
ICAM3	-0.55775
MDS1	-1.06375
TAF8	-0.5705
RNF139	0.70325
ZNF594	-0.613166666666667
ADAM8	2.122375
SFTPC	-0.19875
MAN2B2	0.34
RGS12	-0.1355625
EIF1AY	-4.56027272727273
LRRIQ1	-0.323166666666667
GPR150	1.32225
CCDC21	-1.53433333333333
PRRG3	0.224
SAA4	-2.8045
RAPGEF5	1.944625
ZCCHC2	0.278666666666667
MGC39372	-0.3955
PPP4R2	0.1585
CDCA2	-0.267333333333333
OR4D5	0.967833333333333
PTGFRN	1.3978
SIGLEC5	1.9
C19orf61	0.0543333333333333
NMUR2	0.3975
KIAA1586	-1.45366666666667
DAGLA	0.348333333333333
CHCHD6	0.057
GPR32	0.042
NEUROD6	0.202333333333333
SLC2A4RG	0.53675
CA5B	0.18575
FBXL3	-0.23525
MPHOSPH9	-2.43875
HMG2L1	-0.0705
HCN4	0.853833333333333
CEACAM19	2.11825
SH2D4B	0.411666666666667
HFE2	-0.324
TGM4	0.0336666666666667
LYPD2	-0.49
TBC1D15	0.15575
MRPS21	0.4569
NONO	-0.7395
CLEC5A	1.52925
ITCH	0.2289
MGAT3	-0.976666666666667
MBP	-0.443625
RPP25	1.43675
SOSTDC1	3.1435
HRC	-1.222
TRIM48	-0.6485
TMEM133	0.01775
ECEL1P2	-1.008
HOXC11	-0.3475
DOK5	0.855
HELZ	0.03
LOC348180	-1.006
MGC33894	-0.03775
ADRB3	0.038
DMD	0.159916666666667
PTRH2	-0.69825
MPEG1	3.286
NDUFA12	-0.649666666666667
KRTAP2-4	0.164916666666667
STAMBPL1	-1.3215
ADCY2	-0.616666666666667
UNQ6125	-0.202
KLHL20	0.723333333333333
SRM	-0.481
OTC	-0.22675
TMIE	1.6465
SNX8	0.72575
LIPK	0.6135
CHURC1	-0.329916666666667
KLC2	0.343
HDAC1	0.0618333333333333
FAM128A	-0.394666666666667
FNDC3B	0.2304
MTCP1	0.315
WFDC10B	0.6182
PCDHGB3	1.221
ATRNL1	-2.0059
CAV2	-0.892
MED26	0.2335
DUS1L	0.0735
CHRM3	-1.432375
NEK9	-0.19
WARS2	0.04625
TBX22	-0.77
TOMM40	-0.13475
RP6-213H19.1	-1.33033333333333
TUBGCP5	-1.16575
IGSF6	4.73725
TPPP	-0.464833333333333
UNQ6190	-0.2565
GSTM5	-0.19325
BTD	-0.4885
PDCD1LG2	0.007
SNRPB2	0.652
ERICH1	0.491375
APOA4	-1.540875
HOXA11	-1.374
NARG1	-0.210875
MKX	-0.444
RAB28	-1.12821428571429
PKP3	2.25425
SH3GL2	-3.29975
CTSO	1.8895
RPN2	0.0589375
IL28RA	-0.572166666666667
SFMBT1	0.9645
WDR57	-0.108375
FER1L3	0.873
HSF5	0.454
TTC9B	0.43725
C4BPA	-3.48516666666667
ALB	-3.77342857142857
SORBS3	1.026125
UPF2	1.4345
JPH1	-0.0875
AGBL2	-1.7565
DOPEY1	1.8365
TERF1	-0.206545454545455
KIF22	-0.654166666666667
NINJ1	0.45475
SEC61A2	0.0270833333333333
HIST1H1D	0.667666666666667
SFXN4	-0.371375
UCP3	0.5832
ZNF703	0.348166666666667
MYL6B	-1.894
TREM1	3.303
OR52E6	0.527
CKMT2	1.826
HLA-C	1.524875
SLC13A3	0.0521666666666667
TIMP4	-2.8995
SLIT2	1.4115
RSF1	-0.0125555555555556
LONRF1	0.330642857142857
MON1A	0.5635
CACNG6	-1.56333333333333
DPPA4	-5.18983333333333
ZSWIM3	0.24575
ZNF804A	0.0636666666666667
CCIN	1.43975
SLC25A31	0.22625
KCNMB4	-2.15575
RABL5	0.442375
GALNS	-0.5513
STX6	2.857125
HIST1H1C	0.349333333333333
CIDEB	0.64275
CASP4	-0.24
PDK3	2.062
KCNJ11	0.3575
TPR	0.56625
ZSCAN20	-0.1285
MTX2	-0.92025
HIST1H2BH	0.53625
LOC283767	0.5885
LYRM7	-1.31533333333333
BRD3	-0.507
HIST1H2BO	0.05275
MAGEB10	0.2445
SLC45A1	-0.247
SERPINA3	2.85505
KIAA0143	0.90475
KCNJ16	0.186166666666667
KRT79	1.14125
FABP2	-0.0055
NUT	0.36625
ZNF57	-1.14175
FBXL4	0.567625
CLEC9A	0.2975
UGT8	1.1365
BMP2K	-0.17
MAPK4	1.16325
SLC25A23	-1.1937
HINT1	-1.5399
KRTAP13-1	0.1325
SFXN5	-0.7482
CHCHD2	1.09233333333333
FAM3D	4.4585
NDP	-3.036375
RHOBTB1	1.08
SLC4A4	-0.941571428571429
RPL38	-0.81325
HTF9C	-1.09966666666667
AP2A2	1.215
ZBTB46	-0.019
MAP7D1	0.416625
AOX1	-2.24566666666667
CYR61	0.320833333333333
DTNA	-1.06771428571429
JRKL	1.25725
TMOD3	-0.22975
EEA1	0.1311
ADCK5	0.693
IL1R1	1.20416666666667
KLK3	0.643857142857143
HRSP12	0.11875
KTN1	-0.2415
LOH11CR2A	0.3643
RELL2	-1.2155
MAB21L1	0.04825
C20orf59	-0.9
PHKB	-0.7575
ADAM2	-0.270833333333333
TBC1D8B	2.04133333333333
FAM13A1	-0.8749375
LAPTM4B	-0.523083333333333
LCN8	-0.3675
TMEM147	1.199
SYT4	-0.0225
XPO7	0.49
C9orf62	1.3975
GPR75	0.0365
TRIM5	0.012375
APOC1	-0.3855
RNASE4	-0.455
PARD6B	-2.175125
ARID1A	0.844416666666667
TPD52L3	0.4686
RRAGB	1.3475
RCN2	-0.146166666666667
HIST2H2BE	0.09225
STARD7	-0.4245
SHMT2	-0.54125
KIAA1751	-0.0911666666666667
MLYCD	-0.25575
LOC162632	-0.7758
UQCRH	-0.87525
RP11-217H1.1	1.0164375
SDHA	-1.88016666666667
NCLN	-0.3386
ZNF17	0.636
RCBTB2	-2.10275
VEGFB	-1.0394
RP4-747L4.3	1.78425
COLQ	0.0964
MPN2	-0.268333333333333
DRG2	-0.9325
KLRB1	2.8295
ALPK2	-2.02475
DNASE2B	0.28075
FLJ23834	-0.2185
AXUD1	-0.0828333333333333
SAFB	0.2783
NSUN4	0.721
RFX2	-0.596
MAPK8IP1	-0.346
FANCD2	-0.178571428571429
ANKZF1	-1.164
C19orf50	-0.868625
DUSP8	1.377
SENP5	0.946
NFKBIL2	-0.287
LBR	-1.817625
IGFL1	1.3225
LZTS2	0.1025
IL2RG	-0.743375
CCDC51	-0.84475
KLF3	0.187625
ANKRD37	-0.19825
KCTD14	1.67716666666667
FZR1	0.02825
SLC44A4	-1.7508
ESPL1	-0.642
GMPR2	-1.3225
TBC1D19	-0.523
ERGIC1	-0.609666666666667
ERBB4	-1.60822222222222
TSPAN32	-0.46625
MAP4	0.031
GPHN	-1.1145
SLC6A2	4.783125
HIVEP1	0.79125
DFFB	0.3156
EIF4EBP2	0.590375
DMRT1	1.01575
HSPB6	0.4905
IER2	0.271
AIFM1	0.21
WWC2	-0.118916666666667
MRPL4	-1.0975
FLJ21062	-0.139
EPB41L4A	0.10925
SH2D6	0.41575
TAF4B	-0.10925
GAL3ST3	-0.9285
MALT1	0.505166666666667
RTDR1	1.51875
ARVCF	-0.381
MEX3B	0.156166666666667
FBXO16	2.17275
KIF7	-1.17
C1QC	4.58666666666667
ZNF783	0.33
ZNF85	-0.226
MMP13	-0.1115
KIAA0329	0.60975
RTP3	-0.829
ZBED3	-0.9335
CLGN	-3.89325
SLC25A37	0.605416666666667
hCG_18290	-0.5165
OR5AS1	-0.422
SMARCC2	0.31725
FAM109A	-0.189666666666667
CCDC12	-0.269
USF2	0.9872
DEPDC7	-2.16775
C20orf24	-1.0475
JMJD3	0.525
DSP	2.04557142857143
SLIC1	0.29175
FAM20A	1.36175
IRF2BP2	0.43275
ZNF230	-0.162
MSN	0.743
SLC9A5	-2.083
EPDR1	-2.7522
MUSK	0.659666666666667
ZNF434	-0.525
SMARCD1	-0.773
